"Havaintoasema","Vuosi","Kuukausi","Päivä","Aika [UTC]","Hengitettävät hiukkaset <10 µm [µg/m3]","Pienhiukkaset <2.5 µm [µg/m3]"
"Jyväskylä Hannikaisenkatu","2024","3","20","01:00","7","5.7"
"Jyväskylä Hannikaisenkatu","2024","3","20","02:00","8.5","6.7"
"Jyväskylä Hannikaisenkatu","2024","3","20","03:00","10","7.9"
"Jyväskylä Hannikaisenkatu","2024","3","20","04:00","10.2","8.7"
"Jyväskylä Hannikaisenkatu","2024","3","20","05:00","10.6","9.2"
"Jyväskylä Hannikaisenkatu","2024","3","20","06:00","10.2","9.1"
"Jyväskylä Hannikaisenkatu","2024","3","20","07:00","8.8","7.9"
"Jyväskylä Hannikaisenkatu","2024","3","20","08:00","7.8","7.2"
"Jyväskylä Hannikaisenkatu","2024","3","20","09:00","8.7","7.8"
"Jyväskylä Hannikaisenkatu","2024","3","20","10:00","8.5","7.2"
"Jyväskylä Hannikaisenkatu","2024","3","20","11:00","6.6","5.5"
"Jyväskylä Hannikaisenkatu","2024","3","20","12:00","5.8","4.7"
"Jyväskylä Hannikaisenkatu","2024","3","20","13:00","5","4.4"
"Jyväskylä Hannikaisenkatu","2024","3","20","14:00","6","4.4"
"Jyväskylä Hannikaisenkatu","2024","3","20","15:00","7","4"
"Jyväskylä Hannikaisenkatu","2024","3","20","16:00","5","2.6"
"Jyväskylä Hannikaisenkatu","2024","3","20","17:00","4","2.6"
"Jyväskylä Hannikaisenkatu","2024","3","20","18:00","3.6","2.5"
"Jyväskylä Hannikaisenkatu","2024","3","20","19:00","2.8","2.2"
"Jyväskylä Hannikaisenkatu","2024","3","20","20:00","1.8","1.4"
"Jyväskylä Hannikaisenkatu","2024","3","20","21:00","1.4","1.1"
"Jyväskylä Hannikaisenkatu","2024","3","20","22:00","1.6","1.1"
"Jyväskylä Hannikaisenkatu","2024","3","20","23:00","2.4","1.5"
"Jyväskylä Hannikaisenkatu","2024","3","21","00:00","1.7","1.3"
"Jyväskylä Hannikaisenkatu","2024","3","21","01:00","2.6","1.3"
"Jyväskylä Hannikaisenkatu","2024","3","21","02:00","1.8","1.3"
"Jyväskylä Hannikaisenkatu","2024","3","21","03:00","1.8","1.4"
"Jyväskylä Hannikaisenkatu","2024","3","21","04:00","3","1.8"
"Jyväskylä Hannikaisenkatu","2024","3","21","05:00","6.8","2.5"
"Jyväskylä Hannikaisenkatu","2024","3","21","06:00","8.2","2.9"
"Jyväskylä Hannikaisenkatu","2024","3","21","07:00","7.8","2.8"
"Jyväskylä Hannikaisenkatu","2024","3","21","08:00","6.1","2.3"
"Jyväskylä Hannikaisenkatu","2024","3","21","09:00","6.5","1.9"
"Jyväskylä Hannikaisenkatu","2024","3","21","10:00","5.1","1.7"
"Jyväskylä Hannikaisenkatu","2024","3","21","11:00","6.1","1.7"
"Jyväskylä Hannikaisenkatu","2024","3","21","12:00","5.9","1.6"
"Jyväskylä Hannikaisenkatu","2024","3","21","13:00","6","2.1"
"Jyväskylä Hannikaisenkatu","2024","3","21","14:00","5.9","2.1"
"Jyväskylä Hannikaisenkatu","2024","3","21","15:00","6.7","2.1"
"Jyväskylä Hannikaisenkatu","2024","3","21","16:00","7.2","2.6"
"Jyväskylä Hannikaisenkatu","2024","3","21","17:00","5.5","2.6"
"Jyväskylä Hannikaisenkatu","2024","3","21","18:00","6.1","3.1"
"Jyväskylä Hannikaisenkatu","2024","3","21","19:00","5.1","3"
"Jyväskylä Hannikaisenkatu","2024","3","21","20:00","4.8","3"
"Jyväskylä Hannikaisenkatu","2024","3","21","21:00","3.5","2.4"
"Jyväskylä Hannikaisenkatu","2024","3","21","22:00","4.3","2.3"
"Jyväskylä Hannikaisenkatu","2024","3","21","23:00","4.1","2.5"
"Jyväskylä Hannikaisenkatu","2024","3","22","00:00","3.1","2.1"
"Jyväskylä Hannikaisenkatu","2024","3","22","01:00","2.6","1.6"
"Jyväskylä Hannikaisenkatu","2024","3","22","02:00","2","1.5"
"Jyväskylä Hannikaisenkatu","2024","3","22","03:00","2.7","1.8"
"Jyväskylä Hannikaisenkatu","2024","3","22","04:00","3.1","1.9"
"Jyväskylä Hannikaisenkatu","2024","3","22","05:00","3.8","2.1"
"Jyväskylä Hannikaisenkatu","2024","3","22","06:00","4.1","2.1"
"Jyväskylä Hannikaisenkatu","2024","3","22","07:00","2.4","1.9"
"Jyväskylä Hannikaisenkatu","2024","3","22","08:00","2","1.6"
"Jyväskylä Hannikaisenkatu","2024","3","22","09:00","2.1","1.6"
"Jyväskylä Hannikaisenkatu","2024","3","22","10:00","2.3","1.8"
"Jyväskylä Hannikaisenkatu","2024","3","22","11:00","3.7","1.9"
"Jyväskylä Hannikaisenkatu","2024","3","22","12:00","4.7","1.8"
"Jyväskylä Hannikaisenkatu","2024","3","22","13:00","4.3","1.7"
"Jyväskylä Hannikaisenkatu","2024","3","22","14:00","3.5","1.6"
"Jyväskylä Hannikaisenkatu","2024","3","22","15:00","2.1","1.3"
"Jyväskylä Hannikaisenkatu","2024","3","22","16:00","1.7","1.2"
"Jyväskylä Hannikaisenkatu","2024","3","22","17:00","1.7","1.1"
"Jyväskylä Hannikaisenkatu","2024","3","22","18:00","1.6","0.8"
"Jyväskylä Hannikaisenkatu","2024","3","22","19:00","1.5","0.7"
"Jyväskylä Hannikaisenkatu","2024","3","22","20:00","1.1","0.7"
"Jyväskylä Hannikaisenkatu","2024","3","22","21:00","1.9","1"
"Jyväskylä Hannikaisenkatu","2024","3","22","22:00","2.2","1.1"
"Jyväskylä Hannikaisenkatu","2024","3","22","23:00","1.9","1.2"
"Jyväskylä Hannikaisenkatu","2024","3","23","00:00","2.6","1.6"
"Jyväskylä Hannikaisenkatu","2024","3","23","01:00","1.4","1.1"
"Jyväskylä Hannikaisenkatu","2024","3","23","02:00","1","0.8"
"Jyväskylä Hannikaisenkatu","2024","3","23","03:00","0.7","0.6"
"Jyväskylä Hannikaisenkatu","2024","3","23","04:00","0.7","0.6"
"Jyväskylä Hannikaisenkatu","2024","3","23","05:00","0.6","0.5"
"Jyväskylä Hannikaisenkatu","2024","3","23","06:00","0.4","0.3"
"Jyväskylä Hannikaisenkatu","2024","3","23","07:00","0.6","0.5"
"Jyväskylä Hannikaisenkatu","2024","3","23","08:00","0.9","0.7"
"Jyväskylä Hannikaisenkatu","2024","3","23","09:00","1.2","0.8"
"Jyväskylä Hannikaisenkatu","2024","3","23","10:00","1.4","1.1"
"Jyväskylä Hannikaisenkatu","2024","3","23","11:00","1.9","1.5"
"Jyväskylä Hannikaisenkatu","2024","3","23","12:00","1.1","0.8"
"Jyväskylä Hannikaisenkatu","2024","3","23","13:00","1.2","1"
"Jyväskylä Hannikaisenkatu","2024","3","23","14:00","1.6","1.2"
"Jyväskylä Hannikaisenkatu","2024","3","23","15:00","1.9","1.5"
"Jyväskylä Hannikaisenkatu","2024","3","23","16:00","2.4","2"
"Jyväskylä Hannikaisenkatu","2024","3","23","17:00","1.7","1.3"
"Jyväskylä Hannikaisenkatu","2024","3","23","18:00","3.2","2"
"Jyväskylä Hannikaisenkatu","2024","3","23","19:00","2.6","2"
"Jyväskylä Hannikaisenkatu","2024","3","23","20:00","1.7","1.3"
"Jyväskylä Hannikaisenkatu","2024","3","23","21:00","1.8","1.6"
"Jyväskylä Hannikaisenkatu","2024","3","23","22:00","1","0.8"
"Jyväskylä Hannikaisenkatu","2024","3","23","23:00","1","0.8"
"Jyväskylä Hannikaisenkatu","2024","3","24","00:00","0.9","0.8"
"Jyväskylä Hannikaisenkatu","2024","3","24","01:00","0.9","0.8"
"Jyväskylä Hannikaisenkatu","2024","3","24","02:00","1.1","1"
"Jyväskylä Hannikaisenkatu","2024","3","24","03:00","1.1","1"
"Jyväskylä Hannikaisenkatu","2024","3","24","04:00","1.4","1.3"
"Jyväskylä Hannikaisenkatu","2024","3","24","05:00","1.6","1.5"
"Jyväskylä Hannikaisenkatu","2024","3","24","06:00","1.6","1.4"
"Jyväskylä Hannikaisenkatu","2024","3","24","07:00","2.1","1.8"
"Jyväskylä Hannikaisenkatu","2024","3","24","08:00","2.5","2.1"
"Jyväskylä Hannikaisenkatu","2024","3","24","09:00","3","2.2"
"Jyväskylä Hannikaisenkatu","2024","3","24","10:00","2.4","2.1"
"Jyväskylä Hannikaisenkatu","2024","3","24","11:00","2.4","2.2"
"Jyväskylä Hannikaisenkatu","2024","3","24","12:00","2.6","2.1"
"Jyväskylä Hannikaisenkatu","2024","3","24","13:00","2.9","2.2"
"Jyväskylä Hannikaisenkatu","2024","3","24","14:00","2.6","2.1"
"Jyväskylä Hannikaisenkatu","2024","3","24","15:00","2.7","2.3"
"Jyväskylä Hannikaisenkatu","2024","3","24","16:00","3","2.4"
"Jyväskylä Hannikaisenkatu","2024","3","24","17:00","2.8","2.4"
"Jyväskylä Hannikaisenkatu","2024","3","24","18:00","3.5","3"
"Jyväskylä Hannikaisenkatu","2024","3","24","19:00","3.9","3.3"
"Jyväskylä Hannikaisenkatu","2024","3","24","20:00","3.9","3.5"
"Jyväskylä Hannikaisenkatu","2024","3","24","21:00","3.9","3.4"
"Jyväskylä Hannikaisenkatu","2024","3","24","22:00","3.1","2.8"
"Jyväskylä Hannikaisenkatu","2024","3","24","23:00","3.2","2.8"
"Jyväskylä Hannikaisenkatu","2024","3","25","00:00","3.5","3.1"
"Jyväskylä Hannikaisenkatu","2024","3","25","01:00","3.6","3.1"
"Jyväskylä Hannikaisenkatu","2024","3","25","02:00","3.3","2.9"
"Jyväskylä Hannikaisenkatu","2024","3","25","03:00","3.2","2.9"
"Jyväskylä Hannikaisenkatu","2024","3","25","04:00","4.1","3.6"
"Jyväskylä Hannikaisenkatu","2024","3","25","05:00","5.8","5.2"
"Jyväskylä Hannikaisenkatu","2024","3","25","06:00","5","3.6"
"Jyväskylä Hannikaisenkatu","2024","3","25","07:00","3.9","3.1"
"Jyväskylä Hannikaisenkatu","2024","3","25","08:00","4.1","3"
"Jyväskylä Hannikaisenkatu","2024","3","25","09:00","3.8","2.9"
"Jyväskylä Hannikaisenkatu","2024","3","25","10:00","3.5","2.8"
"Jyväskylä Hannikaisenkatu","2024","3","25","11:00","3.5","2.7"
"Jyväskylä Hannikaisenkatu","2024","3","25","12:00","3.2","2.2"
"Jyväskylä Hannikaisenkatu","2024","3","25","13:00","2.9","2"
"Jyväskylä Hannikaisenkatu","2024","3","25","14:00","4.3","2.3"
"Jyväskylä Hannikaisenkatu","2024","3","25","15:00","5.2","3.2"
"Jyväskylä Hannikaisenkatu","2024","3","25","16:00","6","4.5"
"Jyväskylä Hannikaisenkatu","2024","3","25","17:00","7.7","5.6"
"Jyväskylä Hannikaisenkatu","2024","3","25","18:00","9.2","5.5"
"Jyväskylä Hannikaisenkatu","2024","3","25","19:00","10.5","5.4"
"Jyväskylä Hannikaisenkatu","2024","3","25","20:00","8","5.2"
"Jyväskylä Hannikaisenkatu","2024","3","25","21:00","8.9","5.1"
"Jyväskylä Hannikaisenkatu","2024","3","25","22:00","9.3","5"
"Jyväskylä Hannikaisenkatu","2024","3","25","23:00","8.2","4.8"
"Jyväskylä Hannikaisenkatu","2024","3","26","00:00","6.2","4.2"
"Jyväskylä Hannikaisenkatu","2024","3","26","01:00","7.9","4.4"
"Jyväskylä Hannikaisenkatu","2024","3","26","02:00","11","5"
"Jyväskylä Hannikaisenkatu","2024","3","26","03:00","14.9","5.8"
"Jyväskylä Hannikaisenkatu","2024","3","26","04:00","20.3","7.2"
"Jyväskylä Hannikaisenkatu","2024","3","26","05:00","29.6","8.6"
"Jyväskylä Hannikaisenkatu","2024","3","26","06:00","46.5","11.7"
"Jyväskylä Hannikaisenkatu","2024","3","26","07:00","44.9","10.8"
"Jyväskylä Hannikaisenkatu","2024","3","26","08:00","18.2","6.6"
"Jyväskylä Hannikaisenkatu","2024","3","26","09:00","9.3","5.7"
"Jyväskylä Hannikaisenkatu","2024","3","26","10:00","7.8","5.6"
"Jyväskylä Hannikaisenkatu","2024","3","26","11:00","10.2","5"
"Jyväskylä Hannikaisenkatu","2024","3","26","12:00","17.7","5.6"
"Jyväskylä Hannikaisenkatu","2024","3","26","13:00","17.7","5.6"
"Jyväskylä Hannikaisenkatu","2024","3","26","14:00","14.5","4.9"
"Jyväskylä Hannikaisenkatu","2024","3","26","15:00","22.2","5.6"
"Jyväskylä Hannikaisenkatu","2024","3","26","16:00","32.2","7.5"
"Jyväskylä Hannikaisenkatu","2024","3","26","17:00","22.7","6.5"
"Jyväskylä Hannikaisenkatu","2024","3","26","18:00","31.7","8.3"
"Jyväskylä Hannikaisenkatu","2024","3","26","19:00","22.8","7.5"
"Jyväskylä Hannikaisenkatu","2024","3","26","20:00","23.4","8.1"
"Jyväskylä Hannikaisenkatu","2024","3","26","21:00","23.1","8.6"
"Jyväskylä Hannikaisenkatu","2024","3","26","22:00","20","8"
"Jyväskylä Hannikaisenkatu","2024","3","26","23:00","15.7","7.4"
"Jyväskylä Hannikaisenkatu","2024","3","27","00:00","10.6","5.7"
"Jyväskylä Hannikaisenkatu","2024","3","27","01:00","9.3","5"
"Jyväskylä Hannikaisenkatu","2024","3","27","02:00","10","4.8"
"Jyväskylä Hannikaisenkatu","2024","3","27","03:00","6.9","3.6"
"Jyväskylä Hannikaisenkatu","2024","3","27","04:00","6","3.2"
"Jyväskylä Hannikaisenkatu","2024","3","27","05:00","6.7","3.4"
"Jyväskylä Hannikaisenkatu","2024","3","27","06:00","9.7","4"
"Jyväskylä Hannikaisenkatu","2024","3","27","07:00","8","3.9"
"Jyväskylä Hannikaisenkatu","2024","3","27","08:00","6.1","3.3"
"Jyväskylä Hannikaisenkatu","2024","3","27","09:00","5.3","2.4"
"Jyväskylä Hannikaisenkatu","2024","3","27","10:00","13.2","3.3"
"Jyväskylä Hannikaisenkatu","2024","3","27","11:00","4.9","2"
"Jyväskylä Hannikaisenkatu","2024","3","27","12:00","6.4","2.4"
"Jyväskylä Hannikaisenkatu","2024","3","27","13:00","6.4","2.5"
"Jyväskylä Hannikaisenkatu","2024","3","27","14:00","5.1","2"
"Jyväskylä Hannikaisenkatu","2024","3","27","15:00","3.1","1.6"
"Jyväskylä Hannikaisenkatu","2024","3","27","16:00","3.1","2.3"
"Jyväskylä Hannikaisenkatu","2024","3","27","17:00","4.5","3.4"
"Jyväskylä Hannikaisenkatu","2024","3","27","18:00","5.2","4.5"
"Jyväskylä Hannikaisenkatu","2024","3","27","19:00","6.1","5.4"
"Jyväskylä Hannikaisenkatu","2024","3","27","20:00","7.1","6.2"
"Jyväskylä Hannikaisenkatu","2024","3","27","21:00","7.4","6.6"
"Jyväskylä Hannikaisenkatu","2024","3","27","22:00","8.4","7.5"
"Jyväskylä Hannikaisenkatu","2024","3","27","23:00","8.7","7.8"
"Jyväskylä Hannikaisenkatu","2024","3","28","00:00","10.1","8.4"
"Jyväskylä Hannikaisenkatu","2024","3","28","01:00","8.9","8"
"Jyväskylä Hannikaisenkatu","2024","3","28","02:00","9.1","8"
"Jyväskylä Hannikaisenkatu","2024","3","28","03:00","9.7","8.6"
"Jyväskylä Hannikaisenkatu","2024","3","28","04:00","10.5","9.2"
"Jyväskylä Hannikaisenkatu","2024","3","28","05:00","10.9","9.6"
"Jyväskylä Hannikaisenkatu","2024","3","28","06:00","10.9","9.7"
"Jyväskylä Hannikaisenkatu","2024","3","28","07:00","11.3","9.6"
"Jyväskylä Hannikaisenkatu","2024","3","28","08:00","12","9.5"
"Jyväskylä Hannikaisenkatu","2024","3","28","09:00","14","9.5"
"Jyväskylä Hannikaisenkatu","2024","3","28","10:00","21.2","9.5"
"Jyväskylä Hannikaisenkatu","2024","3","28","11:00","26","8.9"
"Jyväskylä Hannikaisenkatu","2024","3","28","12:00","35.1","9.4"
"Jyväskylä Hannikaisenkatu","2024","3","28","13:00","36.8","9.2"
"Jyväskylä Hannikaisenkatu","2024","3","28","14:00","48.8","10.9"
"Jyväskylä Hannikaisenkatu","2024","3","28","15:00","53","11"
"Jyväskylä Hannikaisenkatu","2024","3","28","16:00","52.7","11.2"
"Jyväskylä Hannikaisenkatu","2024","3","28","17:00","67","13.7"
"Jyväskylä Hannikaisenkatu","2024","3","28","18:00","65.1","13.2"
"Jyväskylä Hannikaisenkatu","2024","3","28","19:00","82.5","16.7"
"Jyväskylä Hannikaisenkatu","2024","3","28","20:00","89","16.9"
"Jyväskylä Hannikaisenkatu","2024","3","28","21:00","113.6","22.3"
"Jyväskylä Hannikaisenkatu","2024","3","28","22:00","50.2","12.2"
"Jyväskylä Hannikaisenkatu","2024","3","28","23:00","43.1","12"
"Jyväskylä Hannikaisenkatu","2024","3","29","00:00","46","11.7"
"Jyväskylä Hannikaisenkatu","2024","3","29","01:00","19.8","8"
"Jyväskylä Hannikaisenkatu","2024","3","29","02:00","16.3","7.1"
"Jyväskylä Hannikaisenkatu","2024","3","29","03:00","20.6","7.8"
"Jyväskylä Hannikaisenkatu","2024","3","29","04:00","16.1","7.8"
"Jyväskylä Hannikaisenkatu","2024","3","29","05:00","12.7","7.2"
"Jyväskylä Hannikaisenkatu","2024","3","29","06:00","16.3","12"
"Jyväskylä Hannikaisenkatu","2024","3","29","07:00","14.6","9.6"
"Jyväskylä Hannikaisenkatu","2024","3","29","08:00","22","9.8"
"Jyväskylä Hannikaisenkatu","2024","3","29","09:00","49.1","12.9"
"Jyväskylä Hannikaisenkatu","2024","3","29","10:00","42.5","11.7"
"Jyväskylä Hannikaisenkatu","2024","3","29","11:00","37.1","11.4"
"Jyväskylä Hannikaisenkatu","2024","3","29","12:00","34.4","10.8"
"Jyväskylä Hannikaisenkatu","2024","3","29","13:00","31.1","10"
"Jyväskylä Hannikaisenkatu","2024","3","29","14:00","31.1","10.5"
"Jyväskylä Hannikaisenkatu","2024","3","29","15:00","63.6","15.3"
"Jyväskylä Hannikaisenkatu","2024","3","29","16:00","31.3","9.5"
"Jyväskylä Hannikaisenkatu","2024","3","29","17:00","99.5","21.4"
"Jyväskylä Hannikaisenkatu","2024","3","29","18:00","150.4","31.1"
"Jyväskylä Hannikaisenkatu","2024","3","29","19:00","101.5","24.1"
"Jyväskylä Hannikaisenkatu","2024","3","29","20:00","70.9","20.1"
"Jyväskylä Hannikaisenkatu","2024","3","29","21:00","56.4","16.6"
"Jyväskylä Hannikaisenkatu","2024","3","29","22:00","32.8","14.1"
"Jyväskylä Hannikaisenkatu","2024","3","29","23:00","22.8","15.1"
"Jyväskylä Hannikaisenkatu","2024","3","30","00:00","21.2","16"
"Jyväskylä Hannikaisenkatu","2024","3","30","01:00","14.8","11.6"
"Jyväskylä Hannikaisenkatu","2024","3","30","02:00","11.2","9.1"
"Jyväskylä Hannikaisenkatu","2024","3","30","03:00","10.5","9"
"Jyväskylä Hannikaisenkatu","2024","3","30","04:00","7.5","6.5"
"Jyväskylä Hannikaisenkatu","2024","3","30","05:00","1.2","0.8"
"Jyväskylä Hannikaisenkatu","2024","3","30","06:00","1.6","1.1"
"Jyväskylä Hannikaisenkatu","2024","3","30","07:00","1.2","1"
"Jyväskylä Hannikaisenkatu","2024","3","30","08:00","0.9","0.7"
"Jyväskylä Hannikaisenkatu","2024","3","30","09:00","0.8","0.6"
"Jyväskylä Hannikaisenkatu","2024","3","30","10:00","1.7","1.2"
"Jyväskylä Hannikaisenkatu","2024","3","30","11:00","3.1","1.8"
"Jyväskylä Hannikaisenkatu","2024","3","30","12:00","12","2.7"
"Jyväskylä Hannikaisenkatu","2024","3","30","13:00","10.5","3.1"
"Jyväskylä Hannikaisenkatu","2024","3","30","14:00","7.9","2.4"
"Jyväskylä Hannikaisenkatu","2024","3","30","15:00","10.5","2.5"
"Jyväskylä Hannikaisenkatu","2024","3","30","16:00","11.6","4.6"
"Jyväskylä Hannikaisenkatu","2024","3","30","17:00","11.4","5.8"
"Jyväskylä Hannikaisenkatu","2024","3","30","18:00","12.5","5.3"
"Jyväskylä Hannikaisenkatu","2024","3","30","19:00","17.1","5.1"
"Jyväskylä Hannikaisenkatu","2024","3","30","20:00","18.1","5.3"
"Jyväskylä Hannikaisenkatu","2024","3","30","21:00","16.9","6.2"
"Jyväskylä Hannikaisenkatu","2024","3","30","22:00","7.8","4.5"
"Jyväskylä Hannikaisenkatu","2024","3","30","23:00","8.7","5"
"Jyväskylä Hannikaisenkatu","2024","3","31","00:00","5.8","4.2"
"Jyväskylä Hannikaisenkatu","2024","3","31","01:00","6.4","4.6"
"Jyväskylä Hannikaisenkatu","2024","3","31","02:00","7.7","5.4"
"Jyväskylä Hannikaisenkatu","2024","3","31","03:00","8.1","6.1"
"Jyväskylä Hannikaisenkatu","2024","3","31","04:00","8.3","5.9"
"Jyväskylä Hannikaisenkatu","2024","3","31","05:00","5.3","4.8"
"Jyväskylä Hannikaisenkatu","2024","3","31","06:00","4.5","4.2"
"Jyväskylä Hannikaisenkatu","2024","3","31","07:00","5","4.2"
"Jyväskylä Hannikaisenkatu","2024","3","31","08:00","7.3","4.2"
"Jyväskylä Hannikaisenkatu","2024","3","31","09:00","10.6","4"
"Jyväskylä Hannikaisenkatu","2024","3","31","10:00","13.8","4.7"
"Jyväskylä Hannikaisenkatu","2024","3","31","11:00","19.1","5"
"Jyväskylä Hannikaisenkatu","2024","3","31","12:00","18.3","5.7"
"Jyväskylä Hannikaisenkatu","2024","3","31","13:00","19.1","6"
"Jyväskylä Hannikaisenkatu","2024","3","31","14:00","19.8","6.6"
"Jyväskylä Hannikaisenkatu","2024","3","31","15:00","21.8","6.2"
"Jyväskylä Hannikaisenkatu","2024","3","31","16:00","24.2","6.8"
"Jyväskylä Hannikaisenkatu","2024","3","31","17:00","25.6","6.8"
"Jyväskylä Hannikaisenkatu","2024","3","31","18:00","15.9","6"
"Jyväskylä Hannikaisenkatu","2024","3","31","19:00","9.3","5.1"
"Jyväskylä Hannikaisenkatu","2024","3","31","20:00","9.9","5.1"
"Jyväskylä Hannikaisenkatu","2024","3","31","21:00","6.7","4.6"
"Jyväskylä Hannikaisenkatu","2024","3","31","22:00","10.2","6.3"
"Jyväskylä Hannikaisenkatu","2024","3","31","23:00","10.6","7"
"Jyväskylä Hannikaisenkatu","2024","4","1","00:00","11.3","7.3"
"Jyväskylä Hannikaisenkatu","2024","4","1","01:00","10","7.4"
"Jyväskylä Hannikaisenkatu","2024","4","1","02:00","10.6","7.2"
"Jyväskylä Hannikaisenkatu","2024","4","1","03:00","11.1","7.1"
"Jyväskylä Hannikaisenkatu","2024","4","1","04:00","9.9","7.2"
"Jyväskylä Hannikaisenkatu","2024","4","1","05:00","10.6","8.5"
"Jyväskylä Hannikaisenkatu","2024","4","1","06:00","12.3","9.5"
"Jyväskylä Hannikaisenkatu","2024","4","1","07:00","10.5","8.8"
"Jyväskylä Hannikaisenkatu","2024","4","1","08:00","11.5","9.1"
"Jyväskylä Hannikaisenkatu","2024","4","1","09:00","11.1","8.5"
"Jyväskylä Hannikaisenkatu","2024","4","1","10:00","13.4","9.1"
"Jyväskylä Hannikaisenkatu","2024","4","1","11:00","15.2","9.8"
"Jyväskylä Hannikaisenkatu","2024","4","1","12:00","18.1","10.5"
"Jyväskylä Hannikaisenkatu","2024","4","1","13:00","8.7","7.4"
"Jyväskylä Hannikaisenkatu","2024","4","1","14:00","7.7","6.2"
"Jyväskylä Hannikaisenkatu","2024","4","1","15:00","7.4","5.1"
"Jyväskylä Hannikaisenkatu","2024","4","1","16:00","4.6","3"
"Jyväskylä Hannikaisenkatu","2024","4","1","17:00","4.1","2.7"
"Jyväskylä Hannikaisenkatu","2024","4","1","18:00","4.4","3.4"
"Jyväskylä Hannikaisenkatu","2024","4","1","19:00","4.3","3.3"
"Jyväskylä Hannikaisenkatu","2024","4","1","20:00","3","2.4"
"Jyväskylä Hannikaisenkatu","2024","4","1","21:00","3","1.8"
"Jyväskylä Hannikaisenkatu","2024","4","1","22:00","1.9","1.6"
"Jyväskylä Hannikaisenkatu","2024","4","1","23:00","1.9","1.3"
"Jyväskylä Hannikaisenkatu","2024","4","2","00:00","2.1","1.6"
"Jyväskylä Hannikaisenkatu","2024","4","2","01:00","2.5","2.1"
"Jyväskylä Hannikaisenkatu","2024","4","2","02:00","2","1.5"
"Jyväskylä Hannikaisenkatu","2024","4","2","03:00","1.9","0.8"
"Jyväskylä Hannikaisenkatu","2024","4","2","04:00","4.1","1.1"
"Jyväskylä Hannikaisenkatu","2024","4","2","05:00","5.7","1.6"
"Jyväskylä Hannikaisenkatu","2024","4","2","06:00","18.8","3.4"
"Jyväskylä Hannikaisenkatu","2024","4","2","07:00","20.1","3.8"
"Jyväskylä Hannikaisenkatu","2024","4","2","08:00","25.7","4.8"
"Jyväskylä Hannikaisenkatu","2024","4","2","09:00","32.7","5.5"
"Jyväskylä Hannikaisenkatu","2024","4","2","10:00","30.8","5.6"
"Jyväskylä Hannikaisenkatu","2024","4","2","11:00","32.3","5.8"
"Jyväskylä Hannikaisenkatu","2024","4","2","12:00","37.7","6.8"
"Jyväskylä Hannikaisenkatu","2024","4","2","13:00","44.5","8.8"
"Jyväskylä Hannikaisenkatu","2024","4","2","14:00","65.8","12.5"
"Jyväskylä Hannikaisenkatu","2024","4","2","15:00","40.3","7.6"
"Jyväskylä Hannikaisenkatu","2024","4","2","16:00","42.6","6"
"Jyväskylä Hannikaisenkatu","2024","4","2","17:00","36.8","5.3"
"Jyväskylä Hannikaisenkatu","2024","4","2","18:00","27.3","4.3"
"Jyväskylä Hannikaisenkatu","2024","4","2","19:00","17.8","3.2"
"Jyväskylä Hannikaisenkatu","2024","4","2","20:00","15.4","2.7"
"Jyväskylä Hannikaisenkatu","2024","4","2","21:00","12.2","2.5"
"Jyväskylä Hannikaisenkatu","2024","4","2","22:00","25.4","3.7"
"Jyväskylä Hannikaisenkatu","2024","4","2","23:00","14.6","2.9"
"Jyväskylä Hannikaisenkatu","2024","4","3","00:00","16.1","3.1"
"Jyväskylä Hannikaisenkatu","2024","4","3","01:00","19.4","3.4"
"Jyväskylä Hannikaisenkatu","2024","4","3","02:00","12.2","2.7"
"Jyväskylä Hannikaisenkatu","2024","4","3","03:00","19.8","3.6"
"Jyväskylä Hannikaisenkatu","2024","4","3","04:00","82.6","11.4"
"Jyväskylä Hannikaisenkatu","2024","4","3","05:00","70.4","9.2"
"Jyväskylä Hannikaisenkatu","2024","4","3","06:00","89.3","10.4"
"Jyväskylä Hannikaisenkatu","2024","4","3","07:00","76","9.9"
"Jyväskylä Hannikaisenkatu","2024","4","3","08:00","55.6","7.8"
"Jyväskylä Hannikaisenkatu","2024","4","3","09:00","50.9","7.3"
"Jyväskylä Hannikaisenkatu","2024","4","3","10:00","60.4","8.5"
"Jyväskylä Hannikaisenkatu","2024","4","3","11:00","53.3","7.4"
"Jyväskylä Hannikaisenkatu","2024","4","3","12:00","55.9","8.2"
"Jyväskylä Hannikaisenkatu","2024","4","3","13:00","50.1","7.6"
"Jyväskylä Hannikaisenkatu","2024","4","3","14:00","75.3","9.8"
"Jyväskylä Hannikaisenkatu","2024","4","3","15:00","69.9","9"
"Jyväskylä Hannikaisenkatu","2024","4","3","16:00","40.2","6.1"
"Jyväskylä Hannikaisenkatu","2024","4","3","17:00","37.4","5.6"
"Jyväskylä Hannikaisenkatu","2024","4","3","18:00","29.4","4.8"
"Jyväskylä Hannikaisenkatu","2024","4","3","19:00","26.5","4.1"
"Jyväskylä Hannikaisenkatu","2024","4","3","20:00","20.7","3.5"
"Jyväskylä Hannikaisenkatu","2024","4","3","21:00","26","4.1"
"Jyväskylä Hannikaisenkatu","2024","4","3","22:00","28.5","4"
"Jyväskylä Hannikaisenkatu","2024","4","3","23:00","9.4","2"
"Jyväskylä Hannikaisenkatu","2024","4","4","00:00","6.2","1.6"
"Jyväskylä Hannikaisenkatu","2024","4","4","01:00","10","2"
