geometry,id,previousId,sendingTime,created,tasks,startTime,endTime,direction,domain,source,1000m,500m,100m,Havaintoaseman nimi
"LINESTRING Z (24.877159 60.265705999999994 0, 24.877095 60.26572500000001 0, 24.877419 60.26579499999999 0)",101907296.0,101907268.0,2024-04-16 01:14:00+00:00,2024-04-16 01:14:39+00:00,['BRUSHING'],2024-04-16 01:11:44+00:00,2024-04-16 01:12:47+00:00,0.0,state-roads,Harja/Väylävirasto,True,False,False,Vantaa Hämeenlinnanväylä
"LINESTRING Z (24.877419 60.26579499999999 0, 24.877408 60.26579799999999 0)",101907318.0,101907296.0,2024-04-16 01:15:00+00:00,2024-04-16 01:15:39+00:00,['BRUSHING'],2024-04-16 01:12:47+00:00,2024-04-16 01:13:45+00:00,0.0,state-roads,Harja/Väylävirasto,True,False,False,Vantaa Hämeenlinnanväylä
"LINESTRING Z (24.877408 60.26579799999999 0, 24.877289 60.26579499999999 0)",101907355.0,101907318.0,2024-04-16 01:16:00+00:00,2024-04-16 01:16:39+00:00,['BRUSHING'],2024-04-16 01:13:45+00:00,2024-04-16 01:15:00+00:00,226.0,state-roads,Harja/Väylävirasto,True,False,False,Vantaa Hämeenlinnanväylä
"LINESTRING Z (24.877289 60.26579499999999 0, 24.876987 60.265743999999984 0)",101907384.0,101907355.0,2024-04-16 01:17:00+00:00,2024-04-16 01:17:40+00:00,['BRUSHING'],2024-04-16 01:15:00+00:00,2024-04-16 01:16:00+00:00,186.0,state-roads,Harja/Väylävirasto,True,False,False,Vantaa Hämeenlinnanväylä
"LINESTRING Z (24.876987 60.265743999999984 0, 24.87705 60.265750999999995 0, 24.876955 60.265735 0, 24.877009000000005 60.265782999999985 0, 24.876918 60.265897 0, 24.876729 60.26594799999999 0, 24.87642 60.26574 0, 24.876435 60.26567699999998 0)",101907400.0,101907384.0,2024-04-16 01:18:00+00:00,2024-04-16 01:18:40+00:00,['BRUSHING'],2024-04-16 01:16:00+00:00,2024-04-16 01:16:57+00:00,240.0,state-roads,Harja/Väylävirasto,True,False,False,Vantaa Hämeenlinnanväylä
"LINESTRING Z (24.876435 60.26567699999998 0, 24.876481 60.265579999999986 0, 24.876301 60.265579999999986 0, 24.876429 60.265558 0, 24.876261 60.265618999999994 0)",101907414.0,101907400.0,2024-04-16 01:19:00+00:00,2024-04-16 01:19:40+00:00,['BRUSHING'],2024-04-16 01:16:57+00:00,2024-04-16 01:18:00+00:00,0.0,state-roads,Harja/Väylävirasto,True,False,False,Vantaa Hämeenlinnanväylä
"LINESTRING Z (24.876261 60.265618999999994 0, 24.876308 60.265597 0)",101907440.0,101907414.0,2024-04-16 01:20:00+00:00,2024-04-16 01:20:40+00:00,['BRUSHING'],2024-04-16 01:18:00+00:00,2024-04-16 01:19:57+00:00,0.0,state-roads,Harja/Väylävirasto,True,False,False,Vantaa Hämeenlinnanväylä
"LINESTRING Z (24.876308 60.265597 0, 24.876349 60.265516 0, 24.876199 60.265515999999984 0)",101907485.0,101907440.0,2024-04-16 01:22:00+00:00,2024-04-16 01:22:40+00:00,['BRUSHING'],2024-04-16 01:19:57+00:00,2024-04-16 01:20:21+00:00,259.0,state-roads,Harja/Väylävirasto,True,False,False,Vantaa Hämeenlinnanväylä
POINT Z (24.876199 60.265515999999984 0),101907495.0,101907485.0,2024-04-16 01:23:00+00:00,2024-04-16 01:23:40+00:00,['BRUSHING'],2024-04-16 01:20:21+00:00,2024-04-16 01:20:21+00:00,259.0,state-roads,Harja/Väylävirasto,True,False,False,Vantaa Hämeenlinnanväylä
"LINESTRING Z (24.867402 60.279212999999984 0, 24.867995 60.277770000000004 0, 24.868208 60.277698 0, 24.871803 60.27822999999998 0, 24.872135 60.27822 0, 24.872413 60.27810199999998 0)",101907970.0,101907945.0,2024-04-16 01:45:00+00:00,2024-04-16 01:45:45+00:00,['BRUSHING'],2024-04-16 01:42:58+00:00,2024-04-16 01:44:00+00:00,116.0,state-roads,Harja/Väylävirasto,True,False,False,Vantaa Hämeenlinnanväylä
"LINESTRING Z (24.872413 60.27810199999998 0, 24.872563 60.277922999999994 0, 24.872243 60.276976999999995 0, 24.871653 60.27612199999999 0, 24.871655 60.275262 0, 24.872022 60.274652 0, 24.873493 60.273793000000005 0, 24.87763 60.272636999999996 0)",101908006.0,101907970.0,2024-04-16 01:46:00+00:00,2024-04-16 01:46:45+00:00,['BRUSHING'],2024-04-16 01:44:00+00:00,2024-04-16 01:44:52+00:00,169.0,state-roads,Harja/Väylävirasto,True,True,False,Vantaa Hämeenlinnanväylä
"LINESTRING Z (24.87763 60.272636999999996 0, 24.877988000000002 60.272394999999996 0, 24.878408 60.271906999999985 0, 24.879332 60.268510000000006 0, 24.879827000000002 60.26767999999999 0)",101908016.0,101908006.0,2024-04-16 01:47:00+00:00,2024-04-16 01:47:45+00:00,['BRUSHING'],2024-04-16 01:44:52+00:00,2024-04-16 01:45:57+00:00,248.0,state-roads,Harja/Väylävirasto,True,True,False,Vantaa Hämeenlinnanväylä
"LINESTRING Z (24.879827000000002 60.26767999999999 0, 24.87979 60.26754199999999 0, 24.879562 60.26746699999999 0, 24.878715 60.26737699999999 0, 24.878508000000004 60.26729 0, 24.878442000000003 60.267152 0, 24.878483 60.266317999999984 0, 24.87871 60.26601699999999 0, 24.878373 60.26590499999998 0)",101908040.0,101908016.0,2024-04-16 01:48:00+00:00,2024-04-16 01:48:45+00:00,['BRUSHING'],2024-04-16 01:45:57+00:00,2024-04-16 01:46:27+00:00,266.0,state-roads,Harja/Väylävirasto,True,False,False,Vantaa Hämeenlinnanväylä
"LINESTRING Z (24.878373 60.26590499999998 0, 24.878093 60.265905 0)",101908050.0,101908040.0,2024-04-16 01:49:00+00:00,2024-04-16 01:49:45+00:00,['BRUSHING'],2024-04-16 01:46:27+00:00,2024-04-16 01:47:11+00:00,126.0,state-roads,Harja/Väylävirasto,True,False,False,Vantaa Hämeenlinnanväylä
"LINESTRING Z (24.878093 60.265905 0, 24.878093 60.265879999999996 0)",101908069.0,101908050.0,2024-04-16 01:50:00+00:00,2024-04-16 01:50:45+00:00,['BRUSHING'],2024-04-16 01:47:11+00:00,2024-04-16 01:47:11+00:00,126.0,state-roads,Harja/Väylävirasto,True,False,False,Vantaa Hämeenlinnanväylä
"LINESTRING Z (24.878085 60.266032 0, 24.878203 60.26589699999999 0)",101908158.0,,2024-04-16 01:54:00+00:00,2024-04-16 01:54:46+00:00,['BRUSHING'],2024-04-16 01:51:11+00:00,2024-04-16 01:51:11+00:00,0.0,state-roads,Harja/Väylävirasto,True,False,False,Vantaa Hämeenlinnanväylä
"LINESTRING Z (24.877558 60.26606499999999 0, 24.877797 60.26583 0, 24.878192 60.265938 0, 24.878062 60.26589500000001 0)",102016585.0,,2024-04-16 15:50:00+00:00,2024-04-16 15:51:01+00:00,['BRUSHING'],2024-04-16 15:47:30+00:00,2024-04-16 15:48:54+00:00,1.0,state-roads,Harja/Väylävirasto,True,False,False,Vantaa Hämeenlinnanväylä
"LINESTRING Z (24.878062 60.26589500000001 0, 24.877997 60.265852 0, 24.878077 60.26553799999999 0, 24.878012 60.26544 0, 24.877175 60.265388 0, 24.877032 60.26543 0, 24.876998 60.265935 0)",102016663.0,102016585.0,2024-04-16 15:51:00+00:00,2024-04-16 15:51:02+00:00,['BRUSHING'],2024-04-16 15:48:54+00:00,2024-04-16 15:49:53+00:00,31.0,state-roads,Harja/Väylävirasto,True,False,False,Vantaa Hämeenlinnanväylä
"LINESTRING Z (24.876998 60.265935 0, 24.877108 60.26665000000001 0, 24.877673 60.26713999999999 0)",102016731.0,102016663.0,2024-04-16 15:52:00+00:00,2024-04-16 15:52:02+00:00,['BRUSHING'],2024-04-16 15:49:53+00:00,2024-04-16 15:50:55+00:00,209.0,state-roads,Harja/Väylävirasto,True,False,False,Vantaa Hämeenlinnanväylä
"LINESTRING Z (24.877673 60.26713999999999 0, 24.877897 60.267232000000014 0, 24.879465 60.267439999999986 0, 24.879893000000003 60.26748199999997 0, 24.880107 60.267427 0, 24.882178 60.26568800000001 0, 24.882212000000003 60.26545500000001 0, 24.88203 60.26523499999999 0, 24.88062 60.264373000000006 0)",102016813.0,102016731.0,2024-04-16 15:53:00+00:00,2024-04-16 15:53:03+00:00,['BRUSHING'],2024-04-16 15:50:55+00:00,2024-04-16 15:51:54+00:00,356.0,state-roads,Harja/Väylävirasto,True,False,False,Vantaa Hämeenlinnanväylä
"LINESTRING Z (24.88062 60.264373000000006 0, 24.878967 60.26350200000001 0, 24.878597000000003 60.26341199999999 0, 24.87825 60.26347999999999 0, 24.877770000000005 60.26381000000001 0, 24.877275 60.26394500000001 0, 24.876052 60.264022999999995 0, 24.875603000000005 60.264198 0, 24.875105000000005 60.26601699999999 0, 24.875020000000003 60.26807300000001 0)",102016880.0,102016813.0,2024-04-16 15:54:00+00:00,2024-04-16 15:54:03+00:00,['BRUSHING'],2024-04-16 15:51:54+00:00,2024-04-16 15:53:00+00:00,342.0,state-roads,Harja/Väylävirasto,True,True,False,Vantaa Hämeenlinnanväylä
"LINESTRING Z (24.875020000000003 60.26807300000001 0, 24.874927000000003 60.27023499999998 0, 24.874152 60.272287 0, 24.872027 60.27416999999999 0, 24.870245000000004 60.27618299999999 0, 24.867768 60.27997500000001 0)",102016975.0,102016880.0,2024-04-16 15:55:00+00:00,2024-04-16 15:55:04+00:00,['BRUSHING'],2024-04-16 15:53:00+00:00,2024-04-16 15:53:55+00:00,342.0,state-roads,Harja/Väylävirasto,True,True,False,Vantaa Hämeenlinnanväylä
"LINESTRING Z (24.861987 60.287887999999995 0, 24.864982 60.28378800000001 0, 24.867285 60.27998699999999 0, 24.867633000000005 60.278622 0)",102025844.0,102025802.0,2024-04-16 18:07:00+00:00,2024-04-16 18:07:17+00:00,['BRUSHING'],2024-04-16 18:04:52+00:00,2024-04-16 18:05:59+00:00,120.0,state-roads,Harja/Väylävirasto,True,False,False,Vantaa Hämeenlinnanväylä
"LINESTRING Z (24.867592 60.278773000000015 0, 24.868022 60.277865 0, 24.868215 60.277697 0, 24.86978 60.27785500000001 0, 24.871888 60.278258 0, 24.872243 60.278207 0, 24.872465000000002 60.27805199999999 0)",102025922.0,102025874.0,2024-04-16 18:08:00+00:00,2024-04-16 18:08:17+00:00,['BRUSHING'],2024-04-16 18:05:58+00:00,2024-04-16 18:06:56+00:00,116.0,state-roads,Harja/Väylävirasto,True,False,False,Vantaa Hämeenlinnanväylä
"LINESTRING Z (24.867633000000005 60.278622 0, 24.867928 60.27796299999999 0, 24.868072 60.277748 0, 24.868215 60.27771700000001 0, 24.869358 60.277985 0, 24.871468000000004 60.27825700000001 0, 24.872245 60.278178 0, 24.872523 60.278042 0)",102025931.0,102025844.0,2024-04-16 18:08:00+00:00,2024-04-16 18:08:17+00:00,['BRUSHING'],2024-04-16 18:05:59+00:00,2024-04-16 18:06:59+00:00,118.0,state-roads,Harja/Väylävirasto,True,False,False,Vantaa Hämeenlinnanväylä
"LINESTRING Z (24.872465000000002 60.27805199999999 0, 24.872602 60.27785800000001 0, 24.872507 60.277352 0, 24.871667 60.27599 0, 24.87159 60.275608000000005 0, 24.871727000000003 60.27505699999999 0, 24.871952 60.27472999999999 0, 24.872803 60.274072 0, 24.87348 60.273777 0, 24.876795000000005 60.272957000000005 0)",102025977.0,102025922.0,2024-04-16 18:09:00+00:00,2024-04-16 18:09:18+00:00,['BRUSHING'],2024-04-16 18:06:56+00:00,2024-04-16 18:07:58+00:00,193.0,state-roads,Harja/Väylävirasto,True,True,False,Vantaa Hämeenlinnanväylä
"LINESTRING Z (24.872523 60.278042 0, 24.872663000000003 60.27781799999999 0, 24.871688 60.276101999999995 0, 24.871647 60.275669999999984 0, 24.871767 60.27497299999999 0, 24.872225000000004 60.274454999999996 0, 24.87319 60.27395800000001 0, 24.875245 60.273321999999986 0, 24.876348 60.27306999999999 0, 24.877770000000005 60.27257299999999 0)",102025991.0,102025931.0,2024-04-16 18:09:00+00:00,2024-04-16 18:09:18+00:00,['BRUSHING'],2024-04-16 18:06:59+00:00,2024-04-16 18:08:00+00:00,232.0,state-roads,Harja/Väylävirasto,True,True,False,Vantaa Hämeenlinnanväylä
"LINESTRING Z (24.876795000000005 60.272957000000005 0, 24.8777 60.272617 0, 24.878102 60.272335 0, 24.878335000000003 60.271986999999996 0, 24.878535 60.27153800000001 0, 24.879147000000003 60.26921499999999 0, 24.879535 60.268085 0, 24.879847 60.26766799999999 0, 24.879843 60.26755 0, 24.879735 60.267477 0)",102026047.0,102025977.0,2024-04-16 18:10:00+00:00,2024-04-16 18:10:18+00:00,['BRUSHING'],2024-04-16 18:07:58+00:00,2024-04-16 18:08:55+00:00,236.0,state-roads,Harja/Väylävirasto,True,True,False,Vantaa Hämeenlinnanväylä
"LINESTRING Z (24.877770000000005 60.27257299999999 0, 24.878193 60.27232299999999 0, 24.87844 60.27201199999998 0, 24.879327 60.268649999999994 0, 24.879865 60.26766699999999 0, 24.879868 60.267542000000006 0, 24.879498 60.267471999999984 0)",102026055.0,102025991.0,2024-04-16 18:10:00+00:00,2024-04-16 18:10:18+00:00,['BRUSHING'],2024-04-16 18:08:00+00:00,2024-04-16 18:08:49+00:00,228.0,state-roads,Harja/Väylävirasto,True,True,False,Vantaa Hämeenlinnanväylä
"LINESTRING Z (24.879498 60.267471999999984 0, 24.878583 60.26733000000001 0, 24.878482 60.267257 0, 24.87844 60.26647200000001 0, 24.878645 60.266052999999985 0, 24.878487 60.26595499999999 0, 24.878217 60.265945 0)",102026078.0,102026055.0,2024-04-16 18:11:00+00:00,2024-04-16 18:11:18+00:00,['BRUSHING'],2024-04-16 18:08:49+00:00,2024-04-16 18:09:52+00:00,252.0,state-roads,Harja/Väylävirasto,True,False,False,Vantaa Hämeenlinnanväylä
"LINESTRING Z (24.879735 60.267477 0, 24.878563 60.267303 0, 24.878487 60.26722699999999 0, 24.878488 60.266518000000005 0, 24.878715 60.26612299999999 0, 24.878695 60.26601800000001 0, 24.878103 60.26588299999998 0)",102026095.0,102026047.0,2024-04-16 18:11:00+00:00,2024-04-16 18:11:19+00:00,['BRUSHING'],2024-04-16 18:08:55+00:00,2024-04-16 18:09:52+00:00,255.0,state-roads,Harja/Väylävirasto,True,False,False,Vantaa Hämeenlinnanväylä
"LINESTRING Z (24.878103 60.26588299999998 0, 24.877847 60.26575299999999 0)",102026146.0,102026095.0,2024-04-16 18:12:00+00:00,2024-04-16 18:12:19+00:00,['BRUSHING'],2024-04-16 18:09:52+00:00,2024-04-16 18:10:55+00:00,219.0,state-roads,Harja/Väylävirasto,True,False,False,Vantaa Hämeenlinnanväylä
POINT Z (24.878217 60.265945 0),102026147.0,102026078.0,2024-04-16 18:12:00+00:00,2024-04-16 18:12:19+00:00,['BRUSHING'],2024-04-16 18:09:52+00:00,2024-04-16 18:10:43+00:00,213.0,state-roads,Harja/Väylävirasto,True,False,False,Vantaa Hämeenlinnanväylä
"LINESTRING Z (24.878217 60.265945 0, 24.877818 60.26579799999999 0)",102026185.0,102026147.0,2024-04-16 18:13:00+00:00,2024-04-16 18:13:19+00:00,['BRUSHING'],2024-04-16 18:10:43+00:00,2024-04-16 18:11:52+00:00,250.0,state-roads,Harja/Väylävirasto,True,False,False,Vantaa Hämeenlinnanväylä
"LINESTRING Z (24.877847 60.26575299999999 0, 24.877847 60.265737999999985 0)",102026207.0,102026146.0,2024-04-16 18:13:00+00:00,2024-04-16 18:13:20+00:00,['BRUSHING'],2024-04-16 18:10:55+00:00,2024-04-16 18:11:57+00:00,60.0,state-roads,Harja/Väylävirasto,True,False,False,Vantaa Hämeenlinnanväylä
"LINESTRING Z (24.877818 60.26579799999999 0, 24.87748 60.265797 0, 24.877690000000005 60.265754999999984 0)",102026262.0,102026185.0,2024-04-16 18:14:00+00:00,2024-04-16 18:14:20+00:00,['BRUSHING'],2024-04-16 18:11:52+00:00,2024-04-16 18:12:52+00:00,250.0,state-roads,Harja/Väylävirasto,True,False,False,Vantaa Hämeenlinnanväylä
"LINESTRING Z (24.877847 60.265737999999985 0, 24.877783 60.265755 0, 24.877837000000003 60.26583 0)",102026278.0,102026207.0,2024-04-16 18:14:00+00:00,2024-04-16 18:14:20+00:00,['BRUSHING'],2024-04-16 18:11:57+00:00,2024-04-16 18:13:00+00:00,359.0,state-roads,Harja/Väylävirasto,True,False,False,Vantaa Hämeenlinnanväylä
"LINESTRING Z (24.877690000000005 60.265754999999984 0, 24.877705 60.265699999999995 0)",102026319.0,102026262.0,2024-04-16 18:15:00+00:00,2024-04-16 18:15:20+00:00,['BRUSHING'],2024-04-16 18:12:52+00:00,2024-04-16 18:13:56+00:00,223.0,state-roads,Harja/Väylävirasto,True,False,False,Vantaa Hämeenlinnanväylä
"LINESTRING Z (24.877837000000003 60.26583 0, 24.877713 60.265744999999995 0)",102026344.0,102026278.0,2024-04-16 18:15:00+00:00,2024-04-16 18:15:21+00:00,['BRUSHING'],2024-04-16 18:13:00+00:00,2024-04-16 18:13:42+00:00,286.0,state-roads,Harja/Väylävirasto,True,False,False,Vantaa Hämeenlinnanväylä
POINT Z (24.877713 60.265744999999995 0),102026355.0,102026344.0,2024-04-16 18:16:00+00:00,2024-04-16 18:16:21+00:00,['BRUSHING'],2024-04-16 18:13:42+00:00,2024-04-16 18:14:45+00:00,206.0,state-roads,Harja/Väylävirasto,True,False,False,Vantaa Hämeenlinnanväylä
"LINESTRING Z (24.877705 60.265699999999995 0, 24.877768 60.265727000000005 0, 24.877620000000004 60.265623 0)",102026382.0,102026319.0,2024-04-16 18:16:00+00:00,2024-04-16 18:16:21+00:00,['BRUSHING'],2024-04-16 18:13:56+00:00,2024-04-16 18:14:59+00:00,230.0,state-roads,Harja/Väylävirasto,True,False,False,Vantaa Hämeenlinnanväylä
POINT Z (24.877713 60.265744999999995 0),102026411.0,102026355.0,2024-04-16 18:17:00+00:00,2024-04-16 18:17:21+00:00,['BRUSHING'],2024-04-16 18:14:45+00:00,2024-04-16 18:15:48+00:00,50.0,state-roads,Harja/Väylävirasto,True,False,False,Vantaa Hämeenlinnanväylä
"LINESTRING Z (24.877620000000004 60.265623 0, 24.877438 60.265644999999985 0, 24.87743 60.26558299999999 0)",102026443.0,102026382.0,2024-04-16 18:17:00+00:00,2024-04-16 18:17:21+00:00,['BRUSHING'],2024-04-16 18:14:59+00:00,2024-04-16 18:15:46+00:00,170.0,state-roads,Harja/Väylävirasto,True,False,False,Vantaa Hämeenlinnanväylä
"LINESTRING Z (24.87743 60.26558299999999 0, 24.877552 60.26566699999999 0, 24.877532 60.26580800000001 0)",102026463.0,102026443.0,2024-04-16 18:18:00+00:00,2024-04-16 18:18:22+00:00,['BRUSHING'],2024-04-16 18:15:46+00:00,2024-04-16 18:16:40+00:00,139.0,state-roads,Harja/Väylävirasto,True,False,False,Vantaa Hämeenlinnanväylä
"LINESTRING Z (24.877713 60.265744999999995 0, 24.877578 60.26566699999999 0, 24.877725 60.26571 0)",102026465.0,102026411.0,2024-04-16 18:18:00+00:00,2024-04-16 18:18:22+00:00,['BRUSHING'],2024-04-16 18:15:48+00:00,2024-04-16 18:16:30+00:00,78.0,state-roads,Harja/Väylävirasto,True,False,False,Vantaa Hämeenlinnanväylä
"LINESTRING Z (24.877725 60.26571 0, 24.877545 60.26572199999998 0)",102026502.0,102026465.0,2024-04-16 18:19:00+00:00,2024-04-16 18:19:22+00:00,['BRUSHING'],2024-04-16 18:16:30+00:00,2024-04-16 18:17:54+00:00,80.0,state-roads,Harja/Väylävirasto,True,False,False,Vantaa Hämeenlinnanväylä
"LINESTRING Z (24.877532 60.26580800000001 0, 24.877683000000005 60.26569 0, 24.877497 60.26574699999999 0)",102026508.0,102026463.0,2024-04-16 18:19:00+00:00,2024-04-16 18:19:22+00:00,['BRUSHING'],2024-04-16 18:16:40+00:00,2024-04-16 18:17:55+00:00,304.0,state-roads,Harja/Väylävirasto,True,False,False,Vantaa Hämeenlinnanväylä
"LINESTRING Z (24.877545 60.26572199999998 0, 24.877502000000003 60.26584299999998 0, 24.877705 60.265868000000005 0, 24.877648 60.26582199999997 0)",102026574.0,102026502.0,2024-04-16 18:20:00+00:00,2024-04-16 18:20:22+00:00,['BRUSHING'],2024-04-16 18:17:54+00:00,2024-04-16 18:18:57+00:00,20.0,state-roads,Harja/Väylävirasto,True,False,False,Vantaa Hämeenlinnanväylä
"LINESTRING Z (24.877497 60.26574699999999 0, 24.877498 60.26573700000001 0)",102026581.0,102026508.0,2024-04-16 18:20:00+00:00,2024-04-16 18:20:22+00:00,['BRUSHING'],2024-04-16 18:17:55+00:00,2024-04-16 18:18:58+00:00,34.0,state-roads,Harja/Väylävirasto,True,False,False,Vantaa Hämeenlinnanväylä
"LINESTRING Z (24.877648 60.26582199999997 0, 24.877523000000004 60.265792999999974 0, 24.877652 60.26576300000001 0)",102026634.0,102026574.0,2024-04-16 18:21:00+00:00,2024-04-16 18:21:23+00:00,['BRUSHING'],2024-04-16 18:18:57+00:00,2024-04-16 18:19:50+00:00,8.0,state-roads,Harja/Väylävirasto,True,False,False,Vantaa Hämeenlinnanväylä
"LINESTRING Z (24.877498 60.26573700000001 0, 24.87758 60.265827 0)",102026638.0,102026581.0,2024-04-16 18:21:00+00:00,2024-04-16 18:21:23+00:00,['BRUSHING'],2024-04-16 18:18:58+00:00,2024-04-16 18:19:40+00:00,34.0,state-roads,Harja/Väylävirasto,True,False,False,Vantaa Hämeenlinnanväylä
"LINESTRING Z (24.87758 60.265827 0, 24.877662000000004 60.26574199999999 0)",102026659.0,102026638.0,2024-04-16 18:22:00+00:00,2024-04-16 18:22:23+00:00,['BRUSHING'],2024-04-16 18:19:40+00:00,2024-04-16 18:20:52+00:00,69.0,state-roads,Harja/Väylävirasto,True,False,False,Vantaa Hämeenlinnanväylä
"LINESTRING Z (24.877652 60.26576300000001 0, 24.877518 60.265857 0, 24.877607 60.265842 0)",102026669.0,102026634.0,2024-04-16 18:22:00+00:00,2024-04-16 18:22:23+00:00,['BRUSHING'],2024-04-16 18:19:50+00:00,2024-04-16 18:20:48+00:00,98.0,state-roads,Harja/Väylävirasto,True,False,False,Vantaa Hämeenlinnanväylä
"LINESTRING Z (24.877607 60.265842 0, 24.878203 60.26598800000001 0, 24.878032 60.266138 0)",102026724.0,102026669.0,2024-04-16 18:23:00+00:00,2024-04-16 18:23:24+00:00,['BRUSHING'],2024-04-16 18:20:48+00:00,2024-04-16 18:22:40+00:00,279.0,state-roads,Harja/Väylävirasto,True,False,False,Vantaa Hämeenlinnanväylä
"LINESTRING Z (24.877662000000004 60.26574199999999 0, 24.87793 60.26576000000001 0)",102026736.0,102026659.0,2024-04-16 18:23:00+00:00,2024-04-16 18:23:24+00:00,['BRUSHING'],2024-04-16 18:20:52+00:00,2024-04-16 18:21:46+00:00,79.0,state-roads,Harja/Väylävirasto,True,False,False,Vantaa Hämeenlinnanväylä
"LINESTRING Z (24.87793 60.26576000000001 0, 24.878108 60.265786999999996 0, 24.87771 60.265755 0)",102026776.0,102026736.0,2024-04-16 18:24:00+00:00,2024-04-16 18:24:24+00:00,['BRUSHING'],2024-04-16 18:21:46+00:00,2024-04-16 18:22:49+00:00,262.0,state-roads,Harja/Väylävirasto,True,False,False,Vantaa Hämeenlinnanväylä
"LINESTRING Z (24.878032 60.266138 0, 24.8778 60.26579799999999 0, 24.877573 60.26581 0)",102026824.0,102026724.0,2024-04-16 18:25:00+00:00,2024-04-16 18:25:24+00:00,['BRUSHING'],2024-04-16 18:22:40+00:00,2024-04-16 18:23:43+00:00,276.0,state-roads,Harja/Väylävirasto,True,False,False,Vantaa Hämeenlinnanväylä
"LINESTRING Z (24.87771 60.265755 0, 24.877623 60.26575299999999 0)",102026836.0,102026776.0,2024-04-16 18:25:00+00:00,2024-04-16 18:25:25+00:00,['BRUSHING'],2024-04-16 18:22:49+00:00,2024-04-16 18:23:52+00:00,316.0,state-roads,Harja/Väylävirasto,True,False,False,Vantaa Hämeenlinnanväylä
"LINESTRING Z (24.877573 60.26581 0, 24.877715 60.26583299999999 0)",102026892.0,102026824.0,2024-04-16 18:26:00+00:00,2024-04-16 18:26:25+00:00,['BRUSHING'],2024-04-16 18:23:43+00:00,2024-04-16 18:24:46+00:00,23.0,state-roads,Harja/Väylävirasto,True,False,False,Vantaa Hämeenlinnanväylä
POINT Z (24.877623 60.26575299999999 0),102026902.0,102026836.0,2024-04-16 18:26:00+00:00,2024-04-16 18:26:25+00:00,['BRUSHING'],2024-04-16 18:23:52+00:00,2024-04-16 18:24:58+00:00,165.0,state-roads,Harja/Väylävirasto,True,False,False,Vantaa Hämeenlinnanväylä
"LINESTRING Z (24.877715 60.26583299999999 0, 24.877557 60.26580999999999 0, 24.877645 60.265834999999996 0, 24.877658 60.265775000000005 0)",102026945.0,102026892.0,2024-04-16 18:27:00+00:00,2024-04-16 18:27:26+00:00,['BRUSHING'],2024-04-16 18:24:46+00:00,2024-04-16 18:25:49+00:00,358.0,state-roads,Harja/Väylävirasto,True,False,False,Vantaa Hämeenlinnanväylä
"LINESTRING Z (24.877623 60.26575299999999 0, 24.877543 60.265647999999985 0, 24.877613 60.26562199999999 0)",102026974.0,102026902.0,2024-04-16 18:27:00+00:00,2024-04-16 18:27:26+00:00,['BRUSHING'],2024-04-16 18:24:58+00:00,2024-04-16 18:25:59+00:00,52.0,state-roads,Harja/Väylävirasto,True,False,False,Vantaa Hämeenlinnanväylä
"LINESTRING Z (24.877658 60.265775000000005 0, 24.877535 60.26571999999999 0, 24.877558 60.265802999999984 0, 24.877628 60.26576300000001 0)",102027003.0,102026945.0,2024-04-16 18:28:00+00:00,2024-04-16 18:28:26+00:00,['BRUSHING'],2024-04-16 18:25:49+00:00,2024-04-16 18:26:10+00:00,358.0,state-roads,Harja/Väylävirasto,True,False,False,Vantaa Hämeenlinnanväylä
"LINESTRING Z (24.877613 60.26562199999999 0, 24.877498 60.26572199999998 0, 24.87804 60.26581999999999 0)",102027034.0,102026974.0,2024-04-16 18:28:00+00:00,2024-04-16 18:28:26+00:00,['BRUSHING'],2024-04-16 18:25:59+00:00,2024-04-16 18:26:40+00:00,347.0,state-roads,Harja/Väylävirasto,True,False,False,Vantaa Hämeenlinnanväylä
"LINESTRING Z (24.877628 60.26576300000001 0, 24.877517 60.26575299999998 0)",102027049.0,102027003.0,2024-04-16 18:29:00+00:00,2024-04-16 18:29:26+00:00,['BRUSHING'],2024-04-16 18:26:10+00:00,2024-04-16 18:27:58+00:00,0.0,state-roads,Harja/Väylävirasto,True,False,False,Vantaa Hämeenlinnanväylä
"LINESTRING Z (24.87804 60.26581999999999 0, 24.877727000000004 60.265747999999995 0)",102027054.0,102027034.0,2024-04-16 18:29:00+00:00,2024-04-16 18:29:26+00:00,['BRUSHING'],2024-04-16 18:26:40+00:00,2024-04-16 18:27:43+00:00,209.0,state-roads,Harja/Väylävirasto,True,False,False,Vantaa Hämeenlinnanväylä
"LINESTRING Z (24.877727000000004 60.265747999999995 0, 24.877573 60.265692999999985 0, 24.87768 60.265775000000005 0)",102027109.0,102027054.0,2024-04-16 18:30:00+00:00,2024-04-16 18:30:27+00:00,['BRUSHING'],2024-04-16 18:27:43+00:00,2024-04-16 18:28:49+00:00,353.0,state-roads,Harja/Väylävirasto,True,False,False,Vantaa Hämeenlinnanväylä
"LINESTRING Z (24.877517 60.26575299999998 0, 24.8776 60.265913000000005 0)",102027143.0,102027049.0,2024-04-16 18:30:00+00:00,2024-04-16 18:30:27+00:00,['BRUSHING'],2024-04-16 18:27:58+00:00,2024-04-16 18:28:51+00:00,127.0,state-roads,Harja/Väylävirasto,True,False,False,Vantaa Hämeenlinnanväylä
