Päivämäärä,Mittausverkko,Mittauspaikka,Komponentti,Pitoisuus
31.01.2019,Kuopion verkko,Kuopio Savilahti KYS,PM10 24h,78
28.01.2019,Kuopion verkko,Kuopio Savilahti KYS,PM10 24h,56
25.01.2019,Kuopion verkko,Kuopio Savilahti KYS,PM10 24h,54
22.01.2019,Helsingin seudun verkko (HSY),Vantaa Tikkurila Neilikkatie,PM2.5 24h,28
22.01.2019,Helsingin seudun verkko (HSY),Vantaa Tikkurila Talvikkitie,PM2.5 24h,32
19.01.2019,Kuopion verkko,Kuopio Savilahti KYS,PM10 24h,84
06.01.2019,Kokkolan verkko,Kokkola keskusta Pitkänsillankatu,PM10 24h,58
11.12.2020,Kuopion verkko,Kuopio Savilahti KYS,PM10 24h,72
11.12.2020,Kuopion verkko,Kuopio Tasavallankatu,PM10 24h,72
11.12.2020,Kuopion verkko,Siilinjärvi Vuorelantie,PM10 24h,63
10.12.2020,Ilmatieteen laitoksen verkko,Virolahti Koivuniemi Ääpälä,PM10 24h,53
10.12.2020,Helsingin seudun verkko (HSY),Espoo Leppävaara Läkkisepänkuja,PM10 24h,58
10.12.2020,Kuopion verkko,Kuopio Maaherrankatu,PM10 24h,51
10.12.2020,Kuopion verkko,Kuopio Savilahti KYS,PM10 24h,65
10.12.2020,Kuopion verkko,Kuopio Tasavallankatu,PM10 24h,80
10.12.2020,Pietarsaaren seudun verkko,Pietarsaari Bottenviksvägen,PM10 24h,72
09.12.2020,Pietarsaaren seudun verkko,Pietarsaari Bottenviksvägen,PM10 24h,72
09.12.2020,Uudenmaan verkko,Porvoo Mannerheiminkatu,PM10 24h,53
08.12.2020,Etelä-Karjalan verkko,Lappeenranta Lauritsala,PM10 24h,56
08.12.2020,Pietarsaaren seudun verkko,Pietarsaari Bottenviksvägen,PM10 24h,89
07.12.2020,Etelä-Karjalan verkko,Lappeenranta Lauritsala,PM10 24h,54
30.11.2020,Turun seudun verkko,Naantali keskusta Asematori,PM10 24h,55
10.11.2020,Helsingin seudun verkko (HSY),Helsinki Mäkelänkatu,PM10 24h,66
10.11.2020,Oulun verkko,Oulu Pyykösjärvi,PM10 24h,68
10.11.2020,Pietarsaaren seudun verkko,Pietarsaari Bottenviksvägen,PM10 24h,93
10.11.2020,Tornion verkko,Tornio Keskusta,PM10 24h,94
10.11.2020,Tornion verkko,Tornio Näätsaari,PM10 24h,57
02.10.2020,Helsingin seudun verkko (HSY),Helsinki Mannerheimintie,PM10 24h,54
02.10.2020,Turun seudun verkko,Naantali keskusta Asematori,PM10 24h,60
02.10.2020,Turun seudun verkko,Parainen,PM10 24h,59
02.10.2020,Turun seudun verkko,Raisio Ihala,PM10 24h,57
02.10.2020,Rauman verkko,Rauma Tarvonsaari Hallikatu,PM10 24h,52
28.09.2020,Helsingin seudun verkko (HSY),Espoo Leppävaara Läkkisepänkuja,PM10 24h,51
28.09.2020,Helsingin seudun verkko (HSY),Helsinki Mannerheimintie,PM10 24h,56
28.09.2020,Kotkan verkko,Kotka Rauhala,PM10 24h,52
24.09.2020,Ilmatieteen laitoksen verkko,Parainen Utö,PM2.5 24h,28
24.09.2020,Tampereen verkko,Tampere Epila 2,PM2.5 24h,26
08.08.2020,Kotkan verkko,Kotka Rauhala,PM10 24h,66
07.08.2020,Kotkan verkko,Kotka Rauhala,PM10 24h,59
19.07.2020,Lahden verkko,Lahti Laune Pohjoinen Liipolankatu,PM10 24h,51
22.04.2020,Tornion verkko,Tornio Keskusta,PM10 24h,74
21.04.2020,Tornion verkko,Tornio Keskusta,PM10 24h,56
15.04.2020,Kuopion verkko,Kuopio Tasavallankatu,PM10 24h,54
08.04.2020,Raahen verkko,Raahe keskusta,PM10 24h,56
31.03.2020,Helsingin seudun verkko (HSY),Helsinki Mäkelänkatu,PM10 24h,53
31.03.2020,Jyväskylän verkko,Jyväskylä Palokka 2,PM10 24h,54
31.03.2020,Kuopion verkko,Kuopio Maaherrankatu,PM10 24h,84
31.03.2020,Helsingin seudun verkko (HSY),Vantaa Kehä III Varisto,PM10 24h,69
30.03.2020,Lahden verkko,Lahti Laune Pohjoinen Liipolankatu,PM10 24h,64
30.03.2020,Tornion verkko,Tornio Keskusta,PM10 24h,60
30.03.2020,Helsingin seudun verkko (HSY),Vantaa Kehä III Varisto,PM10 24h,69
30.03.2020,Varkauden verkko,Varkaus Psaari 2,PM10 24h,55
29.03.2020,Tornion verkko,Tornio Keskusta,PM10 24h,55
28.03.2020,Lahden verkko,Hollola Kansankatu siirrettävä,PM10 24h,51
27.03.2020,Helsingin seudun verkko (HSY),Espoo Leppävaara Läkkisepänkuja,PM10 24h,60
27.03.2020,Kuopion verkko,Kuopio Tasavallankatu,PM10 24h,67
27.03.2020,Helsingin seudun verkko (HSY),Vantaa Kehä III Varisto,PM10 24h,53
26.03.2020,Turun seudun verkko,Parainen,PM10 24h,58
26.03.2020,Helsingin seudun verkko (HSY),Vantaa Kehä III Varisto,PM10 24h,54
25.03.2020,Harjavallan verkko,Harjavalta Kaleva,PM10 24h,57
25.03.2020,Lahden verkko,Hollola Kansankatu siirrettävä,PM10 24h,52
25.03.2020,Etelä-Karjalan verkko,Imatra Teppanala,PM10 24h,52
25.03.2020,Jyväskylän verkko,Jyväskylä Hannikaisenkatu,PM10 24h,55
25.03.2020,Kuopion verkko,Kuopio Maaherrankatu,PM10 24h,60
25.03.2020,Turun seudun verkko,Parainen,PM10 24h,66
25.03.2020,Varkauden verkko,Varkaus Psaari 2,PM10 24h,67
24.03.2020,Kuopion verkko,Kuopio Maaherrankatu,PM10 24h,51
24.03.2020,Pietarsaaren seudun verkko,Pietarsaari Bottenviksvägen,PM10 24h,56
24.03.2020,Raahen verkko,Raahe keskusta,PM10 24h,54
23.03.2020,Helsingin seudun verkko (HSY),Espoo Leppävaara Läkkisepänkuja,PM10 24h,51
23.03.2020,Kuopion verkko,Kuopio Maaherrankatu,PM10 24h,67
23.03.2020,Pietarsaaren seudun verkko,Pietarsaari Bottenviksvägen,PM10 24h,57
21.03.2020,Helsingin seudun verkko (HSY),Espoo Leppävaara Läkkisepänkuja,PM10 24h,51
21.03.2020,Kuopion verkko,Siilinjärvi Vuorelantie,PM10 24h,51
20.03.2020,Jyväskylän verkko,Jyväskylä Hannikaisenkatu,PM10 24h,57
20.03.2020,Tampereen verkko,Tampere Epila 2,PM10 24h,77
17.03.2020,Helsingin seudun verkko (HSY),Helsinki Mäkelänkatu,PM10 24h,57
17.03.2020,Etelä-Karjalan verkko,Imatra Mansikkala,PM10 24h,53
17.03.2020,Kuopion verkko,Kuopio Maaherrankatu,PM10 24h,58
17.03.2020,Kuopion verkko,Kuopio Savilahti KYS,PM10 24h,79
17.03.2020,Kuopion verkko,Kuopio Tasavallankatu,PM10 24h,55
17.03.2020,Lahden verkko,Lahti Laune Pohjoinen Liipolankatu,PM10 24h,97
17.03.2020,Pietarsaaren seudun verkko,Pietarsaari Bottenviksvägen,PM10 24h,53
16.03.2020,Tampereen verkko,Tampere Epila 2,PM10 24h,56
15.03.2020,Kuopion verkko,Kuopio Savilahti KYS,PM10 24h,53
15.03.2020,Lahden verkko,Lahti Laune Pohjoinen Liipolankatu,PM10 24h,79
15.03.2020,Lahden verkko,Lahti Saimaankatu,PM10 24h,60
15.03.2020,Pietarsaaren seudun verkko,Pietarsaari Bottenviksvägen,PM10 24h,62
14.03.2020,Lahden verkko,Hollola Kansankatu siirrettävä,PM10 24h,53
14.03.2020,Etelä-Savon verkko,Mikkeli Porrassalmenkatu,PM10 24h,55
13.03.2020,Lahden verkko,Hollola Kansankatu siirrettävä,PM10 24h,51
07.03.2020,Lahden verkko,Lahti Laune Pohjoinen Liipolankatu,PM10 24h,63
29.02.2020,Jyväskylän verkko,Jyväskylä Hannikaisenkatu,PM10 24h,51
29.02.2020,Kuopion verkko,Kuopio Savilahti KYS,PM10 24h,81
29.02.2020,Lahden verkko,Lahti Laune Pohjoinen Liipolankatu,PM10 24h,91
29.02.2020,Pietarsaaren seudun verkko,Pietarsaari Bottenviksvägen,PM10 24h,69
29.02.2020,Helsingin seudun verkko (HSY),Vantaa Kehä III Varisto,PM10 24h,54
28.02.2020,Helsingin seudun verkko (HSY),Espoo Leppävaara Läkkisepänkuja,PM10 24h,102
28.02.2020,Helsingin seudun verkko (HSY),Espoo Otaniemi Kehä I,PM10 24h,74
28.02.2020,Lahden verkko,Hollola Kansankatu siirrettävä,PM10 24h,74
28.02.2020,Jyväskylän verkko,Jyväskylä Hannikaisenkatu,PM10 24h,79
28.02.2020,Jyväskylän verkko,Jyväskylä Palokka 2,PM10 24h,74
28.02.2020,Jämsän verkko,Jämsä Seppolantie,PM10 24h,65
28.02.2020,Kokkolan verkko,Kokkola keskusta Pitkänsillankatu,PM10 24h,78
28.02.2020,Turun seudun verkko,Parainen,PM10 24h,63
28.02.2020,Pietarsaaren seudun verkko,Pietarsaari Bottenviksvägen,PM10 24h,134
28.02.2020,Porin verkko,Pori Paanakedonkatu,PM10 24h,79
28.02.2020,Rauman verkko,Rauma Tarvonsaari Hallikatu,PM10 24h,55
28.02.2020,Seinäjoen verkko,Seinäjoki Vapaudentie 6a,PM10 24h,172
28.02.2020,Kuopion verkko,Siilinjärvi Vuorelantie,PM10 24h,57
28.02.2020,Tampereen verkko,Tampere Epila 2,PM10 24h,154
28.02.2020,Vaasan verkko,Vaasa Vesitorni,PM10 24h,61
28.02.2020,Vaasan verkko,Vaasa keskusta Vaasanpuistikko,PM10 24h,69
28.02.2020,Helsingin seudun verkko (HSY),Vantaa Kehä III Varisto,PM10 24h,133
28.02.2020,Varkauden verkko,Varkaus Psaari 2,PM10 24h,57
27.02.2020,Jyväskylän verkko,Jyväskylä Hannikaisenkatu,PM10 24h,64
27.02.2020,Kuopion verkko,Kuopio Savilahti KYS,PM10 24h,139
27.02.2020,Etelä-Savon verkko,Mikkeli Porrassalmenkatu,PM10 24h,86
27.02.2020,Pietarsaaren seudun verkko,Pietarsaari Bottenviksvägen,PM10 24h,69
27.02.2020,Seinäjoen verkko,Seinäjoki Vapaudentie 6a,PM10 24h,190
27.02.2020,Kuopion verkko,Siilinjärvi Vuorelantie,PM10 24h,135
27.02.2020,Tampereen verkko,Tampere Epila 2,PM10 24h,92
27.02.2020,Vaasan verkko,Vaasa Vesitorni,PM10 24h,109
27.02.2020,Vaasan verkko,Vaasa keskusta Vaasanpuistikko,PM10 24h,101
26.02.2020,Jyväskylän verkko,Jyväskylä Hannikaisenkatu,PM10 24h,73
26.02.2020,Lahden verkko,Lahti Laune Pohjoinen Liipolankatu,PM10 24h,63
26.02.2020,Etelä-Savon verkko,Mikkeli Porrassalmenkatu,PM10 24h,102
26.02.2020,Pietarsaaren seudun verkko,Pietarsaari Bottenviksvägen,PM10 24h,83
26.02.2020,Uudenmaan verkko,Porvoo Mannerheiminkatu,PM10 24h,59
26.02.2020,Seinäjoen verkko,Seinäjoki Vapaudentie 6a,PM10 24h,67
26.02.2020,Kuopion verkko,Siilinjärvi Vuorelantie,PM10 24h,106
26.02.2020,Helsingin seudun verkko (HSY),Vantaa Kehä III Varisto,PM10 24h,57
25.02.2020,Helsingin seudun verkko (HSY),Espoo Leppävaara Läkkisepänkuja,PM10 24h,56
25.02.2020,Lahden verkko,Hollola Kansankatu siirrettävä,PM10 24h,78
25.02.2020,Jyväskylän verkko,Jyväskylä Hannikaisenkatu,PM10 24h,72
25.02.2020,Jämsän verkko,Jämsä Seppolantie,PM10 24h,86
25.02.2020,Turun seudun verkko,Kaarina Kaarina,PM10 24h,56
25.02.2020,Kotkan verkko,Kotka Rauhala,PM10 24h,59
25.02.2020,Kouvolan verkko,Kouvola Kankaan Koulu,PM10 24h,84
25.02.2020,Kuopion verkko,Kuopio Savilahti KYS,PM10 24h,53
25.02.2020,Lahden verkko,Lahti Laune Pohjoinen Liipolankatu,PM10 24h,146
25.02.2020,Lahden verkko,Lahti Saimaankatu,PM10 24h,68
25.02.2020,Etelä-Karjalan verkko,Lappeenranta Ihalainen,PM10 24h,80
25.02.2020,Etelä-Karjalan verkko,Lappeenranta Lauritsala,PM10 24h,86
25.02.2020,Etelä-Karjalan verkko,Lappeenranta keskusta 4,PM10 24h,132
25.02.2020,Etelä-Savon verkko,Mikkeli Porrassalmenkatu,PM10 24h,56
25.02.2020,Turun seudun verkko,Naantali keskusta Asematori,PM10 24h,59
25.02.2020,Porin verkko,Pori Paanakedonkatu,PM10 24h,146
25.02.2020,Uudenmaan verkko,Porvoo Mannerheiminkatu,PM10 24h,52
25.02.2020,Rauman verkko,Rauma Tarvonsaari Hallikatu,PM10 24h,66
25.02.2020,Tampereen verkko,Tampere Epila 2,PM10 24h,89
25.02.2020,Helsingin seudun verkko (HSY),Vantaa Kehä III Varisto,PM10 24h,81
24.02.2020,Helsingin seudun verkko (HSY),Helsinki Mäkelänkatu,PM10 24h,66
24.02.2020,Lahden verkko,Lahti Laune Pohjoinen Liipolankatu,PM10 24h,82
20.02.2020,Kokkolan verkko,Kokkola keskusta Pitkänsillankatu,PM10 24h,71
20.02.2020,Kuopion verkko,Kuopio Maaherrankatu,PM10 24h,71
20.02.2020,Kuopion verkko,Kuopio Savilahti KYS,PM10 24h,99
20.02.2020,Kuopion verkko,Kuopio Tasavallankatu,PM10 24h,105
20.02.2020,Oulun verkko,Oulu keskusta 2,PM10 24h,69
20.02.2020,Pietarsaaren seudun verkko,Pietarsaari Bottenviksvägen,PM10 24h,170
20.02.2020,Kuopion verkko,Siilinjärvi Vuorelantie,PM10 24h,70
19.02.2020,Helsingin seudun verkko (HSY),Helsinki Mäkelänkatu,PM10 24h,78
19.02.2020,Helsingin seudun verkko (HSY),Vantaa Kehä III Varisto,PM10 24h,53
06.02.2020,Helsingin seudun verkko (HSY),Vantaa Kehä III Varisto,PM10 24h,52
04.02.2020,Porin verkko,Pori Paanakedonkatu,PM10 24h,75
04.02.2020,Rauman verkko,Rauma Tarvonsaari Hallikatu,PM10 24h,116
04.02.2020,Helsingin seudun verkko (HSY),Vantaa Kehä III Varisto,PM10 24h,75
31.01.2020,Helsingin seudun verkko (HSY),Helsinki Mannerheimintie,PM10 24h,55
22.01.2020,Kuopion verkko,Kuopio Maaherrankatu,PM10 24h,68
21.01.2020,Helsingin seudun verkko (HSY),Helsinki Mäkelänkatu,PM10 24h,54
20.01.2020,Helsingin seudun verkko (HSY),Helsinki Mäkelänkatu,PM10 24h,84
05.01.2020,Helsingin seudun verkko (HSY),Espoo Leppävaara Läkkisepänkuja,PM10 24h,62
05.01.2020,Helsingin seudun verkko (HSY),Helsinki Mäkelänkatu,PM10 24h,58
05.01.2020,Pietarsaaren seudun verkko,Pietarsaari Bottenviksvägen,PM10 24h,54
05.01.2020,Helsingin seudun verkko (HSY),Vantaa Kehä III Varisto,PM10 24h,52
26.12.2021,Porin verkko,Pori Paanakedonkatu,PM2.5 24h,34
22.12.2021,Helsingin seudun verkko (HSY),Helsinki Mäkelänkatu,PM10 24h,64
22.12.2021,Turun seudun verkko,Parainen,PM10 24h,56
21.12.2021,Helsingin seudun verkko (HSY),Helsinki Töölöntulli,PM10 24h,75
21.12.2021,Porin verkko,Pori Paanakedonkatu,PM10 24h,60
20.12.2021,Helsingin seudun verkko (HSY),Helsinki Mannerheimintie,PM10 24h,52
20.12.2021,Helsingin seudun verkko (HSY),Helsinki Töölöntulli,PM10 24h,88
20.12.2021,Porin verkko,Pori Paanakedonkatu,PM10 24h,76
20.12.2021,Rauman verkko,Rauma Tarvonsaari Hallikatu,PM10 24h,62
08.12.2021,Turun seudun verkko,Turku Kauppatori väliaikainen,PM10 24h,54
07.12.2021,Porin verkko,Pori Paanakedonkatu,PM2.5 24h,34
07.12.2021,Turun seudun verkko,Parainen,PM10 24h,55
07.12.2021,Porin verkko,Pori Paanakedonkatu,PM10 24h,96
03.12.2021,Porin verkko,Pori Paanakedonkatu,PM10 24h,57
28.11.2021,Helsingin seudun verkko (HSY),Helsinki Töölöntulli,PM10 24h,51
27.11.2021,Porin verkko,Pori Paanakedonkatu,PM10 24h,53
26.11.2021,Porin verkko,Pori Paanakedonkatu,PM10 24h,55
22.11.2021,Helsingin seudun verkko (HSY),Espoo Leppävaara Läkkisepänkuja,PM10 24h,55
22.11.2021,Helsingin seudun verkko (HSY),Helsinki Mäkelänkatu,PM10 24h,91
22.11.2021,Helsingin seudun verkko (HSY),Helsinki Töölöntulli,PM10 24h,52
22.11.2021,Kouvolan verkko,Kouvola Kankaan Koulu,PM10 24h,52
22.11.2021,Porin verkko,Pori Paanakedonkatu,PM10 24h,76
19.11.2021,Helsingin seudun verkko (HSY),Helsinki Mäkelänkatu,PM10 24h,55
14.11.2021,Helsingin seudun verkko (HSY),Helsinki Töölöntulli,PM10 24h,55
13.11.2021,Porin verkko,Pori Paanakedonkatu,PM10 24h,69
08.11.2021,Pietarsaaren seudun verkko,Pietarsaari Bottenviksvägen,PM10 24h,103
03.11.2021,Helsingin seudun verkko (HSY),Helsinki Mannerheimintie,PM2.5 24h,43
03.11.2021,Helsingin seudun verkko (HSY),Helsinki Mannerheimintie,PM10 24h,223
31.10.2021,Helsingin seudun verkko (HSY),Espoo Leppävaara Läkkisepänkuja,PM2.5 24h,26
31.10.2021,Harjavallan verkko,Harjavalta Kaleva,PM2.5 24h,27
31.10.2021,Helsingin seudun verkko (HSY),Helsinki Mannerheimintie,PM2.5 24h,27
31.10.2021,Helsingin seudun verkko (HSY),Helsinki Mäkelänkatu,PM2.5 24h,27
31.10.2021,Lahden verkko,Hollola Kansankatu siirrettävä,PM2.5 24h,27
31.10.2021,Jyväskylän verkko,Jyväskylä Hannikaisenkatu,PM2.5 24h,26
31.10.2021,Jyväskylän verkko,Jyväskylä Palokka 2,PM2.5 24h,28
31.10.2021,Kotkan verkko,Kotka Kirjastotalo,PM2.5 24h,27
31.10.2021,Lahden verkko,Lahti Saimaankatu,PM2.5 24h,28
31.10.2021,Porin verkko,Pori Paanakedonkatu,PM2.5 24h,28
31.10.2021,,Siilinjärvi Ranta,PM2.5 24h,29
31.10.2021,Tampereen verkko,Tampere Epila 2,PM2.5 24h,29
31.10.2021,Tampereen verkko,Tampere Pirkankatu,PM2.5 24h,30
31.10.2021,Turun seudun verkko,Turku Kauppatori väliaikainen,PM2.5 24h,28
31.10.2021,Helsingin seudun verkko (HSY),Vantaa Ruskeasanta 2,PM2.5 24h,26
30.10.2021,Ilmatieteen laitoksen verkko,Parainen Utö,PM2.5 24h,28
30.10.2021,Helsingin seudun verkko (HSY),Helsinki Mannerheimintie,PM2.5 24h,27
30.10.2021,Helsingin seudun verkko (HSY),Helsinki Mäkelänkatu,PM2.5 24h,27
30.10.2021,Turun seudun verkko,Turku Kauppatori väliaikainen,PM2.5 24h,26
30.10.2021,Helsingin seudun verkko (HSY),Vantaa Ruskeasanta 2,PM2.5 24h,26
30.10.2021,Kuopion verkko,Kuopio Tasavallankatu,PM10 24h,56
19.10.2021,Kemin verkko,Kemi Biotuotetehdas,PM10 24h,92
14.10.2021,Helsingin seudun verkko (HSY),Helsinki Mannerheimintie,PM10 24h,59
13.10.2021,Kemin verkko,Kemi Biotuotetehdas,PM10 24h,73
04.10.2021,Helsingin seudun verkko (HSY),Helsinki Mannerheimintie,PM10 24h,53
30.09.2021,Kemin verkko,Kemi Biotuotetehdas,PM10 24h,52
29.09.2021,Kemin verkko,Kemi Biotuotetehdas,PM10 24h,58
28.09.2021,Kemin verkko,Kemi Biotuotetehdas,PM10 24h,59
21.09.2021,Kemin verkko,Kemi Biotuotetehdas,PM10 24h,64
16.09.2021,Kemin verkko,Kemi Biotuotetehdas,PM10 24h,66
09.09.2021,Kemin verkko,Kemi Biotuotetehdas,PM10 24h,53
08.09.2021,Kemin verkko,Kemi Biotuotetehdas,PM10 24h,53
31.08.2021,Kemin verkko,Kemi Biotuotetehdas,PM10 24h,58
30.08.2021,Helsingin seudun verkko (HSY),Helsinki Mannerheimintie,PM10 24h,53
10.08.2021,Kemin verkko,Kemi Biotuotetehdas,PM10 24h,98
29.07.2021,Helsingin seudun verkko (HSY),Helsinki Mannerheimintie,PM10 24h,61
28.07.2021,Helsingin seudun verkko (HSY),Helsinki Mannerheimintie,PM10 24h,55
27.07.2021,Helsingin seudun verkko (HSY),Helsinki Mannerheimintie,PM10 24h,53
15.07.2021,Äänekosken verkko,Äänekoski Paloasema,PM10 24h,53
14.07.2021,Helsingin seudun verkko (HSY),Espoo Matinkylä,PM10 24h,105
08.07.2021,Äänekosken verkko,Äänekoski Paloasema,PM10 24h,87
06.07.2021,Oulun verkko,Oulu keskusta 2,PM10 24h,81
23.06.2021,Ilmatieteen laitoksen verkko,Virolahti Koivuniemi Ääpälä,PM2.5 24h,30
23.06.2021,Kotkan verkko,Kotka Kirjastotalo,PM2.5 24h,26
23.06.2021,Kotkan verkko,Kotka Ruukinkatu,PM2.5 24h,34
23.06.2021,Ilmatieteen laitoksen verkko,Virolahti Koivuniemi Ääpälä,PM10 24h,91
23.06.2021,Helsingin seudun verkko (HSY),Helsinki Mannerheimintie,PM10 24h,60
23.06.2021,Etelä-Karjalan verkko,Imatra Mansikkala,PM10 24h,53
23.06.2021,Etelä-Karjalan verkko,Imatra Rautionkylä,PM10 24h,53
23.06.2021,Etelä-Karjalan verkko,Imatra Teppanala,PM10 24h,56
23.06.2021,Kotkan verkko,Kotka Kirjastotalo,PM10 24h,67
23.06.2021,Kotkan verkko,Kotka Ruukinkatu,PM10 24h,78
23.06.2021,Etelä-Karjalan verkko,Lappeenranta Ihalainen,PM10 24h,63
23.06.2021,Etelä-Karjalan verkko,Lappeenranta Joutsenon keskusta,PM10 24h,64
23.06.2021,Etelä-Karjalan verkko,Lappeenranta keskusta 4,PM10 24h,60
23.06.2021,Turun seudun verkko,Parainen,PM10 24h,54
22.06.2021,Kotkan verkko,Kotka Ruukinkatu,PM2.5 24h,28
22.06.2021,Helsingin seudun verkko (HSY),Espoo Leppävaara Läkkisepänkuja,PM10 24h,54
22.06.2021,Helsingin seudun verkko (HSY),Espoo Luukki,PM10 24h,54
22.06.2021,Helsingin seudun verkko (HSY),Helsinki Katajanokka 2,PM10 24h,53
22.06.2021,Helsingin seudun verkko (HSY),Helsinki Mannerheimintie,PM10 24h,70
22.06.2021,Helsingin seudun verkko (HSY),Helsinki Mäkelänkatu,PM10 24h,59
22.06.2021,Lahden verkko,Hollola Kansankatu siirrettävä,PM10 24h,55
22.06.2021,Kotkan verkko,Kotka Kirjastotalo,PM10 24h,69
22.06.2021,Kotkan verkko,Kotka Ruukinkatu,PM10 24h,63
22.06.2021,Lahden verkko,Lahti Saimaankatu,PM10 24h,57
22.06.2021,Etelä-Karjalan verkko,Lappeenranta Ihalainen,PM10 24h,65
22.06.2021,Etelä-Karjalan verkko,Lappeenranta keskusta 4,PM10 24h,59
22.06.2021,Lohjan verkko,Lohja Harjula,PM10 24h,53
22.06.2021,Tampereen verkko,Tampere Epila 2,PM10 24h,51
22.06.2021,Helsingin seudun verkko (HSY),Vantaa Ruskeasanta 2,PM10 24h,52
21.06.2021,,Siilinjärvi Ranta,PM2.5 24h,27
21.06.2021,Ilmatieteen laitoksen verkko,Virolahti Koivuniemi Ääpälä,PM10 24h,61
20.06.2021,Ilmatieteen laitoksen verkko,Virolahti Koivuniemi Ääpälä,PM10 24h,55
17.06.2021,Oulun verkko,Oulu keskusta 2,PM10 24h,58
12.06.2021,Raahen verkko,Raahe Lapaluoto,PM10 24h,52
08.06.2021,Turun seudun verkko,Parainen,PM10 24h,55
04.06.2021,Turun seudun verkko,Parainen,PM10 24h,56
01.06.2021,Kokkolan verkko,Kokkola Ykspihlaja,PM10 24h,50
13.05.2021,Helsingin seudun verkko (HSY),Helsinki Mannerheimintie,PM2.5 24h,27
13.05.2021,Kotkan verkko,Kotka Kirjastotalo,PM2.5 24h,30
13.05.2021,Kotkan verkko,Kotka Metsäkulma,PM2.5 24h,26
13.05.2021,Helsingin seudun verkko (HSY),Helsinki Mannerheimintie,PM10 24h,62
21.04.2021,Kemin verkko,Kemi Keskusta,PM10 24h,51
21.04.2021,Kuopion verkko,Kuopio Tasavallankatu,PM10 24h,53
21.04.2021,Tampereen verkko,Tampere Epila 2,PM10 24h,64
20.04.2021,Kuopion verkko,Kuopio Savilahti KYS,PM10 24h,51
20.04.2021,Kuopion verkko,Kuopio Tasavallankatu,PM10 24h,70
20.04.2021,Oulun verkko,Oulu keskusta 2,PM10 24h,54
20.04.2021,Kuopion verkko,Siilinjärvi Sulkavanniitty,PM10 24h,59
20.04.2021,Tampereen verkko,Tampere Epila 2,PM10 24h,67
19.04.2021,Jyväskylän verkko,Jyväskylä Hannikaisenkatu,PM10 24h,57
19.04.2021,Kuopion verkko,Kuopio Maaherrankatu,PM10 24h,61
19.04.2021,Kuopion verkko,Kuopio Savilahti KYS,PM10 24h,100
19.04.2021,Kuopion verkko,Kuopio Tasavallankatu,PM10 24h,81
19.04.2021,Pietarsaaren seudun verkko,Pietarsaari Bottenviksvägen,PM10 24h,62
19.04.2021,Porin verkko,Pori Paanakedonkatu,PM10 24h,57
19.04.2021,Raahen verkko,Raahe keskusta,PM10 24h,61
19.04.2021,Seinäjoen verkko,Seinäjoki Vapaudentie 6a,PM10 24h,52
19.04.2021,Kuopion verkko,Siilinjärvi Sulkavanniitty,PM10 24h,67
19.04.2021,Tampereen verkko,Tampere Epila 2,PM10 24h,91
19.04.2021,Tampereen verkko,Tampere Pirkankatu,PM10 24h,59
19.04.2021,Varkauden verkko,Varkaus Psaari 2,PM10 24h,60
18.04.2021,Jyväskylän verkko,Jyväskylä Hannikaisenkatu,PM10 24h,56
18.04.2021,Kemin verkko,Kemi Keskusta,PM10 24h,60
18.04.2021,Kuopion verkko,Kuopio Maaherrankatu,PM10 24h,51
18.04.2021,Kuopion verkko,Kuopio Savilahti KYS,PM10 24h,66
18.04.2021,Lahden verkko,Lahti Laune Pohjoinen Liipolankatu,PM10 24h,56
18.04.2021,Etelä-Karjalan verkko,Lappeenranta Ihalainen,PM10 24h,58
18.04.2021,Seinäjoen verkko,Seinäjoki Vapaudentie 6a,PM10 24h,64
17.04.2021,Jyväskylän verkko,Jyväskylä Hannikaisenkatu,PM10 24h,56
17.04.2021,Kemin verkko,Kemi Keskusta,PM10 24h,69
17.04.2021,Kuopion verkko,Kuopio Maaherrankatu,PM10 24h,52
17.04.2021,Oulun verkko,Oulu keskusta 2,PM10 24h,69
17.04.2021,Pietarsaaren seudun verkko,Pietarsaari Bottenviksvägen,PM10 24h,51
17.04.2021,Seinäjoen verkko,Seinäjoki Vapaudentie 6a,PM10 24h,96
17.04.2021,Tampereen verkko,Tampere Epila 2,PM10 24h,56
16.04.2021,Helsingin seudun verkko (HSY),Espoo Matinkylä,PM10 24h,83
16.04.2021,Helsingin seudun verkko (HSY),Helsinki Töölöntulli,PM10 24h,68
16.04.2021,Joensuun verkko,Joensuu Koskikatu 1,PM10 24h,56
16.04.2021,Jyväskylän verkko,Jyväskylä Hannikaisenkatu,PM10 24h,62
16.04.2021,Kemin verkko,Kemi Keskusta,PM10 24h,108
16.04.2021,Kuopion verkko,Kuopio Maaherrankatu,PM10 24h,86
16.04.2021,Kuopion verkko,Kuopio Savilahti KYS,PM10 24h,83
16.04.2021,Kuopion verkko,Kuopio Tasavallankatu,PM10 24h,58
16.04.2021,Etelä-Savon verkko,Mikkeli Porrassalmenkatu,PM10 24h,66
16.04.2021,Oulun verkko,Oulu keskusta 2,PM10 24h,75
16.04.2021,Pietarsaaren seudun verkko,Pietarsaari Bottenviksvägen,PM10 24h,65
16.04.2021,Porin verkko,Pori Paanakedonkatu,PM10 24h,58
16.04.2021,Raahen verkko,Raahe keskusta,PM10 24h,51
16.04.2021,Seinäjoen verkko,Seinäjoki Vapaudentie 6a,PM10 24h,74
