Päivämäärä,Mittausverkko,Mittauspaikka,Komponentti,Pitoisuus
22.03.2022,Kotkan verkko,Kotka Kirjastotalo,PM2.5 24h,18
22.03.2022,Lahden verkko,Lahti Saimaankatu,PM2.5 24h,16
22.03.2022,Lohjan verkko,Lohja Harjula,PM2.5 24h,21
22.03.2022,Porin verkko,Pori Paanakedonkatu,PM2.5 24h,34
22.03.2022,Tampereen verkko,Tampere Epila 2,PM2.5 24h,18
22.03.2022,Tampereen verkko,Tampere Kaleva,PM2.5 24h,17
22.03.2022,Tampereen verkko,Tampere Pirkankatu,PM2.5 24h,20
22.03.2022,Turun seudun verkko,Turku Kauppatori väliaikainen,PM2.5 24h,25
22.03.2022,Helsingin seudun verkko (HSY),Vantaa Hämeenlinnanväylä,PM2.5 24h,25
22.03.2022,Helsingin seudun verkko (HSY),Vantaa Lentoasema,PM2.5 24h,26
22.03.2022,Helsingin seudun verkko (HSY),Vantaa Tikkurila Neilikkatie,PM2.5 24h,17
22.03.2022,Helsingin seudun verkko (HSY),Helsinki Mäkelänkatu,PM10 24h,64
22.03.2022,Jyväskylän verkko,Jyväskylä Hannikaisenkatu,PM10 24h,64
22.03.2022,Jämsän verkko,Jämsä Seppolantie,PM10 24h,60
22.03.2022,Turun seudun verkko,Parainen,PM10 24h,63
22.03.2022,Pietarsaaren seudun verkko,Pietarsaari Bottenviksvägen,PM10 24h,66
22.03.2022,Porin verkko,Pori Paanakedonkatu,PM10 24h,127
22.03.2022,Kuopion verkko,Siilinjärvi Sorakuja,PM10 24h,58
22.03.2022,Helsingin seudun verkko (HSY),Vantaa Hämeenlinnanväylä,PM10 24h,126
22.03.2022,Helsingin seudun verkko (HSY),Vantaa Lentoasema,PM10 24h,63
22.03.2022,Helsingin seudun verkko (HSY),Vantaa Tikkurila Neilikkatie,PM10 24h,54
22.03.2022,Varkauden verkko,Varkaus Psaari 2,PM10 24h,60
21.03.2022,Ilmatieteen laitoksen verkko,Parainen Utö,PM2.5 24h,17
21.03.2022,Porin verkko,Pori Paanakedonkatu,PM2.5 24h,16
21.03.2022,Turun seudun verkko,Turku Kauppatori väliaikainen,PM2.5 24h,16
21.03.2022,Helsingin seudun verkko (HSY),Vantaa Hämeenlinnanväylä,PM2.5 24h,16
21.03.2022,Turun seudun verkko,Parainen,PM10 24h,54
21.03.2022,Porin verkko,Pori Paanakedonkatu,PM10 24h,87
21.03.2022,Helsingin seudun verkko (HSY),Vantaa Hämeenlinnanväylä,PM10 24h,131
20.03.2022,Porin verkko,Pori Paanakedonkatu,PM2.5 24h,16
20.03.2022,Porin verkko,Pori Paanakedonkatu,PM10 24h,67
20.03.2022,Helsingin seudun verkko (HSY),Vantaa Hämeenlinnanväylä,PM10 24h,87
18.03.2022,Ilmatieteen laitoksen verkko,Parainen Utö,PM2.5 24h,16
18.03.2022,Helsingin seudun verkko (HSY),Espoo Leppävaara Läkkisepänkuja,PM2.5 24h,16
18.03.2022,Harjavallan verkko,Harjavalta Kaleva,PM2.5 24h,17
18.03.2022,Heinolan verkko,Heinola Tommola,PM2.5 24h,21
18.03.2022,Helsingin seudun verkko (HSY),Helsinki Mäkelänkatu,PM2.5 24h,18
18.03.2022,Kuopion verkko,Kuopio Savilahti KYS,PM2.5 24h,16
18.03.2022,Porin verkko,Pori Paanakedonkatu,PM2.5 24h,18
18.03.2022,Tampereen verkko,Tampere Pirkankatu,PM2.5 24h,16
18.03.2022,Helsingin seudun verkko (HSY),Vantaa Lentoasema,PM2.5 24h,16
18.03.2022,Helsingin seudun verkko (HSY),Vantaa Hämeenlinnanväylä,PM10 24h,55
17.03.2022,Heinolan verkko,Heinola Tommola,PM2.5 24h,24
17.03.2022,Jyväskylän verkko,Jyväskylä Hannikaisenkatu,PM2.5 24h,20
17.03.2022,Kuopion verkko,Kuopio Savilahti KYS,PM2.5 24h,22
17.03.2022,Helsingin seudun verkko (HSY),Vantaa Hämeenlinnanväylä,PM2.5 24h,22
17.03.2022,Jyväskylän verkko,Jyväskylä Hannikaisenkatu,PM10 24h,51
17.03.2022,Uudenmaan verkko,Järvenpää Helsingintie,PM10 24h,69
17.03.2022,Kuopion verkko,Kuopio Savilahti KYS,PM10 24h,98
17.03.2022,Porin verkko,Pori Paanakedonkatu,PM10 24h,70
17.03.2022,Helsingin seudun verkko (HSY),Vantaa Hämeenlinnanväylä,PM10 24h,134
16.03.2022,Helsingin seudun verkko (HSY),Espoo Leppävaara Läkkisepänkuja,PM2.5 24h,18
16.03.2022,Helsingin seudun verkko (HSY),Espoo Pohjois-Tapiola 2,PM2.5 24h,16
16.03.2022,Heinolan verkko,Heinola Tommola,PM2.5 24h,28
16.03.2022,Heinolan verkko,Heinola Vierumäki,PM2.5 24h,20
16.03.2022,Helsingin seudun verkko (HSY),Helsinki Mannerheimintie,PM2.5 24h,22
16.03.2022,Helsingin seudun verkko (HSY),Helsinki Mäkelänkatu,PM2.5 24h,20
16.03.2022,Helsingin seudun verkko (HSY),Helsinki Tapanila,PM2.5 24h,16
16.03.2022,Lahden verkko,Hollola Kansankatu siirrettävä,PM2.5 24h,21
16.03.2022,Jyväskylän verkko,Jyväskylä Hannikaisenkatu,PM2.5 24h,24
16.03.2022,Jyväskylän verkko,Jyväskylä Jyskä,PM2.5 24h,22
16.03.2022,Kemin verkko,Kemi Biotuotetehdas,PM2.5 24h,20
16.03.2022,Kouvolan verkko,Kouvola Kankaan Koulu,PM2.5 24h,16
16.03.2022,Kuopion verkko,Kuopio Savilahti KYS,PM2.5 24h,20
16.03.2022,Lahden verkko,Lahti Saimaankatu,PM2.5 24h,20
16.03.2022,Lohjan verkko,Lohja Harjula,PM2.5 24h,16
16.03.2022,Pietarsaaren seudun verkko,Pietarsaari Bottenviksvägen,PM2.5 24h,16
16.03.2022,Porin verkko,Pori Paanakedonkatu,PM2.5 24h,32
16.03.2022,Tampereen verkko,Tampere Epila 2,PM2.5 24h,20
16.03.2022,Tampereen verkko,Tampere Pirkankatu,PM2.5 24h,17
16.03.2022,Helsingin seudun verkko (HSY),Vantaa Hämeenlinnanväylä,PM2.5 24h,21
16.03.2022,Helsingin seudun verkko (HSY),Vantaa Lentoasema,PM2.5 24h,20
16.03.2022,Helsingin seudun verkko (HSY),Helsinki Mannerheimintie,PM10 24h,61
16.03.2022,Jyväskylän verkko,Jyväskylä Hannikaisenkatu,PM10 24h,52
16.03.2022,Uudenmaan verkko,Järvenpää Helsingintie,PM10 24h,72
16.03.2022,Kuopion verkko,Kuopio Savilahti KYS,PM10 24h,75
16.03.2022,Porin verkko,Pori Paanakedonkatu,PM10 24h,143
16.03.2022,Tampereen verkko,Tampere Epila 2,PM10 24h,61
16.03.2022,Helsingin seudun verkko (HSY),Vantaa Hämeenlinnanväylä,PM10 24h,103
16.03.2022,Äänekosken verkko,Äänekoski Paloasema,PM10 24h,60
15.03.2022,Ilmatieteen laitoksen verkko,Parainen Utö,PM2.5 24h,21
15.03.2022,Helsingin seudun verkko (HSY),Espoo Leppävaara Läkkisepänkuja,PM2.5 24h,20
15.03.2022,Kotkan verkko,Hamina Satama ratapiha,PM2.5 24h,19
15.03.2022,Harjavallan verkko,Harjavalta Kaleva,PM2.5 24h,16
15.03.2022,Heinolan verkko,Heinola Tommola,PM2.5 24h,16
15.03.2022,Helsingin seudun verkko (HSY),Helsinki Mannerheimintie,PM2.5 24h,21
15.03.2022,Helsingin seudun verkko (HSY),Helsinki Mäkelänkatu,PM2.5 24h,30
15.03.2022,Helsingin seudun verkko (HSY),Helsinki Tapanila,PM2.5 24h,17
15.03.2022,Jyväskylän verkko,Jyväskylä Hannikaisenkatu,PM2.5 24h,16
15.03.2022,Kuopion verkko,Kuopio Savilahti KYS,PM2.5 24h,18
15.03.2022,Lahden verkko,Lahti Saimaankatu,PM2.5 24h,17
15.03.2022,Porin verkko,Pori Paanakedonkatu,PM2.5 24h,36
15.03.2022,Turun seudun verkko,Turku Kauppatori väliaikainen,PM2.5 24h,21
15.03.2022,Helsingin seudun verkko (HSY),Vantaa Hämeenlinnanväylä,PM2.5 24h,22
15.03.2022,Helsingin seudun verkko (HSY),Vantaa Lentoasema,PM2.5 24h,25
15.03.2022,Helsingin seudun verkko (HSY),Vantaa Tikkurila Neilikkatie,PM2.5 24h,17
15.03.2022,Helsingin seudun verkko (HSY),Espoo Leppävaara Läkkisepänkuja,PM10 24h,57
15.03.2022,Helsingin seudun verkko (HSY),Helsinki Mannerheimintie,PM10 24h,57
15.03.2022,Helsingin seudun verkko (HSY),Helsinki Mäkelänkatu,PM10 24h,96
15.03.2022,Hämeenlinnan verkko,Hämeenlinna Niittykatu,PM10 24h,56
15.03.2022,Uudenmaan verkko,Järvenpää Helsingintie,PM10 24h,72
15.03.2022,Kouvolan verkko,Kouvola Kankaan Koulu,PM10 24h,51
15.03.2022,Kuopion verkko,Kuopio Savilahti KYS,PM10 24h,87
15.03.2022,Porin verkko,Pori Paanakedonkatu,PM10 24h,137
15.03.2022,Helsingin seudun verkko (HSY),Vantaa Hämeenlinnanväylä,PM10 24h,149
15.03.2022,Helsingin seudun verkko (HSY),Vantaa Lentoasema,PM10 24h,91
14.03.2022,Helsingin seudun verkko (HSY),Helsinki Mäkelänkatu,PM2.5 24h,17
14.03.2022,Kemin verkko,Kemi Biotuotetehdas,PM2.5 24h,20
14.03.2022,Kuopion verkko,Kuopio Savilahti KYS,PM2.5 24h,16
14.03.2022,Porin verkko,Pori Paanakedonkatu,PM2.5 24h,25
14.03.2022,Helsingin seudun verkko (HSY),Vantaa Hämeenlinnanväylä,PM2.5 24h,18
14.03.2022,Helsingin seudun verkko (HSY),Helsinki Mannerheimintie,PM10 24h,71
14.03.2022,Helsingin seudun verkko (HSY),Helsinki Mäkelänkatu,PM10 24h,84
14.03.2022,Kemin verkko,Kemi Biotuotetehdas,PM10 24h,61
14.03.2022,Kuopion verkko,Kuopio Savilahti KYS,PM10 24h,75
14.03.2022,Porin verkko,Pori Paanakedonkatu,PM10 24h,116
14.03.2022,Tampereen verkko,Tampere Epila 2,PM10 24h,59
14.03.2022,Helsingin seudun verkko (HSY),Vantaa Hämeenlinnanväylä,PM10 24h,170
14.03.2022,Helsingin seudun verkko (HSY),Vantaa Lentoasema,PM10 24h,53
13.03.2022,Heinolan verkko,Heinola Tommola,PM2.5 24h,18
13.03.2022,Porin verkko,Pori Paanakedonkatu,PM2.5 24h,16
13.03.2022,Helsingin seudun verkko (HSY),Vantaa Tikkurila Neilikkatie,PM2.5 24h,16
05.03.2022,Kuopion verkko,Kuopio Savilahti KYS,PM10 24h,66
05.03.2022,Kuopion verkko,Kuopio Tasavallankatu,PM10 24h,85
04.03.2022,Helsingin seudun verkko (HSY),Helsinki Mannerheimintie,PM10 24h,63
04.03.2022,Helsingin seudun verkko (HSY),Vantaa Hämeenlinnanväylä,PM10 24h,89
23.02.2022,,Siilinjärvi Ranta,PM2.5 24h,16
15.02.2022,Ilmatieteen laitoksen verkko,Virolahti Koivuniemi Ääpälä,PM2.5 24h,17
15.02.2022,Helsingin seudun verkko (HSY),Espoo Leppävaara Läkkisepänkuja,PM2.5 24h,19
15.02.2022,Helsingin seudun verkko (HSY),Espoo Luukki,PM2.5 24h,17
15.02.2022,Helsingin seudun verkko (HSY),Espoo Pohjois-Tapiola 2,PM2.5 24h,18
15.02.2022,Helsingin seudun verkko (HSY),Helsinki Kallio 2,PM2.5 24h,17
15.02.2022,Helsingin seudun verkko (HSY),Helsinki Mannerheimintie,PM2.5 24h,19
15.02.2022,Helsingin seudun verkko (HSY),Helsinki Mäkelänkatu,PM2.5 24h,21
15.02.2022,Helsingin seudun verkko (HSY),Helsinki Tapanila,PM2.5 24h,19
15.02.2022,Helsingin seudun verkko (HSY),Helsinki Vartiokylä Huivipolku,PM2.5 24h,16
15.02.2022,Kotkan verkko,Kotka Kirjastotalo,PM2.5 24h,17
15.02.2022,Lohjan verkko,Lohja Harjula,PM2.5 24h,17
15.02.2022,Turun seudun verkko,Turku Kauppatori väliaikainen,PM2.5 24h,20
15.02.2022,Helsingin seudun verkko (HSY),Vantaa Hämeenlinnanväylä,PM2.5 24h,17
15.02.2022,Helsingin seudun verkko (HSY),Vantaa Lentoasema,PM2.5 24h,19
15.02.2022,Helsingin seudun verkko (HSY),Vantaa Tikkurila Neilikkatie,PM2.5 24h,16
15.02.2022,Turun seudun verkko,Turku Kauppatori väliaikainen,PM10 24h,55
14.02.2022,Helsingin seudun verkko (HSY),Helsinki Mannerheimintie,PM2.5 24h,20
14.02.2022,Kemin verkko,Kemi Biotuotetehdas,PM2.5 24h,21
14.02.2022,Turun seudun verkko,Turku Kauppatori väliaikainen,PM2.5 24h,18
14.02.2022,Helsingin seudun verkko (HSY),Helsinki Mannerheimintie,PM10 24h,70
14.02.2022,Turun seudun verkko,Turku Kauppatori väliaikainen,PM10 24h,89
05.02.2022,Kotkan verkko,Hamina Satama ratapiha,PM2.5 24h,21
05.02.2022,Kotkan verkko,Hamina Satama ratapiha,PM10 24h,108
03.02.2022,Harjavallan verkko,Harjavalta Kaleva,PM2.5 24h,27
03.02.2022,Helsingin seudun verkko (HSY),Helsinki Tapanila,PM2.5 24h,18
03.02.2022,Jyväskylän verkko,Jyväskylä Jyskä,PM2.5 24h,18
03.02.2022,Pietarsaaren seudun verkko,Pietarsaari Bottenviksvägen,PM2.5 24h,29
03.02.2022,Porin verkko,Pori Paanakedonkatu,PM2.5 24h,29
03.02.2022,,Siilinjärvi Ranta,PM2.5 24h,18
03.02.2022,Turun seudun verkko,Turku Kauppatori väliaikainen,PM2.5 24h,16
03.02.2022,Helsingin seudun verkko (HSY),Vantaa Hämeenlinnanväylä,PM2.5 24h,17
03.02.2022,Helsingin seudun verkko (HSY),Vantaa Lentoasema,PM2.5 24h,18
03.02.2022,Helsingin seudun verkko (HSY),Vantaa Tikkurila Neilikkatie,PM2.5 24h,17
11.01.2022,Heinolan verkko,Heinola Tommola,PM2.5 24h,17
09.01.2022,Turun seudun verkko,Turku Kauppatori väliaikainen,PM2.5 24h,16
31.12.2023,Harjavallan verkko,Harjavalta Pirkkala,PM2.5 24h,16
31.12.2023,Jyväskylän verkko,Jyväskylä Jyskä,PM2.5 24h,31
31.12.2023,Pietarsaaren seudun verkko,Pietarsaari Bottenviksvägen,PM2.5 24h,21
31.12.2023,Helsingin seudun verkko (HSY),Vantaa Hämeenlinnanväylä,PM2.5 24h,19
31.12.2023,Jyväskylän verkko,Jyväskylä Jyskä,PM10 24h,61
11.12.2023,Lahden verkko,Hollola Kuntotie,PM2.5 24h,16
11.12.2023,Hämeenlinnan verkko,Hämeenlinna Niittykatu,PM2.5 24h,16
11.12.2023,Jyväskylän verkko,Jyväskylä Hannikaisenkatu,PM2.5 24h,16
11.12.2023,Jyväskylän verkko,Jyväskylä Jyskä,PM2.5 24h,17
11.12.2023,Kotkan verkko,Kotka Kirjastotalo,PM2.5 24h,17
11.12.2023,Lahden verkko,Lahti Laune Pohjoinen Liipolankatu,PM2.5 24h,17
11.12.2023,Lahden verkko,Lahti Saimaankatu,PM2.5 24h,16
11.12.2023,Pietarsaaren seudun verkko,Pietarsaari Bottenviksvägen,PM2.5 24h,16
11.12.2023,Porin verkko,Pori Paanakedonkatu,PM2.5 24h,16
11.12.2023,Tampereen verkko,Tampere Kaleva,PM2.5 24h,16
11.12.2023,Tampereen verkko,Tampere Pirkankatu,PM2.5 24h,18
10.12.2023,Harjavallan verkko,Harjavalta Kaleva,PM2.5 24h,16
10.12.2023,Harjavallan verkko,Harjavalta Pirkkala,PM2.5 24h,16
10.12.2023,Lahden verkko,Hollola Kuntotie,PM2.5 24h,16
10.12.2023,Jyväskylän verkko,Jyväskylä Jyskä,PM2.5 24h,16
10.12.2023,Lahden verkko,Lahti Laune Pohjoinen Liipolankatu,PM2.5 24h,16
10.12.2023,Lahden verkko,Lahti Saimaankatu,PM2.5 24h,16
10.12.2023,Porin verkko,Pori Paanakedonkatu,PM2.5 24h,17
10.12.2023,Tampereen verkko,Tampere Kaleva,PM2.5 24h,16
10.12.2023,Tampereen verkko,Tampere Pirkankatu,PM2.5 24h,17
10.12.2023,Turun seudun verkko,Turku Kauppatori 2,PM2.5 24h,16
06.12.2023,Etelä-Karjalan verkko,Imatra Teppanala,PM2.5 24h,17
06.12.2023,Lahden verkko,Lahti Laune Pohjoinen Liipolankatu,PM2.5 24h,38
06.12.2023,Etelä-Karjalan verkko,Lappeenranta Ojala-Tuomela,PM2.5 24h,21
06.12.2023,Etelä-Karjalan verkko,Lappeenranta Tirilä Pekkasenkatu,PM2.5 24h,17
05.12.2023,Helsingin seudun verkko (HSY),Helsinki Tapanila,PM2.5 24h,18
05.12.2023,Lahden verkko,Lahti Laune Pohjoinen Liipolankatu,PM2.5 24h,19
05.12.2023,Etelä-Karjalan verkko,Lappeenranta Pulp,PM2.5 24h,18
05.12.2023,Etelä-Karjalan verkko,Lappeenranta Tirilä Pekkasenkatu,PM2.5 24h,19
05.12.2023,Helsingin seudun verkko (HSY),Vantaa Hämeenlinnanväylä,PM2.5 24h,16
05.12.2023,Helsingin seudun verkko (HSY),Vantaa Hämeenlinnanväylä,PM10 24h,54
04.12.2023,Jyväskylän verkko,Jyväskylä Jyskä,PM2.5 24h,22
04.12.2023,Kuopion verkko,Kuopio Savilahti KYS,PM2.5 24h,16
04.12.2023,Porin verkko,Pori Paanakedonkatu,PM2.5 24h,24
04.12.2023,Kuopion verkko,Kuopio Savilahti KYS,PM10 24h,76
26.11.2023,Kuopion verkko,Kuopio Savilahti KYS,PM10 24h,52
18.11.2023,Kemin verkko,Kemi Biotuotetehdas,PM2.5 24h,21
18.11.2023,Helsingin seudun verkko (HSY),Espoo Leppävaara Läkkisepänkuja,PM10 24h,51
18.11.2023,Helsingin seudun verkko (HSY),Helsinki Mäkelänkatu,PM10 24h,82
18.11.2023,Helsingin seudun verkko (HSY),Vantaa Hämeenlinnanväylä,PM10 24h,129
18.11.2023,Helsingin seudun verkko (HSY),Vantaa Tikkurila Neilikkatie,PM10 24h,58
17.11.2023,Helsingin seudun verkko (HSY),Helsinki Tapanila,PM2.5 24h,17
17.11.2023,Helsingin seudun verkko (HSY),Espoo Leppävaara Läkkisepänkuja,PM10 24h,51
17.11.2023,Helsingin seudun verkko (HSY),Helsinki Mannerheimintie,PM10 24h,51
17.11.2023,Helsingin seudun verkko (HSY),Helsinki Mäkelänkatu,PM10 24h,56
17.11.2023,Helsingin seudun verkko (HSY),Helsinki Tapanila,PM10 24h,112
17.11.2023,Etelä-Karjalan verkko,Imatra Mansikkala,PM10 24h,59
17.11.2023,Helsingin seudun verkko (HSY),Kauniainen Kauniaistentie,PM10 24h,59
17.11.2023,Kouvolan verkko,Kouvola Kankaan Koulu,PM10 24h,51
17.11.2023,Kuopion verkko,Kuopio Tasavallankatu,PM10 24h,59
17.11.2023,Etelä-Karjalan verkko,Lappeenranta keskusta 4,PM10 24h,61
17.11.2023,Helsingin seudun verkko (HSY),Vantaa Hämeenlinnanväylä,PM10 24h,91
08.11.2023,Helsingin seudun verkko (HSY),Helsinki Mäkelänkatu,PM10 24h,66
08.11.2023,Helsingin seudun verkko (HSY),Vantaa Hämeenlinnanväylä,PM10 24h,77
07.11.2023,Helsingin seudun verkko (HSY),Helsinki Mäkelänkatu,PM2.5 24h,16
07.11.2023,Helsingin seudun verkko (HSY),Helsinki Mäkelänkatu,PM10 24h,83
07.11.2023,Helsingin seudun verkko (HSY),Vantaa Hämeenlinnanväylä,PM10 24h,87
30.10.2023,Kuopion verkko,Kuopio Savilahti KYS,PM2.5 24h,22
30.10.2023,Kuopion verkko,Kuopio Maaherrankatu,PM10 24h,57
30.10.2023,Kuopion verkko,Kuopio Savilahti KYS,PM10 24h,117
30.10.2023,Varkauden verkko,Varkaus Psaari 2,PM10 24h,52
29.10.2023,Lahden verkko,Lahti Laune Pohjoinen Liipolankatu,PM2.5 24h,16
29.10.2023,Kuopion verkko,Kuopio Tasavallankatu,PM10 24h,52
29.10.2023,Lahden verkko,Lahti Laune Pohjoinen Liipolankatu,PM10 24h,70
29.10.2023,Helsingin seudun verkko (HSY),Vantaa Hämeenlinnanväylä,PM10 24h,62
28.10.2023,Pietarsaaren seudun verkko,Pietarsaari Bottenviksvägen,PM10 24h,53
27.10.2023,Pietarsaaren seudun verkko,Pietarsaari Bottenviksvägen,PM2.5 24h,21
27.10.2023,Kokkolan verkko,Kokkola keskusta Pitkänsillankatu,PM10 24h,72
27.10.2023,Pietarsaaren seudun verkko,Pietarsaari Bottenviksvägen,PM10 24h,103
25.10.2023,Pietarsaaren seudun verkko,Pietarsaari Bottenviksvägen,PM2.5 24h,18
25.10.2023,,Siilinjärvi Ranta,PM2.5 24h,16
25.10.2023,Pietarsaaren seudun verkko,Pietarsaari Bottenviksvägen,PM10 24h,67
25.10.2023,,Siilinjärvi Ranta,PM10 24h,79
25.10.2023,Kuopion verkko,Siilinjärvi Sorakuja,PM10 24h,56
24.10.2023,Pietarsaaren seudun verkko,Pietarsaari Bottenviksvägen,PM2.5 24h,25
24.10.2023,,Siilinjärvi Ranta,PM2.5 24h,16
24.10.2023,Kokkolan verkko,Kokkola keskusta Pitkänsillankatu,PM10 24h,83
24.10.2023,Oulun verkko,Oulu keskusta 2,PM10 24h,66
24.10.2023,Pietarsaaren seudun verkko,Pietarsaari Bottenviksvägen,PM10 24h,112
24.10.2023,Rovaniemen verkko,Rovaniemi Rovakatu,PM10 24h,60
24.10.2023,,Siilinjärvi Ranta,PM10 24h,85
23.10.2023,Rovaniemen verkko,Rovaniemi Rovakatu,PM10 24h,57
21.10.2023,Pietarsaaren seudun verkko,Pietarsaari Bottenviksvägen,PM2.5 24h,17
21.10.2023,Pietarsaaren seudun verkko,Pietarsaari Bottenviksvägen,PM10 24h,58
20.10.2023,Pietarsaaren seudun verkko,Pietarsaari Bottenviksvägen,PM2.5 24h,18
20.10.2023,Pietarsaaren seudun verkko,Pietarsaari Bottenviksvägen,PM10 24h,63
29.09.2023,Helsingin seudun verkko (HSY),Helsinki Tapanila,PM2.5 24h,19
29.09.2023,Turun seudun verkko,Parainen,PM10 24h,55
12.09.2023,Helsingin seudun verkko (HSY),Espoo Leppävaara Läkkisepänkuja,PM2.5 24h,18
12.09.2023,Helsingin seudun verkko (HSY),Espoo Luukki,PM2.5 24h,16
12.09.2023,Helsingin seudun verkko (HSY),Helsinki Mannerheimintie,PM2.5 24h,19
12.09.2023,Helsingin seudun verkko (HSY),Helsinki Mäkelänkatu,PM2.5 24h,19
12.09.2023,Helsingin seudun verkko (HSY),Helsinki Tapanila,PM2.5 24h,17
12.09.2023,Jyväskylän verkko,Jyväskylä Jyskä,PM2.5 24h,16
12.09.2023,Helsingin seudun verkko (HSY),Kauniainen Kauniaistentie,PM2.5 24h,18
12.09.2023,Kuopion verkko,Kuopio Maaherrankatu,PM2.5 24h,16
12.09.2023,Kuopion verkko,Kuopio Savilahti KYS,PM2.5 24h,16
12.09.2023,Lohjan verkko,Lohja Harjula,PM2.5 24h,16
12.09.2023,,Sotkamo Terrafame Taattola,PM2.5 24h,17
11.09.2023,Helsingin seudun verkko (HSY),Espoo Leppävaara Läkkisepänkuja,PM2.5 24h,18
11.09.2023,Helsingin seudun verkko (HSY),Espoo Luukki,PM2.5 24h,16
11.09.2023,Helsingin seudun verkko (HSY),Helsinki Mannerheimintie,PM2.5 24h,16
11.09.2023,Helsingin seudun verkko (HSY),Helsinki Mäkelänkatu,PM2.5 24h,16
11.09.2023,Helsingin seudun verkko (HSY),Helsinki Tapanila,PM2.5 24h,16
11.09.2023,Jyväskylän verkko,Jyväskylä Hannikaisenkatu,PM2.5 24h,16
11.09.2023,Jyväskylän verkko,Jyväskylä Jyskä,PM2.5 24h,17
11.09.2023,Helsingin seudun verkko (HSY),Kauniainen Kauniaistentie,PM2.5 24h,18
11.09.2023,Lohjan verkko,Lohja Harjula,PM2.5 24h,17
11.09.2023,Porin verkko,Pori Paanakedonkatu,PM2.5 24h,19
11.09.2023,Tampereen verkko,Tampere Pirkankatu,PM2.5 24h,16
11.09.2023,Turun seudun verkko,Turku Kauppatori 2,PM2.5 24h,18
07.08.2023,Helsingin seudun verkko (HSY),Espoo Leppävaara Läkkisepänkuja,PM2.5 24h,16
07.08.2023,Helsingin seudun verkko (HSY),Helsinki Mannerheimintie,PM2.5 24h,16
07.08.2023,Helsingin seudun verkko (HSY),Kauniainen Kauniaistentie,PM2.5 24h,16
07.08.2023,Tampereen verkko,Tampere Pirkankatu,PM2.5 24h,17
02.08.2023,Vaasan verkko,Vaasa keskusta Vaasanpuistikko,PM10 24h,82
01.08.2023,Vaasan verkko,Vaasa keskusta Vaasanpuistikko,PM10 24h,98
29.07.2023,Vaasan verkko,Vaasa keskusta Vaasanpuistikko,PM10 24h,54
26.07.2023,Lohjan verkko,Lohja Harjula,PM10 24h,61
03.07.2023,Vaasan verkko,Vaasa keskusta Vaasanpuistikko,PM10 24h,172
29.06.2023,Kemin verkko,Kemi Biotuotetehdas,PM2.5 24h,17
29.06.2023,Etelä-Karjalan verkko,Lappeenranta Pulp,PM2.5 24h,23
28.06.2023,Kemin verkko,Kemi Biotuotetehdas,PM2.5 24h,19
28.06.2023,Etelä-Karjalan verkko,Lappeenranta Pulp,PM2.5 24h,19
27.06.2023,Kemin verkko,Kemi Biotuotetehdas,PM2.5 24h,17
26.06.2023,Kemin verkko,Kemi Biotuotetehdas,PM2.5 24h,17
26.06.2023,Vaasan verkko,Vaasa keskusta Vaasanpuistikko,PM10 24h,77
22.06.2023,Helsingin seudun verkko (HSY),Helsinki Mannerheimintie,PM2.5 24h,16
22.06.2023,Jyväskylän verkko,Jyväskylä Hannikaisenkatu,PM2.5 24h,16
22.06.2023,Jyväskylän verkko,Jyväskylä Jyskä,PM2.5 24h,17
22.06.2023,Kemin verkko,Kemi Biotuotetehdas,PM2.5 24h,23
21.06.2023,Kemin verkko,Kemi Biotuotetehdas,PM2.5 24h,17
21.06.2023,Porin verkko,Pori Paanakedonkatu,PM2.5 24h,16
21.06.2023,Turun seudun verkko,Parainen,PM10 24h,56
19.06.2023,Kemin verkko,Kemi Biotuotetehdas,PM2.5 24h,19
19.06.2023,Kemin verkko,Kemi Biotuotetehdas,PM10 24h,53
19.06.2023,Helsingin seudun verkko (HSY),Vantaa Hämeenlinnanväylä,PM10 24h,53
17.06.2023,Helsingin seudun verkko (HSY),Helsinki Mannerheimintie,PM2.5 24h,17
17.06.2023,Kotkan verkko,Kotka Kirjastotalo,PM2.5 24h,16
17.06.2023,Helsingin seudun verkko (HSY),Helsinki Mannerheimintie,PM10 24h,55
16.06.2023,Helsingin seudun verkko (HSY),Helsinki Mannerheimintie,PM2.5 24h,16
16.06.2023,Helsingin seudun verkko (HSY),Helsinki Mannerheimintie,PM10 24h,51
15.06.2023,Helsingin seudun verkko (HSY),Helsinki Mannerheimintie,PM10 24h,51
22.05.2023,Helsingin seudun verkko (HSY),Helsinki Mannerheimintie,PM10 24h,54
16.05.2023,Kemin verkko,Kemi Biotuotetehdas,PM2.5 24h,16
15.05.2023,Kemin verkko,Kemi Biotuotetehdas,PM2.5 24h,16
15.05.2023,Helsingin seudun verkko (HSY),Helsinki Mannerheimintie,PM10 24h,54
15.05.2023,Oulun verkko,Oulu keskusta 2,PM10 24h,60
12.05.2023,Helsingin seudun verkko (HSY),Helsinki Mäkelänkatu,PM10 24h,53
12.05.2023,Kemin verkko,Kemi Biotuotetehdas,PM10 24h,63
11.05.2023,Helsingin seudun verkko (HSY),Helsinki Tapanila,PM2.5 24h,16
11.05.2023,Helsingin seudun verkko (HSY),Helsinki Mäkelänkatu,PM10 24h,54
11.05.2023,Raahen verkko,Raahe keskusta,PM10 24h,56
