"Havaintoasema","Vuosi","Kuukausi","Päivä","Aika [UTC]","Pienhiukkaset <2.5 µm [µg/m3]","Hengitettävät hiukkaset <10 µm [µg/m3]"
"Imatra Teppanala","2024","4","26","00:00","3.4","4.4"
"Imatra Teppanala","2024","4","26","01:00","3.1","4.2"
"Imatra Teppanala","2024","4","26","02:00","3.2","4.3"
"Imatra Teppanala","2024","4","26","03:00","3.2","4.1"
"Imatra Teppanala","2024","4","26","04:00","3.7","4.6"
"Imatra Teppanala","2024","4","26","05:00","3.5","5.3"
"Imatra Teppanala","2024","4","26","06:00","3.7","4.4"
"Imatra Teppanala","2024","4","26","07:00","3.9","4.9"
"Imatra Teppanala","2024","4","26","08:00","7.1","8.1"
"Imatra Teppanala","2024","4","26","09:00","3.2","5.9"
"Imatra Teppanala","2024","4","26","10:00","3.8","5.3"
"Imatra Teppanala","2024","4","26","11:00","4.6","6"
"Imatra Teppanala","2024","4","26","12:00","4.1","6.4"
"Imatra Teppanala","2024","4","26","13:00","4","6.7"
"Imatra Teppanala","2024","4","26","14:00","4","6.1"
"Imatra Teppanala","2024","4","26","15:00","4.1","5.7"
"Imatra Teppanala","2024","4","26","16:00","2.7","5.3"
"Imatra Teppanala","2024","4","26","17:00","4.5","7.7"
"Imatra Teppanala","2024","4","26","18:00","4.1","8.8"
"Imatra Teppanala","2024","4","26","19:00","5.3","12.6"
"Imatra Teppanala","2024","4","26","20:00","5.1","14.3"
"Imatra Teppanala","2024","4","26","21:00","5.8","13.6"
"Imatra Teppanala","2024","4","26","22:00","6.9","12.6"
"Imatra Teppanala","2024","4","26","23:00","7","12.7"
"Imatra Teppanala","2024","4","27","00:00","6.5","9.4"
"Imatra Teppanala","2024","4","27","01:00","6.5","9"
"Imatra Teppanala","2024","4","27","02:00","6.3","10"
"Imatra Teppanala","2024","4","27","03:00","5.7","9"
"Imatra Teppanala","2024","4","27","04:00","4.8","8.5"
"Imatra Teppanala","2024","4","27","05:00","6.3","10.3"
"Imatra Teppanala","2024","4","27","06:00","7","11.6"
"Imatra Teppanala","2024","4","27","07:00","4.6","8.1"
"Imatra Teppanala","2024","4","27","08:00","5.5","8"
"Imatra Teppanala","2024","4","27","09:00","4.8","7.7"
"Imatra Teppanala","2024","4","27","10:00","3","6.4"
"Imatra Teppanala","2024","4","27","11:00","4.8","7.3"
"Imatra Teppanala","2024","4","27","12:00","3.9","7"
"Imatra Teppanala","2024","4","27","13:00","3.3","5.6"
"Imatra Teppanala","2024","4","27","14:00","4.6","5.9"
"Imatra Teppanala","2024","4","27","15:00","4.1","6.5"
"Imatra Teppanala","2024","4","27","16:00","4.8","6.8"
"Imatra Teppanala","2024","4","27","17:00","5.2","7.2"
"Imatra Teppanala","2024","4","27","18:00","5.7","7.5"
"Imatra Teppanala","2024","4","27","19:00","6.6","12.5"
"Imatra Teppanala","2024","4","27","20:00","9.7","14.3"
"Imatra Teppanala","2024","4","27","21:00","11.3","29.4"
"Imatra Teppanala","2024","4","27","22:00","9","20.5"
"Imatra Teppanala","2024","4","27","23:00","6.9","20.1"
"Imatra Teppanala","2024","4","28","00:00","8.4","20.7"
"Imatra Teppanala","2024","4","28","01:00","5.3","14.3"
"Imatra Teppanala","2024","4","28","02:00","5","14.1"
"Imatra Teppanala","2024","4","28","03:00","10.5","24.1"
"Imatra Teppanala","2024","4","28","04:00","11.8","25.5"
"Imatra Teppanala","2024","4","28","05:00","11","22"
"Imatra Teppanala","2024","4","28","06:00","8.1","13.8"
"Imatra Teppanala","2024","4","28","07:00","7.3","11.3"
"Imatra Teppanala","2024","4","28","08:00","7.4","11.7"
"Imatra Teppanala","2024","4","28","09:00","3.5","10.1"
"Imatra Teppanala","2024","4","28","10:00","3.7","8.2"
"Imatra Teppanala","2024","4","28","11:00","5.4","8.6"
"Imatra Teppanala","2024","4","28","12:00","7.2","9.3"
"Imatra Teppanala","2024","4","28","13:00","6.1","7.5"
"Imatra Teppanala","2024","4","28","14:00","6.1","8.1"
"Imatra Teppanala","2024","4","28","15:00","6.3","7.9"
"Imatra Teppanala","2024","4","28","16:00","6.1","7.4"
"Imatra Teppanala","2024","4","28","17:00","6.5","8.2"
"Imatra Teppanala","2024","4","28","18:00","7.7","11.1"
"Imatra Teppanala","2024","4","28","19:00","8.4","15"
"Imatra Teppanala","2024","4","28","20:00","8","17.6"
"Imatra Teppanala","2024","4","28","21:00","8.2","15.9"
"Imatra Teppanala","2024","4","28","22:00","8","12.4"
"Imatra Teppanala","2024","4","28","23:00","6.7","10.6"
"Imatra Teppanala","2024","4","29","00:00","6.4","9.5"
"Imatra Teppanala","2024","4","29","01:00","3.6","6"
"Imatra Teppanala","2024","4","29","02:00","5.5","6.5"
"Imatra Teppanala","2024","4","29","03:00","4.2","7.1"
"Imatra Teppanala","2024","4","29","04:00","5.6","9.7"
"Imatra Teppanala","2024","4","29","05:00","6","12"
"Imatra Teppanala","2024","4","29","06:00","5.1","11.9"
"Imatra Teppanala","2024","4","29","07:00","6.7","14.8"
"Imatra Teppanala","2024","4","29","08:00","10.5","18.8"
"Imatra Teppanala","2024","4","29","09:00","10.4","19.2"
"Imatra Teppanala","2024","4","29","10:00","8.9","17.4"
"Imatra Teppanala","2024","4","29","11:00","10.5","19.2"
"Imatra Teppanala","2024","4","29","12:00","8.7","23"
"Imatra Teppanala","2024","4","29","13:00","7.9","19.8"
"Imatra Teppanala","2024","4","29","14:00","5.6","16.8"
"Imatra Teppanala","2024","4","29","15:00","5.6","16"
"Imatra Teppanala","2024","4","29","16:00","4.8","10.2"
"Imatra Teppanala","2024","4","29","17:00","5.9","10.8"
"Imatra Teppanala","2024","4","29","18:00","7.6","13.1"
"Imatra Teppanala","2024","4","29","19:00","10.3","16.6"
"Imatra Teppanala","2024","4","29","20:00","9.5","17.5"
"Imatra Teppanala","2024","4","29","21:00","8.8","12.3"
"Imatra Teppanala","2024","4","29","22:00","9.5","12.5"
"Imatra Teppanala","2024","4","29","23:00","12.6","23.1"
"Imatra Teppanala","2024","4","30","00:00","9.3","12.8"
"Imatra Teppanala","2024","4","30","01:00","15.7","20.4"
"Imatra Teppanala","2024","4","30","02:00","23.7","32.9"
"Imatra Teppanala","2024","4","30","03:00","11.2","15.1"
"Imatra Teppanala","2024","4","30","04:00","9.8","12.2"
"Imatra Teppanala","2024","4","30","05:00","7.1","10"
"Imatra Teppanala","2024","4","30","06:00","4.7","9.3"
"Imatra Teppanala","2024","4","30","07:00","4.6","9.8"
"Imatra Teppanala","2024","4","30","08:00","4.9","10.1"
"Imatra Teppanala","2024","4","30","09:00","3.8","10.1"
"Imatra Teppanala","2024","4","30","10:00","3.5","8.6"
"Imatra Teppanala","2024","4","30","11:00","4.1","8.6"
"Imatra Teppanala","2024","4","30","12:00","3.2","7.6"
"Imatra Teppanala","2024","4","30","13:00","2.9","6.7"
"Imatra Teppanala","2024","4","30","14:00","2.9","6.2"
"Imatra Teppanala","2024","4","30","15:00","2.5","5.1"
"Imatra Teppanala","2024","4","30","16:00","2.5","5.7"
"Imatra Teppanala","2024","4","30","17:00","3.1","5.3"
"Imatra Teppanala","2024","4","30","18:00","5.6","7.5"
"Imatra Teppanala","2024","4","30","19:00","6.1","9.2"
"Imatra Teppanala","2024","4","30","20:00","4.8","6.9"
"Imatra Teppanala","2024","4","30","21:00","3.1","5.7"
"Imatra Teppanala","2024","4","30","22:00","2.7","4.3"
"Imatra Teppanala","2024","4","30","23:00","2","4.3"
"Imatra Teppanala","2024","5","1","00:00","3.1","4.5"
"Imatra Teppanala","2024","5","1","01:00","2.5","5"
"Imatra Teppanala","2024","5","1","02:00","2","4.3"
"Imatra Teppanala","2024","5","1","03:00","2.4","3.5"
"Imatra Teppanala","2024","5","1","04:00","3.4","5"
"Imatra Teppanala","2024","5","1","05:00","2.2","4.9"
"Imatra Teppanala","2024","5","1","06:00","1.8","3.9"
"Imatra Teppanala","2024","5","1","07:00","1.5","4.1"
"Imatra Teppanala","2024","5","1","08:00","2","4.8"
"Imatra Teppanala","2024","5","1","09:00","1.8","4.4"
"Imatra Teppanala","2024","5","1","10:00","1.7","4.2"
"Imatra Teppanala","2024","5","1","11:00","1.4","4.1"
"Imatra Teppanala","2024","5","1","12:00","1.5","3.9"
"Imatra Teppanala","2024","5","1","13:00","0.8","2.9"
"Imatra Teppanala","2024","5","1","14:00","1.6","3.5"
"Imatra Teppanala","2024","5","1","15:00","1.4","3.5"
"Imatra Teppanala","2024","5","1","16:00","1.6","4.1"
"Imatra Teppanala","2024","5","1","17:00","3","4.7"
"Imatra Teppanala","2024","5","1","18:00","4.4","7.5"
"Imatra Teppanala","2024","5","1","19:00","4","9.1"
"Imatra Teppanala","2024","5","1","20:00","3.6","10.1"
"Imatra Teppanala","2024","5","1","21:00","2.5","10.5"
"Imatra Teppanala","2024","5","1","22:00","2.3","6.4"
"Imatra Teppanala","2024","5","1","23:00","1.9","7.4"
"Imatra Teppanala","2024","5","2","00:00","5.1","12.1"
"Imatra Teppanala","2024","5","2","01:00","5.4","13.5"
"Imatra Teppanala","2024","5","2","02:00","5.7","12"
"Imatra Teppanala","2024","5","2","03:00","7.3","11.7"
"Imatra Teppanala","2024","5","2","04:00","6","17"
"Imatra Teppanala","2024","5","2","05:00","3","10.5"
"Imatra Teppanala","2024","5","2","06:00","1","6.3"
"Imatra Teppanala","2024","5","2","07:00","0.2","5.7"
"Imatra Teppanala","2024","5","2","08:00","0.5","3.2"
"Imatra Teppanala","2024","5","2","09:00","0.2","3.7"
"Imatra Teppanala","2024","5","2","10:00","0.8","3.3"
"Imatra Teppanala","2024","5","2","11:00","1.4","6.6"
"Imatra Teppanala","2024","5","2","12:00","1.5","5.7"
"Imatra Teppanala","2024","5","2","13:00","0.9","4.2"
"Imatra Teppanala","2024","5","2","14:00","1.6","5.2"
"Imatra Teppanala","2024","5","2","15:00","0.9","3.7"
"Imatra Teppanala","2024","5","2","16:00","1.1","4.3"
"Imatra Teppanala","2024","5","2","17:00","2.1","5"
"Imatra Teppanala","2024","5","2","18:00","3.7","8"
"Imatra Teppanala","2024","5","2","19:00","5.2","13"
"Imatra Teppanala","2024","5","2","20:00","6.5","15.2"
"Imatra Teppanala","2024","5","2","21:00","3.1","6.4"
"Imatra Teppanala","2024","5","2","22:00","3.2","6.4"
"Imatra Teppanala","2024","5","2","23:00","3.1","6.4"
"Imatra Teppanala","2024","5","3","00:00","2.6","5.1"
"Imatra Teppanala","2024","5","3","01:00","2.5","4"
"Imatra Teppanala","2024","5","3","02:00","1.8","3.7"
"Imatra Teppanala","2024","5","3","03:00","2.3","4.5"
"Imatra Teppanala","2024","5","3","04:00","3.2","5.8"
"Imatra Teppanala","2024","5","3","05:00","3","8"
"Imatra Teppanala","2024","5","3","06:00","3.1","9.5"
"Imatra Teppanala","2024","5","3","07:00","3.4","9.2"
"Imatra Teppanala","2024","5","3","08:00","3","8.4"
"Imatra Teppanala","2024","5","3","09:00","3.3","10.2"
"Imatra Teppanala","2024","5","3","10:00","2.3","10.6"
"Imatra Teppanala","2024","5","3","11:00","3.8","11.3"
"Imatra Teppanala","2024","5","3","12:00","3.2","11.2"
"Imatra Teppanala","2024","5","3","13:00","4","11"
"Imatra Teppanala","2024","5","3","14:00","5","12.7"
"Imatra Teppanala","2024","5","3","15:00","5.4","13.3"
"Imatra Teppanala","2024","5","3","16:00","5.5","13.3"
"Imatra Teppanala","2024","5","3","17:00","4.2","16.7"
"Imatra Teppanala","2024","5","3","18:00","6.8","12.9"
"Imatra Teppanala","2024","5","3","19:00","6.4","10.6"
"Imatra Teppanala","2024","5","3","20:00","6.3","9.2"
"Imatra Teppanala","2024","5","3","21:00","5.4","9.3"
"Imatra Teppanala","2024","5","3","22:00","5.2","8.5"
"Imatra Teppanala","2024","5","3","23:00","5.6","8.8"
"Imatra Teppanala","2024","5","4","00:00","5.5","8.8"
"Imatra Teppanala","2024","5","4","01:00","6.6","10.4"
"Imatra Teppanala","2024","5","4","02:00","7.3","12.5"
"Imatra Teppanala","2024","5","4","03:00","7.9","15.5"
"Imatra Teppanala","2024","5","4","04:00","10.9","18.2"
"Imatra Teppanala","2024","5","4","05:00","10","21.6"
"Imatra Teppanala","2024","5","4","06:00","8.8","17.9"
"Imatra Teppanala","2024","5","4","07:00","6.4","15.6"
"Imatra Teppanala","2024","5","4","08:00","27.2","33.6"
"Imatra Teppanala","2024","5","4","09:00","2.7","13.4"
"Imatra Teppanala","2024","5","4","10:00","3.4","7.5"
"Imatra Teppanala","2024","5","4","11:00","3","7.3"
"Imatra Teppanala","2024","5","4","12:00","2.1","6.5"
"Imatra Teppanala","2024","5","4","13:00","2.3","7.1"
"Imatra Teppanala","2024","5","4","14:00","6.8","10.1"
"Imatra Teppanala","2024","5","4","15:00","3.8","7.6"
"Imatra Teppanala","2024","5","4","16:00","4.2","5.6"
"Imatra Teppanala","2024","5","4","17:00","3.6","6.5"
"Imatra Teppanala","2024","5","4","18:00","3.8","5.9"
"Imatra Teppanala","2024","5","4","19:00","6.5","10.5"
"Imatra Teppanala","2024","5","4","20:00","6","13.7"
"Imatra Teppanala","2024","5","4","21:00","5.1","9.4"
"Imatra Teppanala","2024","5","4","22:00","4.1","6.4"
"Imatra Teppanala","2024","5","4","23:00","3.6","5.4"
"Imatra Teppanala","2024","5","5","00:00","3.4","5.1"
"Imatra Teppanala","2024","5","5","01:00","1.7","3"
"Imatra Teppanala","2024","5","5","02:00","1.7","3"
"Imatra Teppanala","2024","5","5","03:00","2.5","3.5"
"Imatra Teppanala","2024","5","5","04:00","3.9","4.8"
"Imatra Teppanala","2024","5","5","05:00","3.4","5"
"Imatra Teppanala","2024","5","5","06:00","2.6","4.3"
"Imatra Teppanala","2024","5","5","07:00","2.9","5.1"
"Imatra Teppanala","2024","5","5","08:00","3.2","5.1"
"Imatra Teppanala","2024","5","5","09:00","3.4","4.6"
"Imatra Teppanala","2024","5","5","10:00","3.4","4.8"
"Imatra Teppanala","2024","5","5","11:00","3","5"
"Imatra Teppanala","2024","5","5","12:00","2.3","4.6"
"Imatra Teppanala","2024","5","5","13:00","2.9","5.4"
"Imatra Teppanala","2024","5","5","14:00","3","4.9"
"Imatra Teppanala","2024","5","5","15:00","3.8","5.6"
"Imatra Teppanala","2024","5","5","16:00","3.1","5.5"
"Imatra Teppanala","2024","5","5","17:00","3.5","5.3"
"Imatra Teppanala","2024","5","5","18:00","3","4.9"
"Imatra Teppanala","2024","5","5","19:00","3","4.7"
"Imatra Teppanala","2024","5","5","20:00","3.1","4.1"
"Imatra Teppanala","2024","5","5","21:00","3.7","5.4"
"Imatra Teppanala","2024","5","5","22:00","3.3","5.7"
"Imatra Teppanala","2024","5","5","23:00","2.3","4.9"
"Imatra Teppanala","2024","5","6","00:00","3.3","4.9"
"Imatra Teppanala","2024","5","6","01:00","3.5","5.6"
"Imatra Teppanala","2024","5","6","02:00","2.9","5.2"
"Imatra Teppanala","2024","5","6","03:00","3.2","7.9"
"Imatra Teppanala","2024","5","6","04:00","3.2","5.8"
"Imatra Teppanala","2024","5","6","05:00","2.5","4.9"
"Imatra Teppanala","2024","5","6","06:00","2.7","6.9"
"Imatra Teppanala","2024","5","6","07:00","3.2","7"
"Imatra Teppanala","2024","5","6","08:00","2.3","9.4"
"Imatra Teppanala","2024","5","6","09:00","3.1","6.4"
"Imatra Teppanala","2024","5","6","10:00","3.9","8"
"Imatra Teppanala","2024","5","6","11:00","2.6","6.6"
"Imatra Teppanala","2024","5","6","12:00","3.5","6.2"
"Imatra Teppanala","2024","5","6","13:00","2.8","6.9"
"Imatra Teppanala","2024","5","6","14:00","4.2","11.7"
"Imatra Teppanala","2024","5","6","15:00","4","10"
"Imatra Teppanala","2024","5","6","16:00","4.1","8"
"Imatra Teppanala","2024","5","6","17:00","3.2","7.9"
"Imatra Teppanala","2024","5","6","18:00","4","7.5"
"Imatra Teppanala","2024","5","6","19:00","3.9","7.4"
"Imatra Teppanala","2024","5","6","20:00","3.1","6.9"
"Imatra Teppanala","2024","5","6","21:00","2.6","5.7"
"Imatra Teppanala","2024","5","6","22:00","2.3","4.2"
"Imatra Teppanala","2024","5","6","23:00","2.5","4.3"
"Imatra Teppanala","2024","5","7","00:00","2.5","4.6"
"Imatra Teppanala","2024","5","7","01:00","3.6","6.8"
"Imatra Teppanala","2024","5","7","02:00","5.1","8"
"Imatra Teppanala","2024","5","7","03:00","5.9","10.4"
"Imatra Teppanala","2024","5","7","04:00","2.2","6.3"
"Imatra Teppanala","2024","5","7","05:00","2.4","8.1"
"Imatra Teppanala","2024","5","7","06:00","3","8"
"Imatra Teppanala","2024","5","7","07:00","2.3","8"
"Imatra Teppanala","2024","5","7","08:00","1.3","5.4"
"Imatra Teppanala","2024","5","7","09:00","2.7","6.6"
"Imatra Teppanala","2024","5","7","10:00","3.9","9.3"
"Imatra Teppanala","2024","5","7","11:00","2.9","13.2"
"Imatra Teppanala","2024","5","7","12:00","2.9","20"
"Imatra Teppanala","2024","5","7","13:00","4.6","25.7"
"Imatra Teppanala","2024","5","7","14:00","3.3","11.9"
"Imatra Teppanala","2024","5","7","15:00","5.8","12"
"Imatra Teppanala","2024","5","7","16:00","2.9","5.7"
"Imatra Teppanala","2024","5","7","17:00","3.7","6.6"
"Imatra Teppanala","2024","5","7","18:00","4.6","7"
"Imatra Teppanala","2024","5","7","19:00","5","8.1"
"Imatra Teppanala","2024","5","7","20:00","4.8","6"
"Imatra Teppanala","2024","5","7","21:00","6","6.8"
"Imatra Teppanala","2024","5","7","22:00","6.1","6.6"
"Imatra Teppanala","2024","5","7","23:00","5.6","6.6"
"Imatra Teppanala","2024","5","8","00:00","6","7"
"Imatra Teppanala","2024","5","8","01:00","6.7","7.4"
"Imatra Teppanala","2024","5","8","02:00","5.8","7.2"
"Imatra Teppanala","2024","5","8","03:00","5.7","7.8"
"Imatra Teppanala","2024","5","8","04:00","5","8.7"
"Imatra Teppanala","2024","5","8","05:00","6.6","9.3"
"Imatra Teppanala","2024","5","8","06:00","6.6","10.4"
"Imatra Teppanala","2024","5","8","07:00","5.7","10.2"
"Imatra Teppanala","2024","5","8","08:00","5.5","9"
"Imatra Teppanala","2024","5","8","09:00","5.3","8.3"
"Imatra Teppanala","2024","5","8","10:00","5.2","8.3"
"Imatra Teppanala","2024","5","8","11:00","6","8.3"
"Imatra Teppanala","2024","5","8","12:00","5.1","8.4"
"Imatra Teppanala","2024","5","8","13:00","4.4","8"
"Imatra Teppanala","2024","5","8","14:00","4.8","7.7"
"Imatra Teppanala","2024","5","8","15:00","5.4","7.7"
"Imatra Teppanala","2024","5","8","16:00","6.2","8.3"
"Imatra Teppanala","2024","5","8","17:00","4.1","7.2"
"Imatra Teppanala","2024","5","8","18:00","4.7","7.8"
"Imatra Teppanala","2024","5","8","19:00","5.2","10"
"Imatra Teppanala","2024","5","8","20:00","10.7","13.1"
"Imatra Teppanala","2024","5","8","21:00","10.8","17.2"
"Imatra Teppanala","2024","5","8","22:00","4.6","7.6"
"Imatra Teppanala","2024","5","8","23:00","7.4","18"
"Imatra Teppanala","2024","5","9","00:00","6.4","14.8"
"Imatra Teppanala","2024","5","9","01:00","5.7","8.6"
"Imatra Teppanala","2024","5","9","02:00","8.9","12.7"
"Imatra Teppanala","2024","5","9","03:00","12.7","24.1"
"Imatra Teppanala","2024","5","9","04:00","12.4","22.2"
"Imatra Teppanala","2024","5","9","05:00","12.5","27.2"
"Imatra Teppanala","2024","5","9","06:00","1.1","6"
"Imatra Teppanala","2024","5","9","07:00","1.3","4.2"
"Imatra Teppanala","2024","5","9","08:00","1","3.7"
"Imatra Teppanala","2024","5","9","09:00","1.7","3.9"
"Imatra Teppanala","2024","5","9","10:00","1","5.1"
"Imatra Teppanala","2024","5","9","11:00","1.7","5.8"
"Imatra Teppanala","2024","5","9","12:00","2.2","5.5"
"Imatra Teppanala","2024","5","9","13:00","2.7","5.5"
"Imatra Teppanala","2024","5","9","14:00","3.1","5.5"
"Imatra Teppanala","2024","5","9","15:00","2.8","5.2"
"Imatra Teppanala","2024","5","9","16:00","2.4","5.2"
"Imatra Teppanala","2024","5","9","17:00","2.3","6.4"
"Imatra Teppanala","2024","5","9","18:00","4.1","6.2"
"Imatra Teppanala","2024","5","9","19:00","7","16.8"
"Imatra Teppanala","2024","5","9","20:00","4.7","24.7"
"Imatra Teppanala","2024","5","9","21:00","4.8","12.7"
"Imatra Teppanala","2024","5","9","22:00","4.3","8.9"
"Imatra Teppanala","2024","5","9","23:00","7","16.2"
"Imatra Teppanala","2024","5","10","00:00","5.8","12.7"
"Imatra Teppanala","2024","5","10","01:00","6.6","10.9"
"Imatra Teppanala","2024","5","10","02:00","5.9","11.1"
"Imatra Teppanala","2024","5","10","03:00","6.2","10.9"
"Imatra Teppanala","2024","5","10","04:00","4.3","8.3"
"Imatra Teppanala","2024","5","10","05:00","4.5","8.1"
"Imatra Teppanala","2024","5","10","06:00","4","6.6"
"Imatra Teppanala","2024","5","10","07:00","3.1","5"
"Imatra Teppanala","2024","5","10","08:00","3.2","4.8"
"Imatra Teppanala","2024","5","10","09:00","3.3","4.9"
"Imatra Teppanala","2024","5","10","10:00","3","4.8"
"Imatra Teppanala","2024","5","10","11:00","2.6","4.4"
"Imatra Teppanala","2024","5","10","12:00","2.1","3.7"
"Imatra Teppanala","2024","5","10","13:00","1.2","3.3"
"Imatra Teppanala","2024","5","10","14:00","0","2.9"
"Imatra Teppanala","2024","5","10","15:00","0.5","3.2"
"Imatra Teppanala","2024","5","10","16:00","1.1","3.7"
"Imatra Teppanala","2024","5","10","17:00","2.1","6.2"
"Imatra Teppanala","2024","5","10","18:00","3.8","5.8"
"Imatra Teppanala","2024","5","10","19:00","4.1","8.1"
"Imatra Teppanala","2024","5","10","20:00","4.6","7.2"
"Imatra Teppanala","2024","5","10","21:00","2.8","4.6"
"Imatra Teppanala","2024","5","10","22:00","2.9","3.9"
"Imatra Teppanala","2024","5","10","23:00","4.6","5"
"Imatra Teppanala","2024","5","11","00:00","4.9","5.2"
"Imatra Teppanala","2024","5","11","01:00","4.6","6.1"
"Imatra Teppanala","2024","5","11","02:00","4.2","5.6"
"Imatra Teppanala","2024","5","11","03:00","4.2","5"
"Imatra Teppanala","2024","5","11","04:00","4.5","5.6"
"Imatra Teppanala","2024","5","11","05:00","3","4.3"
"Imatra Teppanala","2024","5","11","06:00","3.3","4.7"
"Imatra Teppanala","2024","5","11","07:00","3.1","4.9"
"Imatra Teppanala","2024","5","11","08:00","2.8","5"
"Imatra Teppanala","2024","5","11","09:00","3.6","5.8"
"Imatra Teppanala","2024","5","11","10:00","3","5.4"
"Imatra Teppanala","2024","5","11","11:00","3.1","5"
"Imatra Teppanala","2024","5","11","12:00","3","5.7"
"Imatra Teppanala","2024","5","11","13:00","3","5.9"
"Imatra Teppanala","2024","5","11","14:00","2.6","5.5"
"Imatra Teppanala","2024","5","11","15:00","3.3","5.4"
"Imatra Teppanala","2024","5","11","16:00","3.5","6.8"
"Imatra Teppanala","2024","5","11","17:00","3.6","6.3"
"Imatra Teppanala","2024","5","11","18:00","4.7","6.6"
"Imatra Teppanala","2024","5","11","19:00","5.3","7.3"
"Imatra Teppanala","2024","5","11","20:00","7.1","10.4"
"Imatra Teppanala","2024","5","11","21:00","5.1","10.1"
"Imatra Teppanala","2024","5","11","22:00","3.5","6.3"
"Imatra Teppanala","2024","5","11","23:00","4.9","7.1"
"Imatra Teppanala","2024","5","12","00:00","4.9","8"
"Imatra Teppanala","2024","5","12","01:00","4.5","7.3"
"Imatra Teppanala","2024","5","12","02:00","4.4","6.7"
"Imatra Teppanala","2024","5","12","03:00","6","9.8"
"Imatra Teppanala","2024","5","12","04:00","2.8","6.4"
"Imatra Teppanala","2024","5","12","05:00","2","4.3"
"Imatra Teppanala","2024","5","12","06:00","3.4","4.8"
"Imatra Teppanala","2024","5","12","07:00","2.3","5"
"Imatra Teppanala","2024","5","12","08:00","2.3","5"
"Imatra Teppanala","2024","5","12","09:00","2","4.6"
"Imatra Teppanala","2024","5","12","10:00","2.5","4.9"
"Imatra Teppanala","2024","5","12","11:00","2.5","4.7"
"Imatra Teppanala","2024","5","12","12:00","2.2","4.7"
"Imatra Teppanala","2024","5","12","13:00","2.1","4.5"
"Imatra Teppanala","2024","5","12","14:00","1.7","4.2"
"Imatra Teppanala","2024","5","12","15:00","2.3","4.5"
"Imatra Teppanala","2024","5","12","16:00","2.2","4.4"
"Imatra Teppanala","2024","5","12","17:00","2.7","5.1"
"Imatra Teppanala","2024","5","12","18:00","6","11.1"
"Imatra Teppanala","2024","5","12","19:00","6.2","18"
"Imatra Teppanala","2024","5","12","20:00","4.6","10.9"
"Imatra Teppanala","2024","5","12","21:00","5.4","11.7"
"Imatra Teppanala","2024","5","12","22:00","4.8","8.8"
"Imatra Teppanala","2024","5","12","23:00","4.6","8.8"
"Imatra Teppanala","2024","5","13","00:00","4.4","7.8"
"Imatra Teppanala","2024","5","13","01:00","4.8","8.2"
"Imatra Teppanala","2024","5","13","02:00","4.6","8.3"
"Imatra Teppanala","2024","5","13","03:00","4.7","9.4"
"Imatra Teppanala","2024","5","13","04:00","5.7","12"
"Imatra Teppanala","2024","5","13","05:00","5.8","11.6"
"Imatra Teppanala","2024","5","13","06:00","2.8","9"
"Imatra Teppanala","2024","5","13","07:00","2.6","7.4"
"Imatra Teppanala","2024","5","13","08:00","3.1","8.8"
"Imatra Teppanala","2024","5","13","09:00","4.9","10.7"
"Imatra Teppanala","2024","5","13","10:00","3.7","7.9"
"Imatra Teppanala","2024","5","13","11:00","3.3","7.9"
"Imatra Teppanala","2024","5","13","12:00","3.2","7.6"
"Imatra Teppanala","2024","5","13","13:00","2.2","5.8"
"Imatra Teppanala","2024","5","13","14:00","2","5.6"
"Imatra Teppanala","2024","5","13","15:00","2.3","5.4"
"Imatra Teppanala","2024","5","13","16:00","2.6","5.6"
"Imatra Teppanala","2024","5","13","17:00","2.8","6.6"
"Imatra Teppanala","2024","5","13","18:00","3.3","7"
"Imatra Teppanala","2024","5","13","19:00","3.7","10.1"
"Imatra Teppanala","2024","5","13","20:00","3","5.2"
"Imatra Teppanala","2024","5","13","21:00","3.1","6.6"
"Imatra Teppanala","2024","5","13","22:00","6.6","15.5"
"Imatra Teppanala","2024","5","13","23:00","5.6","19.5"
"Imatra Teppanala","2024","5","14","00:00","5.2","16.6"
"Imatra Teppanala","2024","5","14","01:00","6.6","19.2"
"Imatra Teppanala","2024","5","14","02:00","6.1","17.8"
"Imatra Teppanala","2024","5","14","03:00","7.2","19.7"
"Imatra Teppanala","2024","5","14","04:00","7.1","24.2"
"Imatra Teppanala","2024","5","14","05:00","6.1","15.4"
"Imatra Teppanala","2024","5","14","06:00","11.1","20.8"
"Imatra Teppanala","2024","5","14","07:00","8.1","21.9"
"Imatra Teppanala","2024","5","14","08:00","6.4","18.5"
"Imatra Teppanala","2024","5","14","09:00","3.7","11.6"
"Imatra Teppanala","2024","5","14","10:00","3.1","8.6"
"Imatra Teppanala","2024","5","14","11:00","4.1","9.5"
"Imatra Teppanala","2024","5","14","12:00","-","-"
"Imatra Teppanala","2024","5","14","13:00","-","-"
"Imatra Teppanala","2024","5","14","14:00","-","0.2"
"Imatra Teppanala","2024","5","14","15:00","0.1","7.6"
"Imatra Teppanala","2024","5","14","16:00","1.6","8.2"
"Imatra Teppanala","2024","5","14","17:00","2.9","8.9"
"Imatra Teppanala","2024","5","14","18:00","4.2","16.2"
"Imatra Teppanala","2024","5","14","19:00","3.5","11"
"Imatra Teppanala","2024","5","14","20:00","3.4","10.5"
"Imatra Teppanala","2024","5","14","21:00","3.7","9"
"Imatra Teppanala","2024","5","14","22:00","4","9.1"
"Imatra Teppanala","2024","5","14","23:00","4.8","9.1"
