"Havaintoasema","Vuosi","Kuukausi","Päivä","Aika [UTC]","Pienhiukkaset <2.5 µm [µg/m3]","Hengitettävät hiukkaset <10 µm [µg/m3]"
"Imatra Teppanala","2024","5","15","00:00","4.6","10.4"
"Imatra Teppanala","2024","5","15","01:00","2.2","6.6"
"Imatra Teppanala","2024","5","15","02:00","6.3","11.3"
"Imatra Teppanala","2024","5","15","03:00","5.1","10.1"
"Imatra Teppanala","2024","5","15","04:00","2.5","8.6"
"Imatra Teppanala","2024","5","15","05:00","4","13.6"
"Imatra Teppanala","2024","5","15","06:00","7.5","29"
"Imatra Teppanala","2024","5","15","07:00","7.2","23"
"Imatra Teppanala","2024","5","15","08:00","9.3","23.1"
"Imatra Teppanala","2024","5","15","09:00","4.3","17.5"
"Imatra Teppanala","2024","5","15","10:00","6.8","22.6"
"Imatra Teppanala","2024","5","15","11:00","4.2","20.4"
"Imatra Teppanala","2024","5","15","12:00","5.7","26.6"
"Imatra Teppanala","2024","5","15","13:00","5.3","19.1"
"Imatra Teppanala","2024","5","15","14:00","24.8","25.9"
"Imatra Teppanala","2024","5","15","15:00","35.2","47.2"
"Imatra Teppanala","2024","5","15","16:00","5.8","21.6"
"Imatra Teppanala","2024","5","15","17:00","4.9","24.2"
"Imatra Teppanala","2024","5","15","18:00","4","13.9"
"Imatra Teppanala","2024","5","15","19:00","3.9","13.3"
"Imatra Teppanala","2024","5","15","20:00","4.3","13.3"
"Imatra Teppanala","2024","5","15","21:00","4.2","13"
"Imatra Teppanala","2024","5","15","22:00","8","16.4"
"Imatra Teppanala","2024","5","15","23:00","7.3","16.6"
"Imatra Teppanala","2024","5","16","00:00","8.9","19.8"
"Imatra Teppanala","2024","5","16","01:00","6.8","18.4"
"Imatra Teppanala","2024","5","16","02:00","5","13.3"
"Imatra Teppanala","2024","5","16","03:00","4.2","13.5"
"Imatra Teppanala","2024","5","16","04:00","3.4","14.9"
"Imatra Teppanala","2024","5","16","05:00","3.5","16.4"
"Imatra Teppanala","2024","5","16","06:00","4.1","16.4"
"Imatra Teppanala","2024","5","16","07:00","3.7","18.6"
"Imatra Teppanala","2024","5","16","08:00","7.3","20.8"
"Imatra Teppanala","2024","5","16","09:00","4.6","15.7"
"Imatra Teppanala","2024","5","16","10:00","4.9","17.6"
"Imatra Teppanala","2024","5","16","11:00","4.9","17.8"
"Imatra Teppanala","2024","5","16","12:00","5.2","15.6"
"Imatra Teppanala","2024","5","16","13:00","5.5","14.4"
"Imatra Teppanala","2024","5","16","14:00","5.5","14.8"
"Imatra Teppanala","2024","5","16","15:00","5.4","13.8"
"Imatra Teppanala","2024","5","16","16:00","6.3","13.8"
"Imatra Teppanala","2024","5","16","17:00","5.9","12.7"
"Imatra Teppanala","2024","5","16","18:00","7.2","13.2"
"Imatra Teppanala","2024","5","16","19:00","6.9","13"
"Imatra Teppanala","2024","5","16","20:00","7.1","12"
"Imatra Teppanala","2024","5","16","21:00","6","12.5"
"Imatra Teppanala","2024","5","16","22:00","4.7","9"
"Imatra Teppanala","2024","5","16","23:00","2.6","5.8"
"Imatra Teppanala","2024","5","17","00:00","4.8","7.9"
"Imatra Teppanala","2024","5","17","01:00","7.2","10.5"
"Imatra Teppanala","2024","5","17","02:00","7.4","8.8"
"Imatra Teppanala","2024","5","17","03:00","3.2","6.4"
"Imatra Teppanala","2024","5","17","04:00","2.9","9.4"
"Imatra Teppanala","2024","5","17","05:00","1.6","7.5"
"Imatra Teppanala","2024","5","17","06:00","0.8","5.6"
"Imatra Teppanala","2024","5","17","07:00","-0.2","6.3"
"Imatra Teppanala","2024","5","17","08:00","1.1","6.5"
"Imatra Teppanala","2024","5","17","09:00","3.2","12.7"
"Imatra Teppanala","2024","5","17","10:00","1.9","14.3"
"Imatra Teppanala","2024","5","17","11:00","3","7.3"
"Imatra Teppanala","2024","5","17","12:00","0.8","6.4"
"Imatra Teppanala","2024","5","17","13:00","1.2","6.2"
"Imatra Teppanala","2024","5","17","14:00","1.5","6.5"
"Imatra Teppanala","2024","5","17","15:00","3.6","10.4"
"Imatra Teppanala","2024","5","17","16:00","3.3","10.7"
"Imatra Teppanala","2024","5","17","17:00","3.9","11.8"
"Imatra Teppanala","2024","5","17","18:00","4.2","16.3"
"Imatra Teppanala","2024","5","17","19:00","4.2","18"
"Imatra Teppanala","2024","5","17","20:00","5.4","32.4"
"Imatra Teppanala","2024","5","17","21:00","10","31.7"
"Imatra Teppanala","2024","5","17","22:00","7.4","18.3"
"Imatra Teppanala","2024","5","17","23:00","7.4","13.2"
"Imatra Teppanala","2024","5","18","00:00","8.3","15.5"
"Imatra Teppanala","2024","5","18","01:00","8","18.2"
"Imatra Teppanala","2024","5","18","02:00","6.7","13.8"
"Imatra Teppanala","2024","5","18","03:00","6.3","13.4"
"Imatra Teppanala","2024","5","18","04:00","7.8","18.4"
"Imatra Teppanala","2024","5","18","05:00","8.5","18.7"
"Imatra Teppanala","2024","5","18","06:00","2.3","11.8"
"Imatra Teppanala","2024","5","18","07:00","2.1","10.2"
"Imatra Teppanala","2024","5","18","08:00","2.9","11.3"
"Imatra Teppanala","2024","5","18","09:00","3.5","14.9"
"Imatra Teppanala","2024","5","18","10:00","2.6","10.9"
"Imatra Teppanala","2024","5","18","11:00","2","10.4"
"Imatra Teppanala","2024","5","18","12:00","2.1","8.3"
"Imatra Teppanala","2024","5","18","13:00","2.7","8.6"
"Imatra Teppanala","2024","5","18","14:00","2.1","9.6"
"Imatra Teppanala","2024","5","18","15:00","2.3","11.2"
"Imatra Teppanala","2024","5","18","16:00","3.5","11.4"
"Imatra Teppanala","2024","5","18","17:00","2.9","12.4"
"Imatra Teppanala","2024","5","18","18:00","5.2","13.8"
"Imatra Teppanala","2024","5","18","19:00","6.9","84.1"
"Imatra Teppanala","2024","5","18","20:00","4.9","45.2"
"Imatra Teppanala","2024","5","18","21:00","4.4","14.7"
"Imatra Teppanala","2024","5","18","22:00","4.8","11.9"
"Imatra Teppanala","2024","5","18","23:00","4.4","10.7"
"Imatra Teppanala","2024","5","19","00:00","4.9","13.8"
"Imatra Teppanala","2024","5","19","01:00","6.6","14.9"
"Imatra Teppanala","2024","5","19","02:00","7.6","15.2"
"Imatra Teppanala","2024","5","19","03:00","9.8","17.6"
"Imatra Teppanala","2024","5","19","04:00","10.7","19.5"
"Imatra Teppanala","2024","5","19","05:00","13.6","22.6"
"Imatra Teppanala","2024","5","19","06:00","7","20.4"
"Imatra Teppanala","2024","5","19","07:00","4.5","15.6"
"Imatra Teppanala","2024","5","19","08:00","5.1","15.4"
"Imatra Teppanala","2024","5","19","09:00","5.4","22.4"
"Imatra Teppanala","2024","5","19","10:00","5.3","30.8"
"Imatra Teppanala","2024","5","19","11:00","6.5","29.8"
"Imatra Teppanala","2024","5","19","12:00","6","24"
"Imatra Teppanala","2024","5","19","13:00","4.6","18.2"
"Imatra Teppanala","2024","5","19","14:00","4.5","14.8"
"Imatra Teppanala","2024","5","19","15:00","7.2","19.2"
"Imatra Teppanala","2024","5","19","16:00","6.3","24.2"
"Imatra Teppanala","2024","5","19","17:00","5.6","22.6"
"Imatra Teppanala","2024","5","19","18:00","6.3","15.8"
"Imatra Teppanala","2024","5","19","19:00","6.5","13.9"
"Imatra Teppanala","2024","5","19","20:00","6.9","14.2"
"Imatra Teppanala","2024","5","19","21:00","5.8","12.1"
"Imatra Teppanala","2024","5","19","22:00","5.8","12.3"
"Imatra Teppanala","2024","5","19","23:00","7.9","13.9"
"Imatra Teppanala","2024","5","20","00:00","8.9","17.1"
"Imatra Teppanala","2024","5","20","01:00","8","15.1"
"Imatra Teppanala","2024","5","20","02:00","5.4","10.7"
"Imatra Teppanala","2024","5","20","03:00","4.2","8.7"
"Imatra Teppanala","2024","5","20","04:00","4.1","8.9"
"Imatra Teppanala","2024","5","20","05:00","1.6","7.6"
"Imatra Teppanala","2024","5","20","06:00","2.3","7.7"
"Imatra Teppanala","2024","5","20","07:00","0","8.7"
"Imatra Teppanala","2024","5","20","08:00","0.2","6.2"
"Imatra Teppanala","2024","5","20","09:00","1.8","5.9"
"Imatra Teppanala","2024","5","20","10:00","1.5","5.6"
"Imatra Teppanala","2024","5","20","11:00","1.6","4.1"
"Imatra Teppanala","2024","5","20","12:00","1.4","4.9"
"Imatra Teppanala","2024","5","20","13:00","1.5","7.2"
"Imatra Teppanala","2024","5","20","14:00","0.8","5"
"Imatra Teppanala","2024","5","20","15:00","1.8","5.2"
"Imatra Teppanala","2024","5","20","16:00","1.4","5.9"
"Imatra Teppanala","2024","5","20","17:00","2.2","6.3"
"Imatra Teppanala","2024","5","20","18:00","4","7.5"
"Imatra Teppanala","2024","5","20","19:00","4.1","8.1"
"Imatra Teppanala","2024","5","20","20:00","2.9","7.8"
"Imatra Teppanala","2024","5","20","21:00","4.5","8.1"
"Imatra Teppanala","2024","5","20","22:00","5.8","9"
"Imatra Teppanala","2024","5","20","23:00","5.6","9.7"
"Imatra Teppanala","2024","5","21","00:00","5.5","10"
"Imatra Teppanala","2024","5","21","01:00","3.3","9.2"
"Imatra Teppanala","2024","5","21","02:00","3.3","5.8"
"Imatra Teppanala","2024","5","21","03:00","3.7","6.9"
"Imatra Teppanala","2024","5","21","04:00","3.7","8.2"
"Imatra Teppanala","2024","5","21","05:00","2.6","7.8"
"Imatra Teppanala","2024","5","21","06:00","1.9","7.5"
"Imatra Teppanala","2024","5","21","07:00","1.2","9"
"Imatra Teppanala","2024","5","21","08:00","0.7","9.2"
"Imatra Teppanala","2024","5","21","09:00","0.9","6.8"
"Imatra Teppanala","2024","5","21","10:00","1.2","5.6"
"Imatra Teppanala","2024","5","21","11:00","2.2","6.7"
"Imatra Teppanala","2024","5","21","12:00","1.8","7"
"Imatra Teppanala","2024","5","21","13:00","1.7","6.8"
"Imatra Teppanala","2024","5","21","14:00","2.3","5.6"
"Imatra Teppanala","2024","5","21","15:00","2.2","5.9"
"Imatra Teppanala","2024","5","21","16:00","1.8","5.7"
"Imatra Teppanala","2024","5","21","17:00","1.8","6.7"
"Imatra Teppanala","2024","5","21","18:00","2.9","7.2"
"Imatra Teppanala","2024","5","21","19:00","4.9","14.3"
"Imatra Teppanala","2024","5","21","20:00","5.8","34.7"
"Imatra Teppanala","2024","5","21","21:00","4.4","18.5"
"Imatra Teppanala","2024","5","21","22:00","4","10.2"
"Imatra Teppanala","2024","5","21","23:00","4.2","10.9"
"Imatra Teppanala","2024","5","22","00:00","5.4","12.3"
"Imatra Teppanala","2024","5","22","01:00","4.9","10.7"
"Imatra Teppanala","2024","5","22","02:00","5.6","11.3"
"Imatra Teppanala","2024","5","22","03:00","6","15"
"Imatra Teppanala","2024","5","22","04:00","7.9","18.1"
"Imatra Teppanala","2024","5","22","05:00","7.7","19"
"Imatra Teppanala","2024","5","22","06:00","6.9","30.3"
"Imatra Teppanala","2024","5","22","07:00","1.8","21.2"
"Imatra Teppanala","2024","5","22","08:00","1.6","11.4"
"Imatra Teppanala","2024","5","22","09:00","2.3","9.7"
"Imatra Teppanala","2024","5","22","10:00","3.9","9.7"
"Imatra Teppanala","2024","5","22","11:00","3.7","11.1"
"Imatra Teppanala","2024","5","22","12:00","3.3","9.2"
"Imatra Teppanala","2024","5","22","13:00","2.2","7.2"
"Imatra Teppanala","2024","5","22","14:00","1.7","6.5"
"Imatra Teppanala","2024","5","22","15:00","2.8","6.5"
"Imatra Teppanala","2024","5","22","16:00","2.5","7.8"
"Imatra Teppanala","2024","5","22","17:00","3.4","8.1"
"Imatra Teppanala","2024","5","22","18:00","4.3","11"
"Imatra Teppanala","2024","5","22","19:00","4.7","16.1"
"Imatra Teppanala","2024","5","22","20:00","4.5","17"
"Imatra Teppanala","2024","5","22","21:00","4.9","12.9"
"Imatra Teppanala","2024","5","22","22:00","6.4","16.6"
"Imatra Teppanala","2024","5","22","23:00","8","20.8"
"Imatra Teppanala","2024","5","23","00:00","11","23.6"
"Imatra Teppanala","2024","5","23","01:00","12.7","32.8"
"Imatra Teppanala","2024","5","23","02:00","10.7","24.7"
"Imatra Teppanala","2024","5","23","03:00","9.9","22.3"
"Imatra Teppanala","2024","5","23","04:00","8.4","22.8"
"Imatra Teppanala","2024","5","23","05:00","7.9","18.9"
"Imatra Teppanala","2024","5","23","06:00","7.6","20.7"
"Imatra Teppanala","2024","5","23","07:00","15.7","33.6"
"Imatra Teppanala","2024","5","23","08:00","6.8","18.7"
"Imatra Teppanala","2024","5","23","09:00","5.6","16.4"
"Imatra Teppanala","2024","5","23","10:00","5.2","15.8"
"Imatra Teppanala","2024","5","23","11:00","5.8","13.8"
"Imatra Teppanala","2024","5","23","12:00","4.4","13.1"
"Imatra Teppanala","2024","5","23","13:00","5.1","13.5"
"Imatra Teppanala","2024","5","23","14:00","4.4","14.3"
"Imatra Teppanala","2024","5","23","15:00","6.1","15.6"
"Imatra Teppanala","2024","5","23","16:00","7.3","16.5"
"Imatra Teppanala","2024","5","23","17:00","7.4","15.4"
"Imatra Teppanala","2024","5","23","18:00","9","18.5"
"Imatra Teppanala","2024","5","23","19:00","10.4","23.1"
"Imatra Teppanala","2024","5","23","20:00","9.5","22.1"
"Imatra Teppanala","2024","5","23","21:00","7.7","25.7"
"Imatra Teppanala","2024","5","23","22:00","7.3","14.9"
"Imatra Teppanala","2024","5","23","23:00","7.4","12.8"
"Imatra Teppanala","2024","5","24","00:00","8","13.4"
"Imatra Teppanala","2024","5","24","01:00","9.4","19.7"
"Imatra Teppanala","2024","5","24","02:00","10.8","19.3"
"Imatra Teppanala","2024","5","24","03:00","11.4","22.1"
"Imatra Teppanala","2024","5","24","04:00","13.2","25.1"
"Imatra Teppanala","2024","5","24","05:00","12.6","27.5"
"Imatra Teppanala","2024","5","24","06:00","6.5","19.1"
"Imatra Teppanala","2024","5","24","07:00","4.5","16.4"
"Imatra Teppanala","2024","5","24","08:00","5.3","15.9"
"Imatra Teppanala","2024","5","24","09:00","4","18.2"
"Imatra Teppanala","2024","5","24","10:00","3.4","15.4"
"Imatra Teppanala","2024","5","24","11:00","2.8","15.8"
"Imatra Teppanala","2024","5","24","12:00","2.8","15.5"
"Imatra Teppanala","2024","5","24","13:00","3.6","22.4"
"Imatra Teppanala","2024","5","24","14:00","3.6","18.8"
"Imatra Teppanala","2024","5","24","15:00","3.7","15.3"
"Imatra Teppanala","2024","5","24","16:00","5.1","13.8"
"Imatra Teppanala","2024","5","24","17:00","8.2","17.9"
"Imatra Teppanala","2024","5","24","18:00","9.9","20"
"Imatra Teppanala","2024","5","24","19:00","11.3","21.4"
"Imatra Teppanala","2024","5","24","20:00","8.8","18.6"
"Imatra Teppanala","2024","5","24","21:00","9.2","17"
"Imatra Teppanala","2024","5","24","22:00","7.8","15.9"
"Imatra Teppanala","2024","5","24","23:00","8","16.2"
"Imatra Teppanala","2024","5","25","00:00","8.1","16.3"
"Imatra Teppanala","2024","5","25","01:00","8.5","16.3"
"Imatra Teppanala","2024","5","25","02:00","8.9","16.7"
"Imatra Teppanala","2024","5","25","03:00","10","18.3"
"Imatra Teppanala","2024","5","25","04:00","11.8","19.3"
"Imatra Teppanala","2024","5","25","05:00","11.9","19.2"
"Imatra Teppanala","2024","5","25","06:00","10.9","19.2"
"Imatra Teppanala","2024","5","25","07:00","10.1","16.4"
"Imatra Teppanala","2024","5","25","08:00","10.6","17.5"
"Imatra Teppanala","2024","5","25","09:00","10.8","16.8"
"Imatra Teppanala","2024","5","25","10:00","10.8","15.7"
"Imatra Teppanala","2024","5","25","11:00","10.7","15.2"
"Imatra Teppanala","2024","5","25","12:00","10.1","13.8"
"Imatra Teppanala","2024","5","25","13:00","9.7","12.8"
"Imatra Teppanala","2024","5","25","14:00","8.6","11.1"
"Imatra Teppanala","2024","5","25","15:00","10.8","12.7"
"Imatra Teppanala","2024","5","25","16:00","10.8","13.2"
"Imatra Teppanala","2024","5","25","17:00","11.1","13.8"
"Imatra Teppanala","2024","5","25","18:00","10.8","14.4"
"Imatra Teppanala","2024","5","25","19:00","11.5","14.7"
"Imatra Teppanala","2024","5","25","20:00","11.2","14.8"
"Imatra Teppanala","2024","5","25","21:00","11.8","14.9"
"Imatra Teppanala","2024","5","25","22:00","11.8","16.2"
"Imatra Teppanala","2024","5","25","23:00","11.3","16"
"Imatra Teppanala","2024","5","26","00:00","11.3","15"
"Imatra Teppanala","2024","5","26","01:00","11.7","14.7"
"Imatra Teppanala","2024","5","26","02:00","10.9","14"
"Imatra Teppanala","2024","5","26","03:00","4.1","9.4"
"Imatra Teppanala","2024","5","26","04:00","1.9","6.7"
"Imatra Teppanala","2024","5","26","05:00","2.4","7.8"
"Imatra Teppanala","2024","5","26","06:00","2.1","8.9"
"Imatra Teppanala","2024","5","26","07:00","0.8","10.4"
"Imatra Teppanala","2024","5","26","08:00","1.6","11.2"
"Imatra Teppanala","2024","5","26","09:00","2.9","12.8"
"Imatra Teppanala","2024","5","26","10:00","4.2","13.8"
"Imatra Teppanala","2024","5","26","11:00","4","12.6"
"Imatra Teppanala","2024","5","26","12:00","4","13.3"
"Imatra Teppanala","2024","5","26","13:00","3.8","11.5"
"Imatra Teppanala","2024","5","26","14:00","3.7","9.6"
"Imatra Teppanala","2024","5","26","15:00","3.8","9.2"
"Imatra Teppanala","2024","5","26","16:00","4.3","9.1"
"Imatra Teppanala","2024","5","26","17:00","3.5","10.9"
"Imatra Teppanala","2024","5","26","18:00","3.9","12.7"
"Imatra Teppanala","2024","5","26","19:00","5.4","10.8"
"Imatra Teppanala","2024","5","26","20:00","3.8","9.6"
"Imatra Teppanala","2024","5","26","21:00","3.8","7.6"
"Imatra Teppanala","2024","5","26","22:00","4.7","8.7"
"Imatra Teppanala","2024","5","26","23:00","3.3","7.3"
"Imatra Teppanala","2024","5","27","00:00","4.5","8.3"
"Imatra Teppanala","2024","5","27","01:00","3.5","7.8"
"Imatra Teppanala","2024","5","27","02:00","3.8","8"
"Imatra Teppanala","2024","5","27","03:00","3.5","8.8"
"Imatra Teppanala","2024","5","27","04:00","3.4","9.9"
"Imatra Teppanala","2024","5","27","05:00","7.4","16.2"
"Imatra Teppanala","2024","5","27","06:00","6.1","19.1"
"Imatra Teppanala","2024","5","27","07:00","10.3","31.3"
"Imatra Teppanala","2024","5","27","08:00","7.9","21.5"
"Imatra Teppanala","2024","5","27","09:00","9.1","19.3"
"Imatra Teppanala","2024","5","27","10:00","7.4","15.1"
"Imatra Teppanala","2024","5","27","11:00","10.3","19.7"
"Imatra Teppanala","2024","5","27","12:00","10.6","21.1"
"Imatra Teppanala","2024","5","27","13:00","11.2","23.4"
"Imatra Teppanala","2024","5","27","14:00","10.4","18.9"
"Imatra Teppanala","2024","5","27","15:00","11","19.3"
"Imatra Teppanala","2024","5","27","16:00","13.8","20.4"
"Imatra Teppanala","2024","5","27","17:00","13.2","20"
"Imatra Teppanala","2024","5","27","18:00","13.4","19"
"Imatra Teppanala","2024","5","27","19:00","14.5","20.9"
"Imatra Teppanala","2024","5","27","20:00","16","23"
"Imatra Teppanala","2024","5","27","21:00","16.4","21.3"
"Imatra Teppanala","2024","5","27","22:00","17.2","19.1"
"Imatra Teppanala","2024","5","27","23:00","16.5","19.2"
"Imatra Teppanala","2024","5","28","00:00","16.9","20.1"
"Imatra Teppanala","2024","5","28","01:00","17.2","20.5"
"Imatra Teppanala","2024","5","28","02:00","18.1","18.2"
"Imatra Teppanala","2024","5","28","03:00","24.5","26.2"
"Imatra Teppanala","2024","5","28","04:00","35.2","34.4"
"Imatra Teppanala","2024","5","28","05:00","60.7","54.9"
"Imatra Teppanala","2024","5","28","06:00","31.4","53.1"
"Imatra Teppanala","2024","5","28","07:00","52.9","56.9"
"Imatra Teppanala","2024","5","28","08:00","19.1","35"
"Imatra Teppanala","2024","5","28","09:00","5.4","13.2"
"Imatra Teppanala","2024","5","28","10:00","9.6","18.1"
"Imatra Teppanala","2024","5","28","11:00","7.9","18.9"
"Imatra Teppanala","2024","5","28","12:00","13","22"
"Imatra Teppanala","2024","5","28","13:00","18.8","26"
"Imatra Teppanala","2024","5","28","14:00","6.3","14.8"
"Imatra Teppanala","2024","5","28","15:00","5.2","9.5"
"Imatra Teppanala","2024","5","28","16:00","11.5","12.8"
"Imatra Teppanala","2024","5","28","17:00","16.5","18.9"
"Imatra Teppanala","2024","5","28","18:00","16.3","19.9"
"Imatra Teppanala","2024","5","28","19:00","13.2","18.1"
"Imatra Teppanala","2024","5","28","20:00","14.8","19.1"
"Imatra Teppanala","2024","5","28","21:00","16.5","19.4"
"Imatra Teppanala","2024","5","28","22:00","16.9","17.9"
"Imatra Teppanala","2024","5","28","23:00","18.4","17.9"
"Imatra Teppanala","2024","5","29","00:00","19.1","18.2"
"Imatra Teppanala","2024","5","29","01:00","18.5","18.4"
"Imatra Teppanala","2024","5","29","02:00","17.7","17.2"
"Imatra Teppanala","2024","5","29","03:00","21.9","20.7"
"Imatra Teppanala","2024","5","29","04:00","36.8","32.4"
"Imatra Teppanala","2024","5","29","05:00","41.1","37.4"
"Imatra Teppanala","2024","5","29","06:00","27","27.8"
"Imatra Teppanala","2024","5","29","07:00","22.5","30.7"
"Imatra Teppanala","2024","5","29","08:00","20.6","25.5"
"Imatra Teppanala","2024","5","29","09:00","13.3","23.2"
"Imatra Teppanala","2024","5","29","10:00","25.9","29.8"
"Imatra Teppanala","2024","5","29","11:00","27.9","37.3"
"Imatra Teppanala","2024","5","29","12:00","30.2","48.9"
"Imatra Teppanala","2024","5","29","13:00","28.7","30.4"
"Imatra Teppanala","2024","5","29","14:00","9.7","11.2"
"Imatra Teppanala","2024","5","29","15:00","9.3","9.2"
"Imatra Teppanala","2024","5","29","16:00","9.9","10.6"
"Imatra Teppanala","2024","5","29","17:00","9.7","13.9"
"Imatra Teppanala","2024","5","29","18:00","12","14"
"Imatra Teppanala","2024","5","29","19:00","11.5","13.6"
"Imatra Teppanala","2024","5","29","20:00","16.2","16"
"Imatra Teppanala","2024","5","29","21:00","13.6","15.6"
"Imatra Teppanala","2024","5","29","22:00","14.4","15.2"
"Imatra Teppanala","2024","5","29","23:00","13.5","12.2"
"Imatra Teppanala","2024","5","30","00:00","16.3","11.9"
"Imatra Teppanala","2024","5","30","01:00","17.8","13.7"
"Imatra Teppanala","2024","5","30","02:00","16.6","14.1"
"Imatra Teppanala","2024","5","30","03:00","17.7","14.8"
"Imatra Teppanala","2024","5","30","04:00","16.2","15"
"Imatra Teppanala","2024","5","30","05:00","18.8","15.9"
"Imatra Teppanala","2024","5","30","06:00","16.7","15.6"
"Imatra Teppanala","2024","5","30","07:00","10.2","9.8"
"Imatra Teppanala","2024","5","30","08:00","21.1","15.1"
"Imatra Teppanala","2024","5","30","09:00","25.7","18.9"
"Imatra Teppanala","2024","5","30","10:00","18","15.3"
"Imatra Teppanala","2024","5","30","11:00","20.3","13.3"
"Imatra Teppanala","2024","5","30","12:00","35.4","21"
"Imatra Teppanala","2024","5","30","13:00","26.8","14"
"Imatra Teppanala","2024","5","30","14:00","30.6","18.9"
"Imatra Teppanala","2024","5","30","15:00","11.6","6.6"
"Imatra Teppanala","2024","5","30","16:00","26.1","15.6"
"Imatra Teppanala","2024","5","30","17:00","32.7","19.7"
"Imatra Teppanala","2024","5","30","18:00","31.2","18.6"
"Imatra Teppanala","2024","5","30","19:00","37.9","23.7"
"Imatra Teppanala","2024","5","30","20:00","44.6","23.2"
"Imatra Teppanala","2024","5","30","21:00","42.5","15.9"
"Imatra Teppanala","2024","5","30","22:00","24.4","13.9"
"Imatra Teppanala","2024","5","30","23:00","19.5","12.3"
"Imatra Teppanala","2024","5","31","00:00","17.8","12.3"
"Imatra Teppanala","2024","5","31","01:00","18.2","14.3"
"Imatra Teppanala","2024","5","31","02:00","18.6","14.2"
"Imatra Teppanala","2024","5","31","03:00","23","17.8"
"Imatra Teppanala","2024","5","31","04:00","25.3","19.1"
"Imatra Teppanala","2024","5","31","05:00","20.5","16.2"
"Imatra Teppanala","2024","5","31","06:00","16.5","15.2"
"Imatra Teppanala","2024","5","31","07:00","12.8","12.4"
"Imatra Teppanala","2024","5","31","08:00","16.3","17.4"
"Imatra Teppanala","2024","5","31","09:00","16.3","17.2"
"Imatra Teppanala","2024","5","31","10:00","15.4","14"
"Imatra Teppanala","2024","5","31","11:00","13.5","12.3"
"Imatra Teppanala","2024","5","31","12:00","12.8","13.1"
"Imatra Teppanala","2024","5","31","13:00","10.3","11.3"
"Imatra Teppanala","2024","5","31","14:00","8","9"
"Imatra Teppanala","2024","5","31","15:00","8.1","8"
"Imatra Teppanala","2024","5","31","16:00","9.3","10.7"
"Imatra Teppanala","2024","5","31","17:00","9.2","10.1"
"Imatra Teppanala","2024","5","31","18:00","9.6","12.5"
"Imatra Teppanala","2024","5","31","19:00","8.9","17.7"
"Imatra Teppanala","2024","5","31","20:00","6.4","13.4"
"Imatra Teppanala","2024","5","31","21:00","7.8","11.6"
"Imatra Teppanala","2024","5","31","22:00","7.2","14.7"
"Imatra Teppanala","2024","5","31","23:00","7","14.2"
"Imatra Teppanala","2024","6","1","00:00","8.2","15.1"
"Imatra Teppanala","2024","6","1","01:00","7.4","14.2"
"Imatra Teppanala","2024","6","1","02:00","8.2","12.4"
"Imatra Teppanala","2024","6","1","03:00","9.7","13.5"
"Imatra Teppanala","2024","6","1","04:00","12.2","13.6"
"Imatra Teppanala","2024","6","1","05:00","14.1","17"
"Imatra Teppanala","2024","6","1","06:00","10.2","16.9"
"Imatra Teppanala","2024","6","1","07:00","18.7","23.2"
"Imatra Teppanala","2024","6","1","08:00","15.8","22.9"
"Imatra Teppanala","2024","6","1","09:00","7.6","10.6"
"Imatra Teppanala","2024","6","1","10:00","9.1","13.6"
"Imatra Teppanala","2024","6","1","11:00","10.4","18.6"
"Imatra Teppanala","2024","6","1","12:00","9.6","20.1"
"Imatra Teppanala","2024","6","1","13:00","12","21.8"
"Imatra Teppanala","2024","6","1","14:00","13","25.9"
"Imatra Teppanala","2024","6","1","15:00","13.7","29.1"
"Imatra Teppanala","2024","6","1","16:00","12.2","25.5"
"Imatra Teppanala","2024","6","1","17:00","13.8","28"
"Imatra Teppanala","2024","6","1","18:00","12","26"
"Imatra Teppanala","2024","6","1","19:00","11.1","21"
"Imatra Teppanala","2024","6","1","20:00","10.6","21.7"
"Imatra Teppanala","2024","6","1","21:00","10.3","22.6"
"Imatra Teppanala","2024","6","1","22:00","9.4","21.7"
"Imatra Teppanala","2024","6","1","23:00","9.3","25.1"
"Imatra Teppanala","2024","6","2","00:00","8.6","19.5"
"Imatra Teppanala","2024","6","2","01:00","9.1","19.8"
"Imatra Teppanala","2024","6","2","02:00","8.7","21"
"Imatra Teppanala","2024","6","2","03:00","8.3","23.7"
"Imatra Teppanala","2024","6","2","04:00","12.4","29"
"Imatra Teppanala","2024","6","2","05:00","14.3","35.4"
"Imatra Teppanala","2024","6","2","06:00","15.5","37.2"
"Imatra Teppanala","2024","6","2","07:00","11.8","35.6"
"Imatra Teppanala","2024","6","2","08:00","7","24.9"
"Imatra Teppanala","2024","6","2","09:00","9.6","20.1"
"Imatra Teppanala","2024","6","2","10:00","12.1","25.2"
"Imatra Teppanala","2024","6","2","11:00","-4.1","8.1"
"Imatra Teppanala","2024","6","2","12:00","4.7","5.3"
"Imatra Teppanala","2024","6","2","13:00","8.3","16.2"
"Imatra Teppanala","2024","6","2","14:00","-2.6","3.5"
"Imatra Teppanala","2024","6","2","15:00","3.8","12"
"Imatra Teppanala","2024","6","2","16:00","5.6","11.7"
"Imatra Teppanala","2024","6","2","17:00","7","15.6"
"Imatra Teppanala","2024","6","2","18:00","5.4","15"
"Imatra Teppanala","2024","6","2","19:00","3.7","12.8"
"Imatra Teppanala","2024","6","2","20:00","1","8.1"
"Imatra Teppanala","2024","6","2","21:00","3.2","8.9"
