"Havaintoasema","Vuosi","Kuukausi","Päivä","Aika [UTC]","Hengitettävät hiukkaset <10 µm [µg/m3]","Pienhiukkaset <2.5 µm [µg/m3]"
"Jyväskylä Jyskä","2024","5","23","17:00","23.4","4.8"
"Jyväskylä Jyskä","2024","5","23","18:00","21.8","4.8"
"Jyväskylä Jyskä","2024","5","23","19:00","17.4","4.3"
"Jyväskylä Jyskä","2024","5","23","20:00","25.2","5.5"
"Jyväskylä Jyskä","2024","5","23","21:00","25","5.9"
"Jyväskylä Jyskä","2024","5","23","22:00","19","5.3"
"Jyväskylä Jyskä","2024","5","23","23:00","14.4","4.7"
"Jyväskylä Jyskä","2024","5","24","00:00","14","4.7"
"Jyväskylä Jyskä","2024","5","24","01:00","13.1","4.7"
"Jyväskylä Jyskä","2024","5","24","02:00","10.7","4.5"
"Jyväskylä Jyskä","2024","5","24","03:00","14.2","5.1"
"Jyväskylä Jyskä","2024","5","24","04:00","26.6","7.8"
"Jyväskylä Jyskä","2024","5","24","05:00","29.1","7.7"
"Jyväskylä Jyskä","2024","5","24","06:00","26.1","7"
"Jyväskylä Jyskä","2024","5","24","07:00","21.2","6.4"
"Jyväskylä Jyskä","2024","5","24","08:00","26.2","6.6"
"Jyväskylä Jyskä","2024","5","24","09:00","19.4","5.7"
"Jyväskylä Jyskä","2024","5","24","10:00","21.5","5.5"
"Jyväskylä Jyskä","2024","5","24","11:00","24.1","5.3"
"Jyväskylä Jyskä","2024","5","24","12:00","31.7","6.6"
"Jyväskylä Jyskä","2024","5","24","13:00","38.2","7.6"
"Jyväskylä Jyskä","2024","5","24","14:00","24.9","6.9"
"Jyväskylä Jyskä","2024","5","24","15:00","30.4","9.3"
"Jyväskylä Jyskä","2024","5","24","16:00","61.2","13.5"
"Jyväskylä Jyskä","2024","5","24","17:00","15.9","9.5"
"Jyväskylä Jyskä","2024","5","24","18:00","24.2","13.5"
"Jyväskylä Jyskä","2024","5","24","19:00","21.8","14.6"
"Jyväskylä Jyskä","2024","5","24","20:00","24.2","16.8"
"Jyväskylä Jyskä","2024","5","24","21:00","27.5","20.1"
"Jyväskylä Jyskä","2024","5","24","22:00","29.1","23.1"
"Jyväskylä Jyskä","2024","5","24","23:00","28.9","23.9"
"Jyväskylä Jyskä","2024","5","25","00:00","29.4","24.5"
"Jyväskylä Jyskä","2024","5","25","01:00","31.4","27.3"
"Jyväskylä Jyskä","2024","5","25","02:00","34.7","29.6"
"Jyväskylä Jyskä","2024","5","25","03:00","36.4","32.1"
"Jyväskylä Jyskä","2024","5","25","04:00","30.6","27.6"
"Jyväskylä Jyskä","2024","5","25","05:00","27.3","24.7"
"Jyväskylä Jyskä","2024","5","25","06:00","21.9","19.6"
"Jyväskylä Jyskä","2024","5","25","07:00","21.2","18.7"
"Jyväskylä Jyskä","2024","5","25","08:00","19.6","16"
"Jyväskylä Jyskä","2024","5","25","09:00","19.8","16.5"
"Jyväskylä Jyskä","2024","5","25","10:00","23","18.4"
"Jyväskylä Jyskä","2024","5","25","11:00","23.2","19.3"
"Jyväskylä Jyskä","2024","5","25","12:00","21.4","17.7"
"Jyväskylä Jyskä","2024","5","25","13:00","22.4","18.1"
"Jyväskylä Jyskä","2024","5","25","14:00","23.7","20.2"
"Jyväskylä Jyskä","2024","5","25","15:00","22.4","18.4"
"Jyväskylä Jyskä","2024","5","25","16:00","20.3","16.4"
"Jyväskylä Jyskä","2024","5","25","17:00","17.7","14.2"
"Jyväskylä Jyskä","2024","5","25","18:00","16.8","12.6"
"Jyväskylä Jyskä","2024","5","25","19:00","17.7","13.3"
"Jyväskylä Jyskä","2024","5","25","20:00","17.7","14.1"
"Jyväskylä Jyskä","2024","5","25","21:00","19.4","14.5"
"Jyväskylä Jyskä","2024","5","25","22:00","21.2","15.8"
"Jyväskylä Jyskä","2024","5","25","23:00","21.2","17"
"Jyväskylä Jyskä","2024","5","26","00:00","21.5","18.1"
"Jyväskylä Jyskä","2024","5","26","01:00","18.8","15.9"
"Jyväskylä Jyskä","2024","5","26","02:00","17.3","13.9"
"Jyväskylä Jyskä","2024","5","26","03:00","16.5","14"
"Jyväskylä Jyskä","2024","5","26","04:00","11.5","9.4"
"Jyväskylä Jyskä","2024","5","26","05:00","10.1","7.2"
"Jyväskylä Jyskä","2024","5","26","06:00","8.7","5.9"
"Jyväskylä Jyskä","2024","5","26","07:00","8.6","4.9"
"Jyväskylä Jyskä","2024","5","26","08:00","5.9","3.3"
"Jyväskylä Jyskä","2024","5","26","09:00","6.3","3.5"
"Jyväskylä Jyskä","2024","5","26","10:00","8","4"
"Jyväskylä Jyskä","2024","5","26","11:00","7.1","4.2"
"Jyväskylä Jyskä","2024","5","26","12:00","6.6","3.9"
"Jyväskylä Jyskä","2024","5","26","13:00","7.6","3.8"
"Jyväskylä Jyskä","2024","5","26","14:00","7.3","3.7"
"Jyväskylä Jyskä","2024","5","26","15:00","8.9","4.1"
"Jyväskylä Jyskä","2024","5","26","16:00","9.1","4.4"
"Jyväskylä Jyskä","2024","5","26","17:00","10.2","4.7"
"Jyväskylä Jyskä","2024","5","26","18:00","13","5.3"
"Jyväskylä Jyskä","2024","5","26","19:00","14.6","6.9"
"Jyväskylä Jyskä","2024","5","26","20:00","21.8","9.3"
"Jyväskylä Jyskä","2024","5","26","21:00","13.9","7.4"
"Jyväskylä Jyskä","2024","5","26","22:00","17.5","9.3"
"Jyväskylä Jyskä","2024","5","26","23:00","14.4","9.4"
"Jyväskylä Jyskä","2024","5","27","00:00","13.6","8.7"
"Jyväskylä Jyskä","2024","5","27","01:00","16.8","9.7"
"Jyväskylä Jyskä","2024","5","27","02:00","22.4","14.7"
"Jyväskylä Jyskä","2024","5","27","03:00","26.5","18.4"
"Jyväskylä Jyskä","2024","5","27","04:00","31.1","19.9"
"Jyväskylä Jyskä","2024","5","27","05:00","36.8","20.1"
"Jyväskylä Jyskä","2024","5","27","06:00","35.1","19.1"
"Jyväskylä Jyskä","2024","5","27","07:00","29.4","18.3"
"Jyväskylä Jyskä","2024","5","27","08:00","28.7","18.3"
"Jyväskylä Jyskä","2024","5","27","09:00","29.8","18"
"Jyväskylä Jyskä","2024","5","27","10:00","32","17.2"
"Jyväskylä Jyskä","2024","5","27","11:00","28.9","15.1"
"Jyväskylä Jyskä","2024","5","27","12:00","25.7","12.5"
"Jyväskylä Jyskä","2024","5","27","13:00","25.9","12.5"
"Jyväskylä Jyskä","2024","5","27","14:00","27.2","11.7"
"Jyväskylä Jyskä","2024","5","27","15:00","29.1","12.1"
"Jyväskylä Jyskä","2024","5","27","16:00","27.8","13.1"
"Jyväskylä Jyskä","2024","5","27","17:00","32.1","13.5"
"Jyväskylä Jyskä","2024","5","27","18:00","33.7","12.9"
"Jyväskylä Jyskä","2024","5","27","19:00","29.2","13"
"Jyväskylä Jyskä","2024","5","27","20:00","36.3","14.4"
"Jyväskylä Jyskä","2024","5","27","21:00","19.8","11.9"
"Jyväskylä Jyskä","2024","5","27","22:00","18.6","11.3"
"Jyväskylä Jyskä","2024","5","27","23:00","16.1","10.8"
"Jyväskylä Jyskä","2024","5","28","00:00","20.5","12.2"
"Jyväskylä Jyskä","2024","5","28","01:00","19.5","13"
"Jyväskylä Jyskä","2024","5","28","02:00","18.3","13.2"
"Jyväskylä Jyskä","2024","5","28","03:00","22.2","15.2"
"Jyväskylä Jyskä","2024","5","28","04:00","30","17.7"
"Jyväskylä Jyskä","2024","5","28","05:00","32.2","17.7"
"Jyväskylä Jyskä","2024","5","28","06:00","34.2","17.4"
"Jyväskylä Jyskä","2024","5","28","07:00","29.3","16.1"
"Jyväskylä Jyskä","2024","5","28","08:00","30.9","15"
"Jyväskylä Jyskä","2024","5","28","09:00","30.1","15.7"
"Jyväskylä Jyskä","2024","5","28","10:00","30.3","14.2"
"Jyväskylä Jyskä","2024","5","28","11:00","27.9","12.2"
"Jyväskylä Jyskä","2024","5","28","12:00","23","11.4"
"Jyväskylä Jyskä","2024","5","28","13:00","25.1","12.1"
"Jyväskylä Jyskä","2024","5","28","14:00","27.5","12.9"
"Jyväskylä Jyskä","2024","5","28","15:00","24.9","12.7"
"Jyväskylä Jyskä","2024","5","28","16:00","24.6","12.6"
"Jyväskylä Jyskä","2024","5","28","17:00","29.3","13"
"Jyväskylä Jyskä","2024","5","28","18:00","39.3","15.2"
"Jyväskylä Jyskä","2024","5","28","19:00","39.8","17.6"
"Jyväskylä Jyskä","2024","5","28","20:00","34.1","17"
"Jyväskylä Jyskä","2024","5","28","21:00","28","16.3"
"Jyväskylä Jyskä","2024","5","28","22:00","24.6","17.2"
"Jyväskylä Jyskä","2024","5","28","23:00","24.5","17.7"
"Jyväskylä Jyskä","2024","5","29","00:00","23.8","17.6"
"Jyväskylä Jyskä","2024","5","29","01:00","24.7","18.1"
"Jyväskylä Jyskä","2024","5","29","02:00","26.8","19.4"
"Jyväskylä Jyskä","2024","5","29","03:00","26.7","19.4"
"Jyväskylä Jyskä","2024","5","29","04:00","36.4","23.7"
"Jyväskylä Jyskä","2024","5","29","05:00","41.6","22"
"Jyväskylä Jyskä","2024","5","29","06:00","32","15.1"
"Jyväskylä Jyskä","2024","5","29","07:00","39.2","15.2"
"Jyväskylä Jyskä","2024","5","29","08:00","38.1","14.9"
"Jyväskylä Jyskä","2024","5","29","09:00","32.6","13.3"
"Jyväskylä Jyskä","2024","5","29","10:00","24.6","11.1"
"Jyväskylä Jyskä","2024","5","29","11:00","25.6","12"
"Jyväskylä Jyskä","2024","5","29","12:00","23.5","10.6"
"Jyväskylä Jyskä","2024","5","29","13:00","25","10.9"
"Jyväskylä Jyskä","2024","5","29","14:00","20","9.1"
"Jyväskylä Jyskä","2024","5","29","15:00","26","9.6"
"Jyväskylä Jyskä","2024","5","29","16:00","25.5","10.3"
"Jyväskylä Jyskä","2024","5","29","17:00","28.4","11.4"
"Jyväskylä Jyskä","2024","5","29","18:00","29.3","12.8"
"Jyväskylä Jyskä","2024","5","29","19:00","25.9","13.3"
"Jyväskylä Jyskä","2024","5","29","20:00","31.4","15.6"
"Jyväskylä Jyskä","2024","5","29","21:00","28.4","15.5"
"Jyväskylä Jyskä","2024","5","29","22:00","28.4","17.1"
"Jyväskylä Jyskä","2024","5","29","23:00","25.3","16.8"
"Jyväskylä Jyskä","2024","5","30","00:00","24.7","17"
"Jyväskylä Jyskä","2024","5","30","01:00","23.4","17.4"
"Jyväskylä Jyskä","2024","5","30","02:00","26","18.2"
"Jyväskylä Jyskä","2024","5","30","03:00","26.9","18.4"
"Jyväskylä Jyskä","2024","5","30","04:00","39","21.4"
"Jyväskylä Jyskä","2024","5","30","05:00","42.8","21.1"
"Jyväskylä Jyskä","2024","5","30","06:00","32.5","18.7"
"Jyväskylä Jyskä","2024","5","30","07:00","34.1","17.6"
"Jyväskylä Jyskä","2024","5","30","08:00","27.2","16"
"Jyväskylä Jyskä","2024","5","30","09:00","25","14"
"Jyväskylä Jyskä","2024","5","30","10:00","26.9","14.2"
"Jyväskylä Jyskä","2024","5","30","11:00","33.7","13.4"
"Jyväskylä Jyskä","2024","5","30","12:00","21.3","10.1"
"Jyväskylä Jyskä","2024","5","30","13:00","31.3","14"
"Jyväskylä Jyskä","2024","5","30","14:00","30.9","16.2"
"Jyväskylä Jyskä","2024","5","30","15:00","27.7","14.6"
"Jyväskylä Jyskä","2024","5","30","16:00","22.7","14"
"Jyväskylä Jyskä","2024","5","30","17:00","17.1","11.8"
"Jyväskylä Jyskä","2024","5","30","18:00","21.5","14.2"
"Jyväskylä Jyskä","2024","5","30","19:00","24.2","16.8"
"Jyväskylä Jyskä","2024","5","30","20:00","22.8","16.4"
"Jyväskylä Jyskä","2024","5","30","21:00","25","18.1"
"Jyväskylä Jyskä","2024","5","30","22:00","25.1","19.9"
"Jyväskylä Jyskä","2024","5","30","23:00","26.2","21.2"
"Jyväskylä Jyskä","2024","5","31","00:00","26.7","21.3"
"Jyväskylä Jyskä","2024","5","31","01:00","25.2","20.3"
"Jyväskylä Jyskä","2024","5","31","02:00","24.7","20.5"
"Jyväskylä Jyskä","2024","5","31","03:00","27.3","22.5"
"Jyväskylä Jyskä","2024","5","31","04:00","35.5","25.6"
"Jyväskylä Jyskä","2024","5","31","05:00","39.2","28.4"
"Jyväskylä Jyskä","2024","5","31","06:00","41.5","27.1"
"Jyväskylä Jyskä","2024","5","31","07:00","36.2","25.6"
"Jyväskylä Jyskä","2024","5","31","08:00","29.4","22.5"
"Jyväskylä Jyskä","2024","5","31","09:00","26.1","19"
"Jyväskylä Jyskä","2024","5","31","10:00","24.5","16.8"
"Jyväskylä Jyskä","2024","5","31","11:00","23.3","15.9"
"Jyväskylä Jyskä","2024","5","31","12:00","23.1","15.8"
"Jyväskylä Jyskä","2024","5","31","13:00","23.2","15.4"
"Jyväskylä Jyskä","2024","5","31","14:00","22.5","14.8"
"Jyväskylä Jyskä","2024","5","31","15:00","22.2","14.5"
"Jyväskylä Jyskä","2024","5","31","16:00","22.8","15.2"
"Jyväskylä Jyskä","2024","5","31","17:00","26.1","17.9"
"Jyväskylä Jyskä","2024","5","31","18:00","44.8","20.3"
"Jyväskylä Jyskä","2024","5","31","19:00","41.2","19.4"
"Jyväskylä Jyskä","2024","5","31","20:00","27","17.6"
"Jyväskylä Jyskä","2024","5","31","21:00","24.3","17.8"
"Jyväskylä Jyskä","2024","5","31","22:00","24.3","18.3"
"Jyväskylä Jyskä","2024","5","31","23:00","24.8","18.7"
"Jyväskylä Jyskä","2024","6","1","00:00","24.5","19.5"
"Jyväskylä Jyskä","2024","6","1","01:00","29.3","20.8"
"Jyväskylä Jyskä","2024","6","1","02:00","25.1","20.8"
"Jyväskylä Jyskä","2024","6","1","03:00","27.2","22.4"
"Jyväskylä Jyskä","2024","6","1","04:00","34.1","24.3"
"Jyväskylä Jyskä","2024","6","1","05:00","34.8","28.8"
"Jyväskylä Jyskä","2024","6","1","06:00","32.1","23.2"
"Jyväskylä Jyskä","2024","6","1","07:00","26.9","19.6"
"Jyväskylä Jyskä","2024","6","1","08:00","22.7","17.1"
"Jyväskylä Jyskä","2024","6","1","09:00","19.1","14"
"Jyväskylä Jyskä","2024","6","1","10:00","16.9","12.6"
"Jyväskylä Jyskä","2024","6","1","11:00","15.1","11.3"
"Jyväskylä Jyskä","2024","6","1","12:00","15.7","10.5"
"Jyväskylä Jyskä","2024","6","1","13:00","14.7","10"
"Jyväskylä Jyskä","2024","6","1","14:00","16.8","10.2"
"Jyväskylä Jyskä","2024","6","1","15:00","19.4","11.4"
"Jyväskylä Jyskä","2024","6","1","16:00","25.9","14.1"
"Jyväskylä Jyskä","2024","6","1","17:00","26.7","15.4"
"Jyväskylä Jyskä","2024","6","1","18:00","26.7","15.6"
"Jyväskylä Jyskä","2024","6","1","19:00","30.5","17.2"
"Jyväskylä Jyskä","2024","6","1","20:00","29","18.1"
"Jyväskylä Jyskä","2024","6","1","21:00","28.2","19.2"
"Jyväskylä Jyskä","2024","6","1","22:00","25.5","17.3"
"Jyväskylä Jyskä","2024","6","1","23:00","33.7","17.9"
"Jyväskylä Jyskä","2024","6","2","00:00","24.5","17.5"
"Jyväskylä Jyskä","2024","6","2","01:00","25.2","17.8"
"Jyväskylä Jyskä","2024","6","2","02:00","23.7","18.1"
"Jyväskylä Jyskä","2024","6","2","03:00","25.8","19.1"
"Jyväskylä Jyskä","2024","6","2","04:00","26.9","20.6"
"Jyväskylä Jyskä","2024","6","2","05:00","29.7","22.4"
"Jyväskylä Jyskä","2024","6","2","06:00","31.8","24.5"
"Jyväskylä Jyskä","2024","6","2","07:00","28.8","20.7"
"Jyväskylä Jyskä","2024","6","2","08:00","21.5","15.7"
"Jyväskylä Jyskä","2024","6","2","09:00","18.4","10.3"
"Jyväskylä Jyskä","2024","6","2","10:00","17.6","10.5"
"Jyväskylä Jyskä","2024","6","2","11:00","14.5","9.5"
"Jyväskylä Jyskä","2024","6","2","12:00","16.7","11.3"
"Jyväskylä Jyskä","2024","6","2","13:00","19.5","13.5"
"Jyväskylä Jyskä","2024","6","2","14:00","16.2","12.1"
"Jyväskylä Jyskä","2024","6","2","15:00","16.6","12.7"
"Jyväskylä Jyskä","2024","6","2","16:00","13.5","9.8"
"Jyväskylä Jyskä","2024","6","2","17:00","13.8","8.9"
"Jyväskylä Jyskä","2024","6","2","18:00","12.6","8.6"
"Jyväskylä Jyskä","2024","6","2","19:00","17.5","11.8"
"Jyväskylä Jyskä","2024","6","2","20:00","18.8","12.1"
"Jyväskylä Jyskä","2024","6","2","21:00","17.7","12"
"Jyväskylä Jyskä","2024","6","2","22:00","17.5","12.2"
"Jyväskylä Jyskä","2024","6","2","23:00","16.2","12.5"
"Jyväskylä Jyskä","2024","6","3","00:00","18.3","14.1"
"Jyväskylä Jyskä","2024","6","3","01:00","16.3","13.3"
"Jyväskylä Jyskä","2024","6","3","02:00","17.8","13.5"
"Jyväskylä Jyskä","2024","6","3","03:00","18.8","14.9"
"Jyväskylä Jyskä","2024","6","3","04:00","21.6","17.3"
"Jyväskylä Jyskä","2024","6","3","05:00","23.2","18.9"
"Jyväskylä Jyskä","2024","6","3","06:00","23.9","17.9"
"Jyväskylä Jyskä","2024","6","3","07:00","19.4","16"
"Jyväskylä Jyskä","2024","6","3","08:00","24.8","17.6"
"Jyväskylä Jyskä","2024","6","3","09:00","23.5","17.9"
"Jyväskylä Jyskä","2024","6","3","10:00","23.7","17.4"
"Jyväskylä Jyskä","2024","6","3","11:00","23.2","16.6"
"Jyväskylä Jyskä","2024","6","3","12:00","22.6","13.8"
"Jyväskylä Jyskä","2024","6","3","13:00","17.4","11.1"
"Jyväskylä Jyskä","2024","6","3","14:00","16.1","8.8"
"Jyväskylä Jyskä","2024","6","3","15:00","14.2","8.5"
"Jyväskylä Jyskä","2024","6","3","16:00","13.5","7.6"
"Jyväskylä Jyskä","2024","6","3","17:00","17.3","8.6"
"Jyväskylä Jyskä","2024","6","3","18:00","19.4","10"
"Jyväskylä Jyskä","2024","6","3","19:00","26","11.8"
"Jyväskylä Jyskä","2024","6","3","20:00","25.3","11.7"
"Jyväskylä Jyskä","2024","6","3","21:00","15.6","10.5"
"Jyväskylä Jyskä","2024","6","3","22:00","17.5","11.4"
"Jyväskylä Jyskä","2024","6","3","23:00","21.3","12.4"
"Jyväskylä Jyskä","2024","6","4","00:00","15.8","11.2"
"Jyväskylä Jyskä","2024","6","4","01:00","13","9.2"
"Jyväskylä Jyskä","2024","6","4","02:00","12.4","9.2"
"Jyväskylä Jyskä","2024","6","4","03:00","13.5","9.3"
"Jyväskylä Jyskä","2024","6","4","04:00","19.7","10.6"
"Jyväskylä Jyskä","2024","6","4","05:00","17.4","10.1"
"Jyväskylä Jyskä","2024","6","4","06:00","17","9.6"
"Jyväskylä Jyskä","2024","6","4","07:00","20.1","11"
"Jyväskylä Jyskä","2024","6","4","08:00","16.9","10.6"
"Jyväskylä Jyskä","2024","6","4","09:00","15.9","10.2"
"Jyväskylä Jyskä","2024","6","4","10:00","17.7","10.5"
"Jyväskylä Jyskä","2024","6","4","11:00","18.1","10.3"
"Jyväskylä Jyskä","2024","6","4","12:00","18.1","8.1"
"Jyväskylä Jyskä","2024","6","4","13:00","18.6","7.5"
"Jyväskylä Jyskä","2024","6","4","14:00","17.7","6.3"
"Jyväskylä Jyskä","2024","6","4","15:00","18.5","5.6"
"Jyväskylä Jyskä","2024","6","4","16:00","16.6","5"
"Jyväskylä Jyskä","2024","6","4","17:00","18.4","9.3"
"Jyväskylä Jyskä","2024","6","4","18:00","14.3","7.1"
"Jyväskylä Jyskä","2024","6","4","19:00","12","5.9"
"Jyväskylä Jyskä","2024","6","4","20:00","20.2","6.3"
"Jyväskylä Jyskä","2024","6","4","21:00","12.4","5.4"
"Jyväskylä Jyskä","2024","6","4","22:00","9.2","5.1"
"Jyväskylä Jyskä","2024","6","4","23:00","9.2","4.8"
"Jyväskylä Jyskä","2024","6","5","00:00","6.5","4.1"
"Jyväskylä Jyskä","2024","6","5","01:00","7","4"
"Jyväskylä Jyskä","2024","6","5","02:00","7","3.9"
"Jyväskylä Jyskä","2024","6","5","03:00","8.1","4.1"
"Jyväskylä Jyskä","2024","6","5","04:00","6.9","3.7"
"Jyväskylä Jyskä","2024","6","5","05:00","6.9","3.3"
"Jyväskylä Jyskä","2024","6","5","06:00","7.8","3.9"
"Jyväskylä Jyskä","2024","6","5","07:00","8.6","4.7"
"Jyväskylä Jyskä","2024","6","5","08:00","11.1","5.7"
"Jyväskylä Jyskä","2024","6","5","09:00","12.1","6.3"
"Jyväskylä Jyskä","2024","6","5","10:00","12.7","6.4"
"Jyväskylä Jyskä","2024","6","5","11:00","13.1","6.3"
"Jyväskylä Jyskä","2024","6","5","12:00","15.3","6.2"
"Jyväskylä Jyskä","2024","6","5","13:00","14.5","6.2"
"Jyväskylä Jyskä","2024","6","5","14:00","17.2","6.6"
"Jyväskylä Jyskä","2024","6","5","15:00","14.6","6"
"Jyväskylä Jyskä","2024","6","5","16:00","13.3","5.5"
"Jyväskylä Jyskä","2024","6","5","17:00","14","4.7"
"Jyväskylä Jyskä","2024","6","5","18:00","10.7","3.5"
"Jyväskylä Jyskä","2024","6","5","19:00","14.8","3.7"
"Jyväskylä Jyskä","2024","6","5","20:00","13.3","3.5"
"Jyväskylä Jyskä","2024","6","5","21:00","35.7","6.7"
"Jyväskylä Jyskä","2024","6","5","22:00","11.3","3.9"
"Jyväskylä Jyskä","2024","6","5","23:00","17.5","4.7"
"Jyväskylä Jyskä","2024","6","6","00:00","18","4.9"
"Jyväskylä Jyskä","2024","6","6","01:00","7.4","3.8"
"Jyväskylä Jyskä","2024","6","6","02:00","7.4","4"
"Jyväskylä Jyskä","2024","6","6","03:00","11","4.8"
"Jyväskylä Jyskä","2024","6","6","04:00","12.1","5.2"
"Jyväskylä Jyskä","2024","6","6","05:00","13.3","5.3"
"Jyväskylä Jyskä","2024","6","6","06:00","14.4","5.3"
"Jyväskylä Jyskä","2024","6","6","07:00","10.8","5"
"Jyväskylä Jyskä","2024","6","6","08:00","9.4","4.9"
"Jyväskylä Jyskä","2024","6","6","09:00","11.8","5.3"
"Jyväskylä Jyskä","2024","6","6","10:00","13.9","5.6"
"Jyväskylä Jyskä","2024","6","6","11:00","16.2","6.2"
"Jyväskylä Jyskä","2024","6","6","12:00","25","7.4"
"Jyväskylä Jyskä","2024","6","6","13:00","24","6"
"Jyväskylä Jyskä","2024","6","6","14:00","14.8","3.3"
"Jyväskylä Jyskä","2024","6","6","15:00","9.9","3"
"Jyväskylä Jyskä","2024","6","6","16:00","10.8","4"
"Jyväskylä Jyskä","2024","6","6","17:00","11.7","4.3"
"Jyväskylä Jyskä","2024","6","6","18:00","11.9","4.7"
"Jyväskylä Jyskä","2024","6","6","19:00","10.9","4.9"
"Jyväskylä Jyskä","2024","6","6","20:00","13.8","5.3"
"Jyväskylä Jyskä","2024","6","6","21:00","10.3","5.5"
"Jyväskylä Jyskä","2024","6","6","22:00","9","5.6"
"Jyväskylä Jyskä","2024","6","6","23:00","7.3","4.9"
"Jyväskylä Jyskä","2024","6","7","00:00","7.5","5.2"
"Jyväskylä Jyskä","2024","6","7","01:00","7.2","5"
"Jyväskylä Jyskä","2024","6","7","02:00","7.2","4.8"
"Jyväskylä Jyskä","2024","6","7","03:00","8","5.1"
"Jyväskylä Jyskä","2024","6","7","04:00","13.7","6.5"
"Jyväskylä Jyskä","2024","6","7","05:00","14.3","6.7"
"Jyväskylä Jyskä","2024","6","7","06:00","14","6.2"
"Jyväskylä Jyskä","2024","6","7","07:00","13","5.8"
"Jyväskylä Jyskä","2024","6","7","08:00","12","5.1"
"Jyväskylä Jyskä","2024","6","7","09:00","10.6","4.5"
"Jyväskylä Jyskä","2024","6","7","10:00","15","5"
"Jyväskylä Jyskä","2024","6","7","11:00","15.6","5.3"
"Jyväskylä Jyskä","2024","6","7","12:00","14.6","5"
"Jyväskylä Jyskä","2024","6","7","13:00","11.6","4.2"
"Jyväskylä Jyskä","2024","6","7","14:00","16.3","4.8"
"Jyväskylä Jyskä","2024","6","7","15:00","21.4","5.8"
"Jyväskylä Jyskä","2024","6","7","16:00","10.5","4.1"
"Jyväskylä Jyskä","2024","6","7","17:00","12.6","4.3"
"Jyväskylä Jyskä","2024","6","7","18:00","15.1","4.5"
"Jyväskylä Jyskä","2024","6","7","19:00","15.8","4.8"
"Jyväskylä Jyskä","2024","6","7","20:00","24.9","6.8"
"Jyväskylä Jyskä","2024","6","7","21:00","10.4","4.8"
"Jyväskylä Jyskä","2024","6","7","22:00","8","4.1"
"Jyväskylä Jyskä","2024","6","7","23:00","6.6","4.1"
"Jyväskylä Jyskä","2024","6","8","00:00","6.8","4.1"
"Jyväskylä Jyskä","2024","6","8","01:00","6.4","4.4"
"Jyväskylä Jyskä","2024","6","8","02:00","6.1","4.3"
"Jyväskylä Jyskä","2024","6","8","03:00","8","4.4"
"Jyväskylä Jyskä","2024","6","8","04:00","8.1","5"
"Jyväskylä Jyskä","2024","6","8","05:00","6.8","4.7"
"Jyväskylä Jyskä","2024","6","8","06:00","6.2","4.2"
"Jyväskylä Jyskä","2024","6","8","07:00","5.8","3.8"
"Jyväskylä Jyskä","2024","6","8","08:00","6.3","3.8"
"Jyväskylä Jyskä","2024","6","8","09:00","6.5","3.3"
"Jyväskylä Jyskä","2024","6","8","10:00","6.3","3.5"
"Jyväskylä Jyskä","2024","6","8","11:00","6.8","2.6"
"Jyväskylä Jyskä","2024","6","8","12:00","5.5","2.4"
"Jyväskylä Jyskä","2024","6","8","13:00","6.9","3.2"
"Jyväskylä Jyskä","2024","6","8","14:00","6.7","3"
"Jyväskylä Jyskä","2024","6","8","15:00","5","2.8"
"Jyväskylä Jyskä","2024","6","8","16:00","6.6","3.3"
"Jyväskylä Jyskä","2024","6","8","17:00","6.7","3.6"
"Jyväskylä Jyskä","2024","6","8","18:00","5.1","3.3"
"Jyväskylä Jyskä","2024","6","8","19:00","6.6","3.7"
"Jyväskylä Jyskä","2024","6","8","20:00","45.4","9"
"Jyväskylä Jyskä","2024","6","8","21:00","31.9","7.1"
"Jyväskylä Jyskä","2024","6","8","22:00","8.3","4.4"
"Jyväskylä Jyskä","2024","6","8","23:00","6.9","4.4"
"Jyväskylä Jyskä","2024","6","9","00:00","9.8","4.4"
"Jyväskylä Jyskä","2024","6","9","01:00","6.1","3.9"
"Jyväskylä Jyskä","2024","6","9","02:00","5.3","3.9"
"Jyväskylä Jyskä","2024","6","9","03:00","5.9","4.1"
"Jyväskylä Jyskä","2024","6","9","04:00","5.8","3.9"
"Jyväskylä Jyskä","2024","6","9","05:00","5.3","3.4"
"Jyväskylä Jyskä","2024","6","9","06:00","5.8","3.4"
"Jyväskylä Jyskä","2024","6","9","07:00","7.1","4"
"Jyväskylä Jyskä","2024","6","9","08:00","9.6","4.5"
"Jyväskylä Jyskä","2024","6","9","09:00","9.2","4.9"
"Jyväskylä Jyskä","2024","6","9","10:00","11.5","5.2"
"Jyväskylä Jyskä","2024","6","9","11:00","12.5","5.8"
"Jyväskylä Jyskä","2024","6","9","12:00","11.3","6.2"
"Jyväskylä Jyskä","2024","6","9","13:00","11.3","6.5"
"Jyväskylä Jyskä","2024","6","9","14:00","7.7","3.4"
"Jyväskylä Jyskä","2024","6","9","15:00","5.3","2.5"
"Jyväskylä Jyskä","2024","6","9","16:00","4.5","2"
"Jyväskylä Jyskä","2024","6","9","17:00","4.7","2.3"
"Jyväskylä Jyskä","2024","6","9","18:00","5.5","2.7"
"Jyväskylä Jyskä","2024","6","9","19:00","5.7","3.2"
"Jyväskylä Jyskä","2024","6","9","20:00","6.8","4.3"
"Jyväskylä Jyskä","2024","6","9","21:00","6.1","3.7"
